CPU,CPU Socket,Chipset,CrossFire Support,Floppy,Form Factor,Half Mini-PCI-Express,Kind,Link,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Name,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,PATA 133,Part #,Prices,RAID Support,SAS 12 Gb/s,SAS 3 Gb/s,SAS 6 Gb/s,SATA 1.5 Gb/s,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s,mSATA,avg,short_link,socket,max_mem,mem_slots
Integrated Atom D510,,Intel NM10,No,,Mini ITX,,Motherboard,/product/HqZQzy/zotac-motherboard-nm10aeion,Zotac,4GB,2 x 240-pin DIMM,DDR2-667 / 800,,2,,,Zotac NM10-A-E-ION Mini ITX Atom D510 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,NM10-A-E-ION,[],No,,,,,2,,,No,,,,,,0.0,zotac-motherboard-nm10aeion,,4.0,2 x 240-pin DIMM
,FM2,AMD A85X,No,,Micro ATX,,Motherboard,/product/JPtCmG/asus-motherboard-f2a85m2,Asus,64GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,Asus F2A85-M2 Micro ATX FM2 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,F2A85-M2,[],Yes,,,,,,6,,No,,,,,,0.0,asus-motherboard-f2a85m2,FM2,64.0,4 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/VtPfrH/asrock-motherboard-fatal1tyz87killer,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800,,,,,ASRock Fatal1ty Z87 Killer ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Fatal1ty Z87 Killer,[],Yes,,,,,,6,,Yes,,,,,,0.0,asrock-motherboard-fatal1tyz87killer,LGA1150,32.0,4 x 240-pin DIMM
Integrated E-Series E-350,,AMD Hudson D1,No,,Mini ITX,,Motherboard,/product/grbp99/foxconn-motherboard-ahd1sk,Foxconn,8GB,2 x 240-pin DIMM,DDR3-1066,,,,,Foxconn AHD1S-K Mini ITX E-Series E-350 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,AHD1S-K,[],No,,,,,2,,,No,,,,,,0.0,foxconn-motherboard-ahd1sk,,8.0,2 x 240-pin DIMM
Integrated Atom D525,,Intel NM10,No,,Mini ITX,,Motherboard,/product/qrbp99/foxconn-motherboard-d52s,Foxconn,4GB,2 x 240-pin DIMM,DDR2-800,,,,,Foxconn D52S Mini ITX Atom D525 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,D52S,[],No,,,,,2,,,No,,,,,,0.0,foxconn-motherboard-d52s,,4.0,2 x 240-pin DIMM
Integrated Atom D525,,Intel NM10,No,,Mini ITX,,Motherboard,/product/FCR48d/asus-motherboard-at5ionti,Asus,4GB,2 x 204-pin SODIMM,DDR3-800,,,,,Asus AT5IONT-I Mini ITX Atom D525 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,AT5IONT-I,[],No,,,,,2,,,No,,,1,,,0.0,asus-motherboard-at5ionti,,4.0,2 x 204-pin SODIMM
Integrated E-Series E-350,,AMD Hudson D1,No,,Mini ITX,,Motherboard,/product/3WQypg/ecs-motherboard-hdci210,ECS,8GB,2 x 240-pin DIMM,DDR3-800 / 1066,,,,,ECS HDC-I2(1.0) Mini ITX E-Series E-350 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,HDC-I2(1.0),[],No,,,,,2,,,No,,,,,,0.0,ecs-motherboard-hdci210,,8.0,2 x 240-pin DIMM
Integrated Atom D525,,Intel NM10,No,,Mini ITX,,Motherboard,/product/7MW9TW/zotac-motherboard-ionitxtu,Zotac,4GB,2 x 204-pin SODIMM,DDR3-800,,,,,Zotac IONITX-T-U Mini ITX Atom D525 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,IONITX-T-U,[],No,,,,,2,,,No,,,,,,0.0,zotac-motherboard-ionitxtu,,4.0,2 x 204-pin SODIMM
,LGA1155,Intel Z68,Yes,,ATX,,Motherboard,/product/LpPfrH/gigabyte-motherboard-gaz68ad3b3,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,Gigabyte GA-Z68A-D3-B3 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,No,,,GA-Z68A-D3-B3,[],Yes,,,,,4,2,,No,,,,,,0.0,gigabyte-motherboard-gaz68ad3b3,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,ATX,,Motherboard,/product/cBBv6h/gigabyte-motherboard-gaz68xud4b3,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,Gigabyte GA-Z68X-UD4-B3 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,GA-Z68X-UD4-B3,[],Yes,,,,,4,4,,Yes,,,,1,,0.0,gigabyte-motherboard-gaz68xud4b3,LGA1155,32.0,4 x 240-pin DIMM
,AM3+,AMD 880G,Yes,,ATX,,Motherboard,/product/KnR48d/asus-motherboard-m5a88vevo,Asus,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000,,,,,Asus M5A88-V EVO ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,M5A88-V EVO,[],Yes,,,,,,5,,No,,,,1,,0.0,asus-motherboard-m5a88vevo,AM3+,16.0,4 x 240-pin DIMM
,FM2+,AMD A88X,Yes,,ATX,,Motherboard,/product/dLzv6h/gigabyte-motherboard-gaf2a88xup4,Gigabyte,64GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133,,,,,Gigabyte GA-F2A88X-UP4 ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-F2A88X-UP4,[],Yes,,,,,,7,,No,,,,,,0.0,gigabyte-motherboard-gaf2a88xup4,FM2+,64.0,4 x 240-pin DIMM
,LGA1155,Intel H61,No,,Mini ITX,,Motherboard,/product/mYMFf7/ecs-motherboard-h61h2i5v10,ECS,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ECS H61H2-I5 (V1.0) Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H61H2-I5 (V1.0),[],No,,,,,4,,,No,,,,,,0.0,ecs-motherboard-h61h2i5v10,LGA1155,16.0,2 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/6vphP6/asus-motherboard-z87provedition,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933,,,,Z87-Pro (V Edition),Asus Z87-Pro (V Edition) ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87-PRO (V EDITION),[],Yes,,,,,,8,,Yes,,,,,,0.0,asus-motherboard-z87provedition,LGA1150,32.0,4 x 240-pin DIMM
,FM2,AMD A85X,Yes,,ATX,,Motherboard,/product/JyYXsY/ecs-motherboard-a85f2agolden10,ECS,64GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133 / 2400 / 2600,,,,,ECS A85F2-A GOLDEN(1.0) ATX FM2 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,A85F2-A GOLDEN(1.0),[],Yes,,,,,,7,,Yes,,,,1,,0.0,ecs-motherboard-a85f2agolden10,FM2,64.0,4 x 240-pin DIMM
,LGA1150,Intel B85,No,,Micro ATX,,Motherboard,/product/NHYXsY/ecs-motherboard-b85h3m7,ECS,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ECS B85H3-M7 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B85H3-M7,[],No,,,,,2,2,,No,,,,,,0.0,ecs-motherboard-b85h3m7,LGA1150,16.0,2 x 240-pin DIMM
,FM2,AMD A85X,Yes,,ATX,,Motherboard,/product/74ckcf/msi-motherboard-fm2a85xag65,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,MSI FM2-A85XA-G65 ATX FM2 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,FM2-A85XA-G65,[],No,,,,,,8,,No,,,,,,0.0,msi-motherboard-fm2a85xag65,FM2,32.0,4 x 240-pin DIMM
,LGA1150,Intel H81,No,,Micro ATX,,Motherboard,/product/PW2kcf/biostar-motherboard-h81mhc,Biostar,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Biostar H81MHC Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H81MHC,[],No,,,,,2,2,,No,,,,,,0.0,biostar-motherboard-h81mhc,LGA1150,16.0,2 x 240-pin DIMM
,LGA1155,Intel Z68,No,,Micro ATX,,Motherboard,/product/TM9KHx/intel-motherboard-boxdz68af,Intel,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,DZ68AF,Intel DZ68AF Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,No,,,BOXDZ68AF,[],No,,,,,3,2,,No,,,1,,,0.0,intel-motherboard-boxdz68af,LGA1155,32.0,4 x 240-pin DIMM
,LGA1150,Intel H97,Yes,,ATX,,Motherboard,/product/GFFPxr/asrock-motherboard-fatal1tyh97performance,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ASRock Fatal1ty H97 Performance ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Fatal1ty H97 Performance,[],Yes,,,,,,6,,No,,,,,,0.0,asrock-motherboard-fatal1tyh97performance,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/Vzbp99/gigabyte-motherboard-gaz97xgamingg1,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,,,,,Gigabyte GA-Z97X-Gaming G1 ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z97X-Gaming G1,[],Yes,,,,,,8,1,4-way SLI,,,,,,0.0,gigabyte-motherboard-gaz97xgamingg1,LGA1150,32.0,4 x 240-pin DIMM
Integrated E-Series E-350,,AMD Hudson M1,No,,Mini ITX,,Motherboard,/product/T9DwrH/asus-motherboard-e35m1i,Asus,8GB,2 x 240-pin DIMM,DDR3-800 / 1066,,,,,Asus E35M1-I Mini ITX E-Series E-350 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,E35M1-I,[],No,,,,,,6,,No,,,,,,0.0,asus-motherboard-e35m1i,,8.0,2 x 240-pin DIMM
,FM2,AMD A55,No,,Micro ATX,,Motherboard,/product/FwR48d/asrock-motherboard-fm2a55mdgsr20,ASRock,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,ASRock FM2A55M-DGS R2.0 Micro ATX FM2 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,FM2A55M-DGS R2.0,[],Yes,,,,,6,,,No,,,,,,0.0,asrock-motherboard-fm2a55mdgsr20,FM2,32.0,2 x 240-pin DIMM
,FM2,AMD A55,No,,Micro ATX,,Motherboard,/product/j86BD3/asus-motherboard-a55ma,Asus,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,Asus A55M-A Micro ATX FM2 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,A55M-A,[],Yes,,,,,6,,,No,,,,,,0.0,asus-motherboard-a55ma,FM2,32.0,2 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,EATX,,Motherboard,/product/yjPfrH/evga-motherboard-152hre979kr,EVGA,32GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 2133 / 2400 / 2666,,,1,Z97 Classified,EVGA Z97 Classified EATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,152-HR-E979-KR,[],Yes,,,,,,8,,4-way SLI,,,,,,0.0,evga-motherboard-152hre979kr,LGA1150,32.0,4 x 240-pin DIMM
,FM1,AMD A75,Yes,,ATX,,Motherboard,/product/v2dqqs/jetway-motherboard-jha16ultra,Jetway,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,1,,,Jetway JHA16-ULTRA ATX FM1 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,JHA16-ULTRA,[],Yes,,,,,,6,,Yes,,,,,,0.0,jetway-motherboard-jha16ultra,FM1,16.0,4 x 240-pin DIMM
,AM3,NVIDIA GeForce 7025,No,,Micro ATX,,Motherboard,/product/6VvRsY/msi-motherboard-nf725gmp31,MSI,16GB,2 x 240-pin DIMM,DDR3-800 / 1066,,,,,MSI NF725GM-P31 Micro ATX AM3 Motherboard,1 x 10/100 Mbps,No,Yes,,1,NF725GM-P31,[],Yes,,,,,4,,,No,,,,,,0.0,msi-motherboard-nf725gmp31,AM3,16.0,2 x 240-pin DIMM
,LGA1155,Intel H67,Yes,,ATX,,Motherboard,/product/CPphP6/biostar-motherboard-th67a,Biostar,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Biostar TH67A+ ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,TH67A+,[],Yes,,,,,4,2,,No,,,,,,0.0,biostar-motherboard-th67a,LGA1155,16.0,4 x 240-pin DIMM
,LGA1366,Intel X58,Yes,,ATX,,Motherboard,/product/JDR48d/asus-motherboard-p6x58epro,Asus,48GB,6 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000 / 2133 / 2200,,,,,Asus P6X58-E PRO ATX LGA1366 Motherboard,1 x 10/100/1000 Mbps,No,No,,,P6X58-E PRO,[],Yes,,,,,6,2,,3-way SLI,,,2,,,0.0,asus-motherboard-p6x58epro,LGA1366,48.0,6 x 240-pin DIMM
,LGA1156,Intel H55,No,,Micro ATX,,Motherboard,/product/9Zbp99/biostar-motherboard-th55xe,Biostar,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 2000,,,,,Biostar TH55 XE Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,1,TH55 XE,[],No,,,,,5,,,No,,,1,,,0.0,biostar-motherboard-th55xe,LGA1156,16.0,4 x 240-pin DIMM
,LGA1155,Intel H77,Yes,,ATX,,Motherboard,/product/cG9KHx/msi-motherboard-zh77ag43,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 2000 / 2200 / 2400,,,,,MSI ZH77A-G43 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,ZH77A-G43,[],Yes,,,,,4,2,,No,,,,,,0.0,msi-motherboard-zh77ag43,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z75,Yes,,Micro ATX,,Motherboard,/product/PQrG3C/intel-motherboard-boxdz75ml45k,Intel,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 2400,,,,DZ75ML-45K,Intel DZ75ML-45K Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,BOXDZ75ML-45K,[],Yes,,,,,4,2,,No,,,,,,0.0,intel-motherboard-boxdz75ml45k,LGA1155,32.0,4 x 240-pin DIMM
,AM3,NVIDIA GeForce 7025,No,,Micro ATX,,Motherboard,/product/q2sKHx/jetway-motherboard-jm28gt4d3lf,Jetway,4GB,2 x 240-pin DIMM,DDR3-1333,,,,,Jetway JM28GT4D3-LF Micro ATX AM3 Motherboard,1 x 10/100 Mbps,No,Yes,,1,JM28GT4D3-LF,[],Yes,,,,,4,,,No,,,,,,0.0,jetway-motherboard-jm28gt4d3lf,AM3,4.0,2 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,EATX,,Motherboard,/product/9HmLrH/asus-motherboard-maximusivextremez,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2200,,,,,Asus Maximus IV Extreme-Z EATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,Maximus IV Extreme-Z,[],Yes,,,,,4,4,,3-way SLI,,,2,,,0.0,asus-motherboard-maximusivextremez,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel H61,No,,ATX,,Motherboard,/product/7bPfrH/biostar-motherboard-th61a,Biostar,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Biostar TH61A ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,TH61A,[],No,,,,,4,,,No,,,,,,0.0,biostar-motherboard-th61a,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel B75,Yes,,Micro ATX,,Motherboard,/product/8vXfrH/asrock-motherboard-b75mr20,ASRock,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 2200,,,,,ASRock B75M R2.0 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B75M R2.0<br/>(or) B75M-R2,[],No,,,,,5,3,,No,,,,,,0.0,asrock-motherboard-b75mr20,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,ATX,,Motherboard,/product/V8tCmG/msi-motherboard-z68agd65b3,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 2133,,,,,MSI Z68A-GD65 (B3) ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z68A-GD65 (B3),[],Yes,,,,,4,4,,Yes,,,,,,0.0,msi-motherboard-z68agd65b3,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,EATX,,Motherboard,/product/4PZQzy/asrock-motherboard-z77extreme11,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 3000,,1,,,ASRock Z77 Extreme11 EATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77 Extreme11,[],Yes,,,8,,4,2,,3-way SLI,,,1,,,0.0,asrock-motherboard-z77extreme11,LGA1155,32.0,4 x 240-pin DIMM
Integrated E-Series E-350,,AMD Hudson M1,No,,Mini ITX,,Motherboard,/product/kZbp99/zotac-motherboard-fusion350ae,Zotac,8GB,2 x 204-pin SODIMM,DDR3-1066,,1,,,Zotac FUSION350-A-E Mini ITX E-Series E-350 Motherboard,1 x 10/100/1000 Mbps,Yes,Yes,,,FUSION350-A-E,[],No,,,,,,4,,No,,,1,,,0.0,zotac-motherboard-fusion350ae,,8.0,2 x 204-pin SODIMM
,FM1,AMD A75,Yes,,Micro ATX,,Motherboard,/product/bgMFf7/gigabyte-motherboard-gaa75mud2h,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,Gigabyte GA-A75M-UD2H Micro ATX FM1 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-A75M-UD2H,[],Yes,,,,,,5,,No,,,,1,,0.0,gigabyte-motherboard-gaa75mud2h,FM1,32.0,4 x 240-pin DIMM
,AM1,AMD AM1,No,,Micro ATX,,Motherboard,/product/rNXfrH/asrock-motherboard-am1bmdh,ASRock,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ASRock AM1B-MDH Micro ATX AM1 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,AM1B-MDH,[],No,,,,,,2,,No,,,,,,0.0,asrock-motherboard-am1bmdh,AM1,16.0,2 x 240-pin DIMM
,FM1,AMD A75,No,,Micro ATX,,Motherboard,/product/YGZQzy/gigabyte-motherboard-gaa75md2h,Gigabyte,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,Gigabyte GA-A75M-D2H Micro ATX FM1 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-A75M-D2H,[],Yes,,,,,,6,,No,,,,,,0.0,gigabyte-motherboard-gaa75md2h,FM1,16.0,2 x 240-pin DIMM
,AM3,AMD 880G,No,,Micro ATX,,Motherboard,/product/fBBv6h/biostar-motherboard-a880gb,Biostar,8GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,Biostar A880GB+ Micro ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,A880GB+,[],Yes,,,,,,4,,No,,,,,,0.0,biostar-motherboard-a880gb,AM3,8.0,2 x 240-pin DIMM
,FM1,AMD A75,No,,ATX,,Motherboard,/product/MNbp99/biostar-motherboard-ta75a,Biostar,32GB,4 x 240-pin DIMM,DDR3-1066 / 1600 / 1866 / 2000,,,,,Biostar TA75A+ ATX FM1 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,TA75A+,[],Yes,,,,,,6,,No,,,,,,0.0,biostar-motherboard-ta75a,FM1,32.0,4 x 240-pin DIMM
,AM3+,AMD 970,Yes,,ATX,,Motherboard,/product/VTLypg/biostar-motherboard-ta970xe,Biostar,32GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2000,,,,,Biostar TA970XE ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,No,,,TA970XE,[],Yes,,,,,,5,,No,,,,1,,0.0,biostar-motherboard-ta970xe,AM3+,32.0,4 x 240-pin DIMM
,FM1,AMD A75,Yes,,Micro ATX,,Motherboard,/product/J9DwrH/msi-motherboard-a75mag55,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,MSI A75MA-G55 Micro ATX FM1 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,A75MA-G55,[],No,,,,,,6,,No,,,,,,0.0,msi-motherboard-a75mag55,FM1,32.0,4 x 240-pin DIMM
,AM3,AMD 890FX,Yes,,ATX,,Motherboard,/product/rwQypg/asrock-motherboard-890fxdeluxe4,ASRock,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 1866,,,,890FX Deluxe4,ASRock 890FX Deluxe4 ATX AM3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,1,890FX DELUXE4,[],Yes,,,,,,8,,No,,,1,,,0.0,asrock-motherboard-890fxdeluxe4,AM3,16.0,4 x 240-pin DIMM
,FM2+,AMD A88X,Yes,,Micro ATX,,Motherboard,/product/w3V48d/msi-motherboard-a88xmgaming,MSI,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133 / 2400,,,,,MSI A88XM GAMING Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,A88XM GAMING,[],Yes,,,,,,8,,No,,,,,,0.0,msi-motherboard-a88xmgaming,FM2+,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,No,,Mini ITX,,Motherboard,/product/P9kD4D/evga-motherboard-111ibe692kr,EVGA,16GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2133,,1,,,EVGA 111-IB-E692-KR Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,111-IB-E692-KR,[],Yes,,,,,2,2,,No,,,2,,,0.0,evga-motherboard-111ibe692kr,LGA1155,16.0,2 x 240-pin DIMM
,LGA1156,Intel H55,No,,Micro ATX,,Motherboard,/product/wPphP6/ecs-motherboard-h55hcm,ECS,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,,ECS H55H-CM Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H55H-CM,[],No,,,,,6,,,No,,,,,,0.0,ecs-motherboard-h55hcm,LGA1156,16.0,4 x 240-pin DIMM
,LGA1366,Intel X58,Yes,,ATX,,Motherboard,/product/Cyn2FT/sapphire-motherboard-pureblackx58,Sapphire,24GB,6 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600,,,,,Sapphire PURE Black X58 ATX LGA1366 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,PURE Black X58,[],Yes,,,,,5,2,,No,,,1,,,0.0,sapphire-motherboard-pureblackx58,LGA1366,24.0,6 x 240-pin DIMM
,LGA775,Intel P35,No,,ATX,,Motherboard,/product/sJ3RsY/intel-motherboard-blkdp35dpm,Intel,8GB,4 x 240-pin DIMM,DDR2-800,,,,DP35DPM,Intel DP35DPM ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,No,1,,BLKDP35DPM,[],No,,,,,5,,,No,,,1,,,0.0,intel-motherboard-blkdp35dpm,LGA775,8.0,4 x 240-pin DIMM
,LGA1155,Intel P67,No,,ATX,,Motherboard,/product/nHmLrH/msi-motherboard-p67ac43b3,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 2133,,,,,MSI P67A-C43 (B3) ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,No,,,P67A-C43 (B3),[],Yes,,,,,4,2,,No,,,,,,0.0,msi-motherboard-p67ac43b3,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel H67,No,,Micro ATX,,Motherboard,/product/dQkD4D/jetway-motherboard-jmih67mhu3,Jetway,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Jetway JMIH67M-HU3 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,JMIH67M-HU3,[],No,,,,,4,2,,No,,,,,,0.0,jetway-motherboard-jmih67mhu3,LGA1155,16.0,4 x 240-pin DIMM
,FM2+,AMD A88X,No,,Mini ITX,1,Motherboard,/product/tCsKHx/msi-motherboard-a88xiac,MSI,32GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133 / 2400,,,,,MSI A88XI AC Mini ITX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,A88XI AC,[],Yes,,,,,,4,,No,,,,,,0.0,msi-motherboard-a88xiac,FM2+,32.0,2 x 240-pin DIMM
,LGA1155,Intel H67,No,,Micro ATX,,Motherboard,/product/7TkD4D/msi-motherboard-h67mae45b3,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,,MSI H67MA-E45 (B3) Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H67MA-E45 (B3),[],Yes,,,,,4,2,,No,,,,,,0.0,msi-motherboard-h67mae45b3,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel H61,Yes,,Micro ATX,,Motherboard,/product/x6W9TW/asrock-motherboard-h61mvs,ASRock,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,ASRock H61M-VS Micro ATX LGA1155 Motherboard,1 x 10/100 Mbps,No,No,,,H61M-VS,[],No,,,,,4,,,No,,,,,,0.0,asrock-motherboard-h61mvs,LGA1155,16.0,2 x 240-pin DIMM
