Boost Clock,Chipset,Core Clock,CrossFire Support,DVI,DVI-D Dual-Link,DVI-D Single-Link,DVI-I Dual-Link,DVI-I Single-Link,DisplayPort,Fan,HDMI,Interface,Kind,Length,Link,Manufacturer,Memory Size,Memory Type,Mini-Display Port,Mini-HDMI,Model,Name,Part #,Prices,S-Video,SLI Support,Supports Freesync,Supports G-Sync,TDP,VGA,VHDCI,clock_speed_in_mhz,memory_mb,avg,make,boost_clock_speed_mhz,short_link,tdp
,GeForce GTX 560 Ti,950MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.98"" (228mm)",/product/26w323/sparkle-video-card-x560tidf3dg,Sparkle,1GB,GDDR5,,1,,Sparkle GeForce GTX 560 Ti 1GB Video Card,X560 Ti DF 3DG,[],,Yes,,,210 Watts,,,950.0,1000.0,0.0,NVIDIA,0.0,sparkle-video-card-x560tidf3dg,210.0
,Radeon HD 6970,880MHz,4-way CrossFire,,,,2,,,Yes,1,PCI-Express x16,Video Card,,/product/4GTmP6/gigabyte-video-card-gvr697d52gdb,Gigabyte,2GB,GDDR5,2,,,Gigabyte Radeon HD 6970 2GB Video Card,GV-R697D5-2GD-B,[],,No,,,250 Watts,,,880.0,2000.0,0.0,AMD,0.0,gigabyte-video-card-gvr697d52gdb,250.0
,Radeon HD 6970,880MHz,4-way CrossFire,,,,2,,,Yes,1,PCI-Express x16,Video Card,,/product/fkBv6h/sapphire-video-card-100311bfvsr,Sapphire,2GB,GDDR5,2,,,Sapphire Radeon HD 6970 2GB Video Card,100311BFVSR,[],,No,,,250 Watts,,,880.0,2000.0,0.0,AMD,0.0,sapphire-video-card-100311bfvsr,250.0
,GeForce GTX 690,915MHz,No,,,,3,,,Yes,,PCI-Express x16,Video Card,"10.98"" (279mm)",/product/tp6BD3/evga-video-card-04gp42692kr,EVGA,4GB,GDDR5,1,,,EVGA GeForce GTX 690 4GB Video Card,04G-P4-2692-KR,[],,Yes,,Yes,300 Watts,,,915.0,4000.0,0.0,NVIDIA,0.0,evga-video-card-04gp42692kr,300.0
,GeForce GT 630,810MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"5.98"" (152mm)",/product/68Gkcf/zotac-video-card-zt6040510l,Zotac,4GB,DDR3,,1,,Zotac GeForce GT 630 4GB Video Card,ZT-60405-10L,[],,No,,,65 Watts,,,810.0,4000.0,0.0,NVIDIA,0.0,zotac-video-card-zt6040510l,65.0
,Radeon R9 270X,,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"8.98"" (228mm)",/product/8k4gXL/sapphire-video-card-1003644gl,Sapphire,4GB,GDDR5,,,,Sapphire Radeon R9 270X 4GB Dual-X Video Card,100364-4GL,[],,No,,,180 Watts,,,0.0,4000.0,0.0,AMD,0.0,sapphire-video-card-1003644gl,180.0
,GeForce GT 610,810MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/p2PfrH/gigabyte-video-card-gvn610d31gi,Gigabyte,1GB,DDR3,,,,Gigabyte GeForce GT 610 1GB Video Card,GV-N610D3-1GI,[],,No,,,29 Watts,1,,810.0,1000.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn610d31gi,29.0
,GeForce GT 640,900MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.67"" (144mm)",/product/gtZQzy/msi-video-card-n640gtmd2gd3,MSI,2GB,DDR3,,,,MSI GeForce GT 640 2GB Video Card,N640GT-MD2GD3,[],,No,,,75 Watts,1,,900.0,2000.0,0.0,NVIDIA,0.0,msi-video-card-n640gtmd2gd3,75.0
1.11GHz,Quadro M6000,988MHz,No,,,,1,,4,Yes,,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/fqmxFT/pny-video-card-vcqm600024gbpb,PNY,24GB,GDDR5,,,,PNY Quadro M6000 24GB Video Card,VCQM6000-24GB-PB,"[4739.0, 4744.92]",,4-way SLI,,,250 Watts,,,988.0,24000.0,4741.96,AMD,1110.0,pny-video-card-vcqm600024gbpb,250.0
,GeForce GT 730,902MHz,No,,1,,,,,No,1,PCI-Express x16,Video Card,"5.39"" (137mm)",/product/vvLypg/asus-video-card-gt730sl1gd3brk,Asus,1GB,GDDR3,,,,Asus GeForce GT 730 1GB Video Card,GT730-SL-1GD3-BRK,"[53.99, 57.99, 57.99, 61.98, 57.99]",,No,,,49 Watts,1,,902.0,1000.0,57.988,NVIDIA,0.0,asus-video-card-gt730sl1gd3brk,49.0
,GeForce GT 430,,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.67"" (144mm)",/product/qp6BD3/jaton-video-card-videopx430gtlx,Jaton,1GB,DDR3,,,,Jaton GeForce GT 430 1GB Video Card,Video-PX430GT-LX,[],,No,,,49 Watts,1,,0.0,1000.0,0.0,NVIDIA,0.0,jaton-video-card-videopx430gtlx,49.0
,GeForce GT 620,700MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"5.98"" (152mm)",/product/Fg9KHx/zotac-video-card-zt6050210l,Zotac,1GB,DDR3,,1,,Zotac GeForce GT 620 1GB Video Card,ZT-60502-10L,[],,No,,,30 Watts,,,700.0,1000.0,0.0,NVIDIA,0.0,zotac-video-card-zt6050210l,30.0
,GeForce GTX 570,732MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/P73RsY/sparkle-video-card-sxx5701280d5nm,Sparkle,1.25GB,GDDR5,,1,,Sparkle GeForce GTX 570 1.25GB Video Card,SXX5701280D5NM,[],,3-way SLI,,,219 Watts,,,732.0,1250.0,0.0,NVIDIA,0.0,sparkle-video-card-sxx5701280d5nm,219.0
,GeForce GT 620,700MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.98"" (152mm)",/product/BjTmP6/pny-video-card-vcggt620xpb,PNY,1GB,DDR3,,,,PNY GeForce GT 620 1GB Video Card,VCGGT620XPB,[],,No,,,30 Watts,1,,700.0,1000.0,0.0,NVIDIA,0.0,pny-video-card-vcggt620xpb,30.0
,Radeon R9 290X,1.0GHz,4-way CrossFire,,2,,,,1,Yes,1,PCI-Express x16,Video Card,"11.57"" (294mm)",/product/zd3RsY/xfx-video-card-r9290xedfd,XFX,4GB,GDDR5,,,,XFX Radeon R9 290X 4GB Double Dissipation Video Card,R9-290X-EDFD,[],,No,,,300 Watts,,,1000.0,4000.0,0.0,AMD,0.0,xfx-video-card-r9290xedfd,300.0
,GeForce GT 630,700MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,,/product/Btckcf/zotac-video-card-zt6041210l,Zotac,1GB,DDR3,,1,,Zotac GeForce GT 630 1GB Video Card,ZT-60412-10L,[],,No,,,65 Watts,,,700.0,1000.0,0.0,NVIDIA,0.0,zotac-video-card-zt6041210l,65.0
,GeForce GT 630,810MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"6.14"" (156mm)",/product/z69KHx/xfx-video-card-gt630nzdf2,XFX,1GB,DDR3,,,,XFX GeForce GT 630 1GB Video Card,GT630NZDF2,[],,No,,,65 Watts,1,,810.0,1000.0,0.0,NVIDIA,0.0,xfx-video-card-gt630nzdf2,65.0
,GeForce GT 430,700MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/wg9KHx/ecs-video-card-ngt430c1gqmf2,ECS,1GB,DDR3,,,,ECS GeForce GT 430 1GB Video Card,NGT430C-1GQM-F2,[],,No,,,49 Watts,1,,700.0,1000.0,0.0,NVIDIA,0.0,ecs-video-card-ngt430c1gqmf2,49.0
,GeForce GT 520,810MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/DZphP6/ecs-video-card-ngt520c1gqmf2,ECS,1GB,DDR3,,,,ECS GeForce GT 520 1GB Video Card,NGT520C-1GQM-F2,[],,No,,,29 Watts,1,,810.0,1000.0,0.0,NVIDIA,0.0,ecs-video-card-ngt520c1gqmf2,29.0
,GeForce GTX 680,1.06GHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/qRckcf/evga-video-card-02gp42684kr,EVGA,2GB,GDDR5,,,,EVGA GeForce GTX 680 2GB Video Card,02G-P4-2684-KR,[],,4-way SLI,,Yes,195 Watts,,,1060.0,2000.0,0.0,NVIDIA,0.0,evga-video-card-02gp42684kr,195.0
,GeForce GT 730,902MHz,No,,1,,,,,Yes,1,PCI-Express x16,Video Card,"5.75"" (146mm)",/product/PKFPxr/zotac-video-card-zt7110110l,Zotac,2GB,GDDR5,,,,Zotac GeForce GT 730 2GB Video Card,ZT-71101-10L,[],,No,,,49 Watts,1,,902.0,2000.0,0.0,NVIDIA,0.0,zotac-video-card-zt7110110l,49.0
,GeForce GTX 570,732MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/db3RsY/msi-video-card-n570gtxtwinfrozrii,MSI,1.25GB,GDDR5,,1,,MSI GeForce GTX 570 1.25GB Video Card,N570GTX Twin Frozr II,[],,3-way SLI,,,219 Watts,,,732.0,1250.0,0.0,NVIDIA,0.0,msi-video-card-n570gtxtwinfrozrii,219.0
,Radeon HD 7750,800MHz,Yes,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.78"" (223mm)",/product/Z7kD4D/diamond-video-card-7750pe51glp,Diamond,1GB,GDDR5,1,,,Diamond Radeon HD 7750 1GB Video Card,7750PE51GLP,[],,No,,,55 Watts,,,800.0,1000.0,0.0,AMD,0.0,diamond-video-card-7750pe51glp,55.0
,GeForce GTX 650 Ti,928MHz,No,,1,,1,,,Yes,,PCI-Express x16,Video Card,"6.30"" (160mm)",/product/LgR48d/ecs-video-card-gtx650ti1gr5yfm,ECS,1GB,GDDR5,,1,,ECS GeForce GTX 650 Ti 1GB Video Card,GTX650TI-1GR5-YFM,[],,No,,,110 Watts,,,928.0,1000.0,0.0,NVIDIA,0.0,ecs-video-card-gtx650ti1gr5yfm,110.0
,Radeon HD 7870 GHz Edition,1.15GHz,Yes,,,,2,,,Yes,1,PCI-Express x16,Video Card,"11.18"" (284mm)",/product/xfw323/powercolor-video-card-ax78702gbd52dhppv,PowerColor,2GB,GDDR5,2,,,PowerColor Radeon HD 7870 GHz Edition 2GB Video Card,AX7870 2GBD5-2DHPPV,[],,No,,,175 Watts,,,1150.0,2000.0,0.0,AMD,0.0,powercolor-video-card-ax78702gbd52dhppv,175.0
,GeForce GT 630,810MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/DwW9TW/msi-video-card-n630gtmd4gd3,MSI,4GB,DDR3,,,,MSI GeForce GT 630 4GB Video Card,N630GT-MD4GD3,[],,No,,,65 Watts,1,,810.0,4000.0,0.0,NVIDIA,0.0,msi-video-card-n630gtmd4gd3,65.0
,GeForce GT 630,810MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/CwW9TW/gigabyte-video-card-gvn6301gi,Gigabyte,1GB,DDR3,,,,Gigabyte GeForce GT 630 1GB Video Card,GV-N630-1GI,[],,No,,,65 Watts,1,,810.0,1000.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn6301gi,65.0
,Radeon HD 7850,1.0GHz,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,"9.21"" (234mm)",/product/Pfw323/his-video-card-h785qnt2g2m,HIS,2GB,GDDR5,2,,,HIS Radeon HD 7850 2GB Video Card,H785QNT2G2M,[],,No,,,130 Watts,,,1000.0,2000.0,0.0,AMD,0.0,his-video-card-h785qnt2g2m,130.0
,Radeon HD 7950,900MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"11.57"" (294mm)",/product/JwW9TW/his-video-card-h795qt3g2m,HIS,3GB,GDDR5,2,,,HIS Radeon HD 7950 3GB Video Card,H795QT3G2M,[],,No,,,200 Watts,,,900.0,3000.0,0.0,AMD,0.0,his-video-card-h795qt3g2m,200.0
,FirePro R5000,825MHz,No,,,,,,,Yes,,PCI-Express x16,Video Card,"10.98"" (279mm)",/product/7ch9TW/ati-video-card-100505688,ATI,2GB,GDDR5,2,,FirePro R5000,ATI FirePro R5000 2GB Video Card,100-505688,[],,No,,,150 Watts,,,825.0,2000.0,0.0,AMD,0.0,ati-video-card-100505688,150.0
,GeForce GTX 680,1.11GHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"10.98"" (279mm)",/product/rcw323/msi-video-card-n680gtxlightning,MSI,2GB,GDDR5,,,,MSI GeForce GTX 680 2GB Video Card,N680GTX Lightning,[],,4-way SLI,,Yes,195 Watts,,,1110.0,2000.0,0.0,NVIDIA,0.0,msi-video-card-n680gtxlightning,195.0
1.28GHz,GeForce GTX 970,1.15GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"11.81"" (300mm)",/product/WVnG3C/inno3d-video-card-c97v2sdnm5dsx,Inno3D,4GB,GDDR5,,,,Inno3D GeForce GTX 970 4GB HerculeZ X3 Air Boss Video Card,C97V-2SDN-M5DSX,[449.0],,3-way SLI,,Yes,145 Watts,,,1150.0,4000.0,449.0,NVIDIA,1280.0,inno3d-video-card-c97v2sdnm5dsx,145.0
,GeForce GTX 465,607MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,,/product/qg7wrH/pny-video-card-rvcggtx465xxb,PNY,1GB,GDDR5,,1,,PNY GeForce GTX 465 1GB Video Card,RVCGGTX465XXB,[],,3-way SLI,,,200 Watts,,,607.0,1000.0,0.0,NVIDIA,0.0,pny-video-card-rvcggtx465xxb,200.0
,Radeon HD 6770,850MHz,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,"7.17"" (182mm)",/product/xTLypg/powercolor-video-card-ax67701gbd5hv2,PowerColor,1GB,GDDR5,,,,PowerColor Radeon HD 6770 1GB Video Card,AX6770 1GBD5-HV2,[],,No,,,108 Watts,1,,850.0,1000.0,0.0,AMD,0.0,powercolor-video-card-ax67701gbd5hv2,108.0
,Radeon HD 7750,800MHz,Yes,,,,1,,1,No,1,PCI-Express x16,Video Card,"10.67"" (271mm)",/product/Nyh9TW/his-video-card-h775p1gd,HIS,1GB,GDDR5,,,,HIS Radeon HD 7750 1GB Video Card,H775P1GD,[],,No,,,55 Watts,,,800.0,1000.0,0.0,AMD,0.0,his-video-card-h775p1gd,55.0
,GeForce GTX 460,675MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,,/product/cvyFf7/ecs-video-card-ngtx4601gpif,ECS,1GB,GDDR5,,1,,ECS GeForce GTX 460 1GB Video Card,NGTX460-1GPI-F,[],,Yes,,,150 Watts,,,675.0,1000.0,0.0,NVIDIA,0.0,ecs-video-card-ngtx4601gpif,150.0
