Bearing Type,Fan RPM,Height,Kind,Link,Liquid Cooled,Manufacturer,Model,Name,Noise Level,Part #,Prices,Radiator Size,Supported Sockets,avg,short_link,noise_level,max_noise,min_noise,rpm,rpm_min,rpm_max,liquid,rad_size,bearing_type,cooler_height
,1600 RPM,,CPU Cooler,/product/zXfmP6/be-quiet-silent-loop-280-942-cfm-liquid-cpu-cooler-bw003,Yes,be quiet!,Silent Loop 280,be quiet! Silent Loop 280 94.2 CFM Liquid CPU Cooler,16.1 - 37.3 dbA,BW003,[],280mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA775",0.0,be-quiet-silent-loop-280-942-cfm-liquid-cpu-cooler-bw003,16.1 - 37.3 ,37.3,16.1,1600 ,1600.0,1600.0,Yes,280.0,,0.0
,400 - 2000 RPM,"4.33"" (110mm)",CPU Cooler,/product/szNypg/noctua-cpu-cooler-nhd9dxi43u,No,Noctua,,Noctua NH-D9DX i4 3U 46.4 CFM CPU Cooler,16.3 - 22.8 dbA,NH-D9DX i4 3U,"[59.39, 64.99, 64.99]",,"LGA1366, LGA2011, LGA2011-3, LGA2011-3 Narrow",63.1233333333,noctua-cpu-cooler-nhd9dxi43u,16.3 - 22.8 ,22.8,16.3,400 - 2000 ,400.0,2000.0,No,0.0,,110.0
,800 - 2000 RPM,,CPU Cooler,/product/LVwqqs/id-cooling-frostflow-240l-w-845-cfm-liquid-cpu-cooler-frostflow-240l-w,Yes,ID-COOLING,,ID-COOLING FROSTFLOW 240L-W 84.5 CFM Liquid CPU Cooler,20.0 - 38.2 dbA,FROSTFLOW 240L-W,[],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,id-cooling-frostflow-240l-w-845-cfm-liquid-cpu-cooler-frostflow-240l-w,20.0 - 38.2 ,38.2,20.0,800 - 2000 ,800.0,2000.0,Yes,240.0,,0.0
,900 - 1600 RPM,"5.67"" (144mm)",CPU Cooler,/product/JHV48d/deepcool-cpu-cooler-gammaxx300,No,Deepcool,,Deepcool GAMMAXX 300 55.5 CFM CPU Cooler,17.8 - 21.0 dbA,GAMMAXX 300,"[18.99, 19.99, 19.99, 24.98, 25.38]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",21.866,deepcool-cpu-cooler-gammaxx300,17.8 - 21.0 ,21.0,17.8,900 - 1600 ,900.0,1600.0,No,0.0,,144.0
,1500 - 2600 RPM,"1.06"" (27mm)",CPU Cooler,/product/Pb7wrH/zalman-cpu-cooler-cnps2x,No,Zalman,,Zalman CNPS2X CPU Cooler,17.4 - 22.7 dbA,CNPS2X,"[25.99, 25.99, 26.88, 29.59, 29.99, 25.99, 35.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",28.6314285714,zalman-cpu-cooler-cnps2x,17.4 - 22.7 ,22.7,17.4,1500 - 2600 ,1500.0,2600.0,No,0.0,,27.0
,500 - 2000 RPM,,CPU Cooler,/product/c2mxFT/cooler-master-cpu-cooler-mlyd12xa20mbr1,Yes,Cooler Master,MasterLiquid Pro 120,Cooler Master MasterLiquid Pro 120 66.7 CFM Liquid CPU Cooler,6.0 - 30.0 dbA,MLY-D12X-A20MB-R1,"[91.99, 93.98, 95.52, 96.09, 97.99, 94.49]",120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",95.01,cooler-master-cpu-cooler-mlyd12xa20mbr1,6.0 - 30.0 ,30.0,6.0,500 - 2000 ,500.0,2000.0,Yes,120.0,,0.0
,,,CPU Cooler,/product/74bp99/corsair-cpu-cooler-cwch60,Yes,Corsair,H60,Corsair H60 74.4 CFM Liquid CPU Cooler,,CWCH60,"[89.88, 89.99]",120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",89.935,corsair-cpu-cooler-cwch60,0,0,0.0,0,0.0,0.0,Yes,120.0,,0.0
,,"2.76"" (70mm)",CPU Cooler,/product/KK4NnQ/arctic-cooling-cpu-cooler-acalp00005a,No,ARCTIC,Alpine M1 - Passive,ARCTIC Alpine M1 - Passive Fanless CPU Cooler,,ACALP00005A,[11.1],,AM1,11.1,arctic-cooling-cpu-cooler-acalp00005a,0,0,0.0,0,0.0,0.0,No,0.0,,70.0
,2400 RPM,"1.50"" (38mm)",CPU Cooler,/product/vcn2FT/masscool-cpu-cooler-8wt1538,No,Masscool,,Masscool 8WT15-38 42.0 CFM CPU Cooler,30.0 dbA,8WT15-38,"[8.39, 8.49, 9.99, 9.99]",,LGA775,9.215,masscool-cpu-cooler-8wt1538,30.0 ,30.0 ,30.0,2400 ,2400.0,2400.0,No,0.0,,38.0
,1600 - 2000 RPM,"5.08"" (129mm)",CPU Cooler,/product/HQW9TW/corsair-cpu-cooler-cafa70,No,Corsair,A70,Corsair A70 61.0 CFM CPU Cooler,26.0 - 31.5 dbA,CAFA70,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,corsair-cpu-cooler-cafa70,26.0 - 31.5 ,31.5,26.0,1600 - 2000 ,1600.0,2000.0,No,0.0,,129.0
,800 - 2000 RPM,,CPU Cooler,/product/FFFPxr/nzxt-cpu-cooler-rlkrx6101,Yes,NZXT,Kraken X61,NZXT Kraken X61 106.1 CFM Liquid CPU Cooler,20.0 - 37.0 dbA,RL-KRX61-01,"[119.99, 119.99, 119.99, 128.99, 119.99, 139.99]",280mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",124.823333333,nzxt-cpu-cooler-rlkrx6101,20.0 - 37.0 ,37.0,20.0,800 - 2000 ,800.0,2000.0,Yes,280.0,,0.0
,2500 RPM,,CPU Cooler,/product/XVL7YJ/id-cooling-icekimo-120w-620-cfm-liquid-cpu-cooler-icekimo-120w,Yes,ID-COOLING,,ID-COOLING ICEKIMO 120W 62.0 CFM Liquid CPU Cooler,18.0 - 26.4 dbA,ICEKIMO 120W,[55.99],120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",55.99,id-cooling-icekimo-120w-620-cfm-liquid-cpu-cooler-icekimo-120w,18.0 - 26.4 ,26.4,18.0,2500 ,2500.0,2500.0,Yes,120.0,,0.0
,2500 RPM,"1.46"" (37mm)",CPU Cooler,/product/kHCwrH/noctua-cpu-cooler-nhl9a,No,Noctua,,Noctua NH-L9a 57.5 CFM CPU Cooler,,NH-L9a,"[38.49, 39.84, 39.95, 49.99, 69.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",47.652,noctua-cpu-cooler-nhl9a,0,0,0.0,2500 ,2500.0,2500.0,No,0.0,,37.0
,300 - 1600 RPM,"4.92"" (125mm)",CPU Cooler,/product/hsw323/noctua-cpu-cooler-nhu9dxi4,No,Noctua,,Noctua NH-U9DXi4 37.8 CFM CPU Cooler,13.1 - 17.6 dbA,NH-U9DXi4,"[56.99, 61.05, 67.99]",,"LGA1366, LGA2011, LGA2011-3, LGA2011-3 Narrow",62.01,noctua-cpu-cooler-nhu9dxi4,13.1 - 17.6 ,17.6,13.1,300 - 1600 ,300.0,1600.0,No,0.0,,125.0
,800 - 2600 RPM,"2.48"" (63mm)",CPU Cooler,/product/CYkD4D/zalman-cpu-cooler-cnps7000val1pwm,No,Zalman,,Zalman CNPS7000V(AL)-1-PWM CPU Cooler,20.0 - 32.0 dbA,CNPS7000V(AL)-1-PWM,"[9.99, 9.99, 8.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",9.65666666667,zalman-cpu-cooler-cnps7000val1pwm,20.0 - 32.0 ,32.0,20.0,800 - 2600 ,800.0,2600.0,No,0.0,,63.0
,600 - 2200 RPM,,CPU Cooler,/product/rbKhP6/deepcool-captain-120-white-911-cfm-liquid-cpu-cooler-captain120white,Yes,Deepcool,CAPTAIN 120 WHITE,Deepcool CAPTAIN 120 WHITE 91.1 CFM Liquid CPU Cooler,17.6 - 39.3 dbA,CAPTAIN120WHITE,"[68.99, 108.79]",120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",88.89,deepcool-captain-120-white-911-cfm-liquid-cpu-cooler-captain120white,17.6 - 39.3 ,39.3,17.6,600 - 2200 ,600.0,2200.0,Yes,120.0,,0.0
,3200 RPM,"1.61"" (41mm)",CPU Cooler,/product/RRPfrH/cooler-master-cpu-cooler-dk97e52a0lgp,No,Cooler Master,,Cooler Master DK9-7E52A-0L-GP CPU Cooler,25.2 dbA,DK9-7E52A-0L-GP,[13.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",13.99,cooler-master-cpu-cooler-dk97e52a0lgp,25.2 ,25.2 ,25.2,3200 ,3200.0,3200.0,No,0.0,,41.0
,2200 RPM,,CPU Cooler,/product/4pTmP6/intel-cpu-cooler-bxrts2011lc,Yes,Intel,,Intel BXRTS2011LC 74.0 CFM Liquid CPU Cooler,,BXRTS2011LC,[81.99],120mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",81.99,intel-cpu-cooler-bxrts2011lc,0,0,0.0,2200 ,2200.0,2200.0,Yes,120.0,,0.0
,900 - 1300 RPM,"6.30"" (160mm)",CPU Cooler,/product/H3xfrH/noctua-cpu-cooler-nhd14se2011,No,Noctua,,Noctua NH-D14 SE2011 CPU Cooler,12.6 - 19.8 dbA,NH-D14 SE2011,"[79.99, 99.98]",,"LGA2011, LGA2011-3",89.985,noctua-cpu-cooler-nhd14se2011,12.6 - 19.8 ,19.8,12.6,900 - 1300 ,900.0,1300.0,No,0.0,,160.0
,300 - 1300 RPM,"6.38"" (162mm)",CPU Cooler,/product/4TCrxr/thermalright-cpu-cooler-machorevb,No,Thermalright,,Thermalright Macho Rev.B 73.6 CFM CPU Cooler,15.0 - 21.0 dbA,Macho Rev.B<br/>(or) 814256001052,"[52.9, 54.95]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",53.925,thermalright-cpu-cooler-machorevb,15.0 - 21.0 ,21.0,15.0,300 - 1300 ,300.0,1300.0,No,0.0,,162.0
,1300 - 2500 RPM,,CPU Cooler,/product/rMkD4D/corsair-cpu-cooler-cwch80,Yes,Corsair,H80,Corsair H80 92.0 CFM Liquid CPU Cooler,22.0 - 39.0 dbA,CWCH80,[109.99],120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",109.99,corsair-cpu-cooler-cwch80,22.0 - 39.0 ,39.0,22.0,1300 - 2500 ,1300.0,2500.0,Yes,120.0,,0.0
,2000 RPM,,CPU Cooler,/product/Kn7CmG/corsair-cpu-cooler-cw9060020,Yes,Corsair,H110i GTX,Corsair H110i GTX 104.7 CFM Liquid CPU Cooler,40.0 dbA,CW-9060020<br/>(or) CW-9060020-WW,[149.99],280mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",149.99,corsair-cpu-cooler-cw9060020,40.0 ,40.0 ,40.0,2000 ,2000.0,2000.0,Yes,280.0,,0.0
,1600 - 2000 RPM,,CPU Cooler,/product/8yPfrH/corsair-cpu-cooler-cwch70,Yes,Corsair,H70,Corsair H70 61.2 CFM Liquid CPU Cooler,26.0 - 31.5 dbA,CWCH70,[109.99],120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",109.99,corsair-cpu-cooler-cwch70,26.0 - 31.5 ,31.5,26.0,1600 - 2000 ,1600.0,2000.0,Yes,120.0,,0.0
Sleeve,650 - 2200 RPM,"2.32"" (59mm)",CPU Cooler,/product/hgBrxr/reeven-brontes-rc-1001b-304-cfm-sleeve-bearing-cpu-cooler-rc-1001b,No,Reeven,Brontes RC-1001b,Reeven Brontes RC-1001b 30.4 CFM Sleeve Bearing CPU Cooler,10.5 - 31.7 dbA,RC-1001b,[36.5],,"AM1, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",36.5,reeven-brontes-rc-1001b-304-cfm-sleeve-bearing-cpu-cooler-rc-1001b,10.5 - 31.7 ,31.7,10.5,650 - 2200 ,650.0,2200.0,No,0.0,Sleeve,59.0
Fluid Dynamic,1300 RPM,"6.54"" (166mm)",CPU Cooler,/product/smbp99/be-quiet-cpu-cooler-bk015,No,be quiet!,Dark Rock 2,be quiet! Dark Rock 2 57.9 CFM Fluid Dynamic Bearing CPU Cooler,8.7 - 21.2 dbA,BK015,"[47.9, 49.9]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",48.9,be-quiet-cpu-cooler-bk015,8.7 - 21.2 ,21.2,8.7,1300 ,1300.0,1300.0,No,0.0,Fluid Dynamic,166.0
,,"5.91"" (150mm)",CPU Cooler,/product/rz7CmG/arctic-cooling-cpu-cooler-acfre00004a,No,ARCTIC,Freezer i32,ARCTIC Freezer i32 CPU Cooler,,ACFRE00004A<br/>(or) Freezer i32,"[29.88, 30.95, 35.38]",,"LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3",32.07,arctic-cooling-cpu-cooler-acfre00004a,0,0,0.0,0,0.0,0.0,No,0.0,,150.0
,1200 - 2400 RPM,"1.42"" (36mm)",CPU Cooler,/product/8mTmP6/thermaltake-cpu-cooler-clp0534,No,Thermaltake,,Thermaltake CLP0534 22.4 CFM CPU Cooler,20.0 - 26.9 dbA,CLP0534,"[20.99, 21.99, 25.81, 22.99, 25.98, 19.85]",,"LGA1150, LGA1151, LGA1155, LGA1156, LGA775",22.935,thermaltake-cpu-cooler-clp0534,20.0 - 26.9 ,26.9,20.0,1200 - 2400 ,1200.0,2400.0,No,0.0,,36.0
,300 - 1400 RPM,"6.30"" (160mm)",CPU Cooler,/product/QRKhP6/thermaltake-cl-p021-ca12re-a-530-cfm-cpu-cooler-cl-p021-ca12re-a,No,Thermaltake,Riing Silent 12 Pro Red,Thermaltake Riing Silent 12 Pro Red 53.0 CFM CPU Cooler,12.0 - 19.0 dbA,CL-P021-CA12RE-A,[59.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",59.99,thermaltake-cl-p021-ca12re-a-530-cfm-cpu-cooler-cl-p021-ca12re-a,12.0 - 19.0 ,19.0,12.0,300 - 1400 ,300.0,1400.0,No,0.0,,160.0
,600 - 1800 RPM,"6.18"" (157mm)",CPU Cooler,/product/VXDwrH/phanteks-cpu-cooler-phtc12dxrd,No,Phanteks,,Phanteks PH-TC12DX_RD 68.5 CFM CPU Cooler,21.9 - 27.6 dbA,PH-TC12DX_RD,[72.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",72.99,phanteks-cpu-cooler-phtc12dxrd,21.9 - 27.6 ,27.6,21.9,600 - 1800 ,600.0,1800.0,No,0.0,,157.0
,600 - 2400 RPM,,CPU Cooler,/product/QZNp99/cooler-master-cpu-cooler-rls12m24pkr1,Yes,Cooler Master,Seidon 120M,Cooler Master Seidon 120M 86.2 CFM Liquid CPU Cooler,19.0 - 40.0 dbA,RL-S12M-24PK-R1,[],120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,cooler-master-cpu-cooler-rls12m24pkr1,19.0 - 40.0 ,40.0,19.0,600 - 2400 ,600.0,2400.0,Yes,120.0,,0.0
,800 - 1800 RPM,,CPU Cooler,/product/BWMFf7/swiftech-cpu-cooler-h220x,Yes,Swiftech,,Swiftech H220-X 55.0 CFM Liquid CPU Cooler,16.0 - 33.0 dbA,H220-X,[],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,swiftech-cpu-cooler-h220x,16.0 - 33.0 ,33.0,16.0,800 - 1800 ,800.0,1800.0,Yes,240.0,,0.0
,1400 - 2800 RPM,"5.28"" (134mm)",CPU Cooler,/product/6yMFf7/zalman-cpu-cooler-cnps5xperforma,No,Zalman,,Zalman CNPS5X Performa CPU Cooler,20.0 - 32.0 dbA,CNPS5X Performa,"[19.99, 22.69, 22.99, 34.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",25.165,zalman-cpu-cooler-cnps5xperforma,20.0 - 32.0 ,32.0,20.0,1400 - 2800 ,1400.0,2800.0,No,0.0,,134.0
,600 - 2200 RPM,"4.92"" (125mm)",CPU Cooler,/product/LPVBD3/cryorig-cpu-cooler-m9i,No,CRYORIG,,CRYORIG M9i 48.4 CFM CPU Cooler,26.4 dbA,M9i<br/>(or) CR-M9I,"[19.88, 19.99, 19.99, 39.99]",,"LGA1150, LGA1151, LGA1155, LGA1156",24.9625,cryorig-cpu-cooler-m9i,26.4 ,26.4 ,26.4,600 - 2200 ,600.0,2200.0,No,0.0,,125.0
,800 - 1800 RPM,"6.30"" (160mm)",CPU Cooler,/product/vdJkcf/enermax-ets-t50-axe-white-623-cfm-cpu-cooler-ets-t50a-wvs,No,Enermax,ETS-T50 AXE (White),Enermax ETS-T50 AXE (White) 62.3 CFM CPU Cooler,18.9 - 25.0 dbA,ETS-T50A-WVS,"[51.99, 54.99, 60.05, 68.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",59.005,enermax-ets-t50-axe-white-623-cfm-cpu-cooler-ets-t50a-wvs,18.9 - 25.0 ,25.0,18.9,800 - 1800 ,800.0,1800.0,No,0.0,,160.0
,300 - 1500 RPM,"5.59"" (142mm)",CPU Cooler,/product/kykwrH/noctua-cpu-cooler-nhc14s,No,Noctua,,Noctua NH-C14S 82.5 CFM CPU Cooler,19.2 - 24.6 dbA,NH-C14S,"[78.94, 89.69, 78.92]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3",82.5166666667,noctua-cpu-cooler-nhc14s,19.2 - 24.6 ,24.6,19.2,300 - 1500 ,300.0,1500.0,No,0.0,,142.0
,2000 RPM,,CPU Cooler,/product/TZQRsY/be-quiet-silent-loop-240-655-cfm-liquid-cpu-cooler-bw002,Yes,be quiet!,Silent Loop 240,be quiet! Silent Loop 240 65.5 CFM Liquid CPU Cooler,16.1 - 36.9 dbA,BW002,[],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3, LGA775",0.0,be-quiet-silent-loop-240-655-cfm-liquid-cpu-cooler-bw002,16.1 - 36.9 ,36.9,16.1,2000 ,2000.0,2000.0,Yes,240.0,,0.0
,900 - 2000 RPM,,CPU Cooler,/product/xfQypg/zalman-cpu-cooler-lq315,Yes,Zalman,,Zalman LQ-315 Liquid CPU Cooler,,LQ-315,[79.99],120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",79.99,zalman-cpu-cooler-lq315,0,0,0.0,900 - 2000 ,900.0,2000.0,Yes,120.0,,0.0
Sleeve,4200 RPM,"1.57"" (40mm)",CPU Cooler,/product/wZTmP6/masscool-cpu-cooler-5t568s1h3,No,Masscool,,Masscool 5T568S1H3 33.8 CFM Sleeve Bearing CPU Cooler,31.8 dbA,5T568S1H3,"[15.79, 15.99, 15.11]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",15.63,masscool-cpu-cooler-5t568s1h3,31.8 ,31.8 ,31.8,4200 ,4200.0,4200.0,No,0.0,Sleeve,40.0
,900 - 1600 RPM,"5.63"" (143mm)",CPU Cooler,/product/JP648d/deepcool-cpu-cooler-gammaxxs40,No,Deepcool,,Deepcool GAMMAXX S40 54.2 CFM CPU Cooler,17.8 - 26.1 dbA,GAMMAXX S40,"[22.0, 24.99, 22.0, 34.99, 40.38]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",28.872,deepcool-cpu-cooler-gammaxxs40,17.8 - 26.1 ,26.1,17.8,900 - 1600 ,900.0,1600.0,No,0.0,,143.0
Sleeve,1000 - 2600 RPM,,CPU Cooler,/product/KLrcCJ/raijintek-cpu-cooler-0r100021,Yes,RAIJINTEK,TRITON BLUE,RAIJINTEK TRITON BLUE 100.5 CFM Sleeve Bearing Liquid CPU Cooler,21.6 - 36.6 dbA,0R100021,[89.99],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",89.99,raijintek-cpu-cooler-0r100021,21.6 - 36.6 ,36.6,21.6,1000 - 2600 ,1000.0,2600.0,Yes,240.0,Sleeve,0.0
,1400 RPM,"5.51"" (140mm)",CPU Cooler,/product/QCJkcf/thermaltake-cpu-cooler-clp001al12blb,No,Thermaltake,Frio Silent 12,Thermaltake Frio Silent 12 55.9 CFM CPU Cooler,12.0 - 19.2 dbA,CL-P001-AL12BL-B,"[33.88, 33.99, 34.99, 34.99, 33.99, 34.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",34.4716666667,thermaltake-cpu-cooler-clp001al12blb,12.0 - 19.2 ,19.2,12.0,1400 ,1400.0,1400.0,No,0.0,,140.0
,1200 - 2600 RPM,"1.02"" (26mm)",CPU Cooler,/product/hLkwrH/gelid-solutions-cpu-cooler-ccssilenceam1,No,Gelid Solutions,,Gelid Solutions CC-Ssilence-AM1 34.0 CFM CPU Cooler,15.0 - 27.2 dbA,CC-Ssilence-AM1,"[24.88, 25.0]",,AM1,24.94,gelid-solutions-cpu-cooler-ccssilenceam1,15.0 - 27.2 ,27.2,15.0,1200 - 2600 ,1200.0,2600.0,No,0.0,,26.0
,1200 - 2000 RPM,,CPU Cooler,/product/TPs8TW/thermaltake-cpu-cooler-clw0222b,Yes,Thermaltake,Water 3.0 Performer C + LNC,Thermaltake Water 3.0 Performer C + LNC 81.3 CFM Liquid CPU Cooler,27.4 dbA,CLW0222-B,"[62.89, 63.99, 65.98, 69.99, 69.99, 69.99, 66.99, 69.99]",120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",67.47625,thermaltake-cpu-cooler-clw0222b,27.4 ,27.4 ,27.4,1200 - 2000 ,1200.0,2000.0,Yes,120.0,,0.0
Fluid Dynamic,400 - 1400 RPM,"6.30"" (160mm)",CPU Cooler,/product/YwGkcf/be-quiet-cpu-cooler-bk018,No,be quiet!,Dark Rock 3,be quiet! Dark Rock 3 67.8 CFM Fluid Dynamic Bearing CPU Cooler,8.4 - 21.1 dbA,BK018,"[63.88, 63.99, 64.9, 72.86, 74.9, 74.9]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",69.2383333333,be-quiet-cpu-cooler-bk018,8.4 - 21.1 ,21.1,8.4,400 - 1400 ,400.0,1400.0,No,0.0,Fluid Dynamic,160.0
,1500 - 2500 RPM,,CPU Cooler,/product/ymGj4D/silverstone-cpu-cooler-td02e,Yes,Silverstone,,Silverstone TD02-E 92.5 CFM Liquid CPU Cooler,18.0 - 35.0 dbA,TD02-E,"[89.99, 89.99]",240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",89.99,silverstone-cpu-cooler-td02e,18.0 - 35.0 ,35.0,18.0,1500 - 2500 ,1500.0,2500.0,Yes,240.0,,0.0
Sleeve,500 - 2000 RPM,"2.36"" (60mm)",CPU Cooler,/product/p898TW/reeven-steropes-rc-1206b-455-cfm-sleeve-bearing-cpu-cooler-rc-1206b,No,Reeven,Steropes RC-1206b,Reeven Steropes RC-1206b 45.5 CFM Sleeve Bearing CPU Cooler,9.3 - 33.7 dbA,RC-1206b,[42.0],,"AM1, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",42.0,reeven-steropes-rc-1206b-455-cfm-sleeve-bearing-cpu-cooler-rc-1206b,9.3 - 33.7 ,33.7,9.3,500 - 2000 ,500.0,2000.0,No,0.0,Sleeve,60.0
,900 - 1700 RPM,"5.98"" (152mm)",CPU Cooler,/product/79mLrH/zalman-cpu-cooler-cnps9900maxb,No,Zalman,,Zalman CNPS9900MAX-B CPU Cooler,18.0 - 30.0 dbA,CNPS9900MAX-B,"[49.89, 49.99, 49.99, 55.91, 58.43, 59.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",54.0333333333,zalman-cpu-cooler-cnps9900maxb,18.0 - 30.0 ,30.0,18.0,900 - 1700 ,900.0,1700.0,No,0.0,,152.0
Fluid Dynamic,2000 RPM,"2.64"" (67mm)",CPU Cooler,/product/yFdFf7/arctic-cooling-cpu-cooler-ucacoap112gbb01,No,ARCTIC,Alpine 11 GT Rev 2,ARCTIC Alpine 11 GT Rev 2 28.6 CFM Fluid Dynamic Bearing CPU Cooler,22.5 dbA,UCACO-AP112-GBB01,"[13.99, 13.99, 10.45]",,"LGA1150, LGA1151, LGA1155, LGA1156, LGA775",12.81,arctic-cooling-cpu-cooler-ucacoap112gbb01,22.5 ,22.5 ,22.5,2000 ,2000.0,2000.0,No,0.0,Fluid Dynamic,67.0
Sleeve,1000 - 2200 RPM,"3.23"" (82mm)",CPU Cooler,/product/88DwrH/silverstone-cpu-cooler-nt06pro,No,Silverstone,,Silverstone NT06-PRO 74.0 CFM Sleeve Bearing CPU Cooler,,NT06-PRO,"[54.99, 55.99, 58.0, 54.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",55.9925,silverstone-cpu-cooler-nt06pro,0,0,0.0,1000 - 2200 ,1000.0,2200.0,No,0.0,Sleeve,82.0
