Cores,Data Width,Hyper-Threading,Includes CPU Cooler,Integrated Graphics,Kind,L1 Cache,L2 Cache,L3 Cache,Link,Lithography,Manufacturer,Max Turbo Frequency,Maximum Supported Memory,Model,Name,Operating Frequency,Part #,Prices,Socket,Thermal Design Power,TDP,opfreq,turbo,avg,cores,short_link
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 4MB,None,/product/7KTmP6/intel-cpu-hh80562xj0808m,65.0,Intel,,,Core 2 Extreme QX6850,Intel Core 2 Extreme QX6850 3.0GHz Quad-Core OEM/Tray Processor,3.0GHz,HH80562XJ0808M,[],LGA775,130 Watts,130.0,3000.0,0.0,0.0,4,intel-cpu-hh80562xj0808m
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/fwbp99/intel-cpu-hh80557pj0674mg,65.0,Intel,,,Core 2 Duo E6750,Intel Core 2 Duo E6750 2.66GHz Dual-Core OEM/Tray Processor,2.66GHz,HH80557PJ0674MG,"[10.25, 24.99]",LGA775,65 Watts,65.0,2660.0,0.0,17.62,2,intel-cpu-hh80557pj0674mg
10,64-bit,Yes,No,No,CPU,10 x 32KB Instruction<br/>10 x 32KB Data,10 x 256KB,1 x 25MB,/product/rMnG3C/intel-cpu-bx80644e52660v3,22.0,Intel,3.3GHz,,Xeon E5-2660 V3,Intel Xeon E5-2660 V3 2.6GHz 10-Core Processor,2.6GHz,BX80644E52660V3,"[1290.0, 1488.62, 1504.97, 1499.99]",LGA2011-3,105 Watts,105.0,2600.0,3300.0,1445.895,10,intel-cpu-bx80644e52660v3
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 4MB,None,/product/r4TmP6/intel-cpu-bx80562q6600,65.0,Intel,,,Core 2 Quad Q6600,Intel Core 2 Quad Q6600 2.4GHz Quad-Core Processor,2.4GHz,BX80562Q6600,[245.0],LGA775,100 Watts,100.0,2400.0,0.0,245.0,4,intel-cpu-bx80562q6600
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/hJh9TW/intel-cpu-bx80646e31270v3,22.0,Intel,3.9GHz,,Xeon E3-1270 V3,Intel Xeon E3-1270 V3 3.5GHz Quad-Core Processor,3.5GHz,BX80646E31270V3,[],LGA1150,80 Watts,80.0,3500.0,3900.0,0.0,4,intel-cpu-bx80646e31270v3
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 2MB,/product/vtV48d/intel-cpu-bx80646g1850,22.0,Intel,,,Celeron G1850,Intel Celeron G1850 2.9GHz Dual-Core Processor,2.9GHz,BX80646G1850,"[59.39, 67.99]",LGA1150,53 Watts,53.0,2900.0,0.0,63.69,2,intel-cpu-bx80646g1850
2,64-bit,Yes,Yes,Intel HD Graphics 4600,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/tFQypg/intel-cpu-bx80646i34340,22.0,Intel,,,Core i3-4340,Intel Core i3-4340 3.6GHz Dual-Core Processor,3.6GHz,BX80646I34340,[169.95],LGA1150,54 Watts,54.0,3600.0,0.0,169.95,2,intel-cpu-bx80646i34340
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/hbYXsY/intel-cpu-bx80605i7875k,45.0,Intel,,,Core i7-875K,Intel Core i7-875K 2.93GHz Quad-Core Processor,2.93GHz,BX80605I7875K,[371.0],LGA1156,95 Watts,95.0,2930.0,0.0,371.0,4,intel-cpu-bx80605i7875k
14,64-bit,Yes,No,No,CPU,14 x 32KB Instruction<br/>14 x 32KB Data,14 x 256KB,1 x 35MB,/product/Bqqbt6/intel-cpu-bx80644e52695v3,22.0,Intel,3.3GHz,,Xeon E5-2695 V3,Intel Xeon E5-2695 V3 2.3GHz 14-Core Processor,2.3GHz,BX80644E52695V3,"[2451.42, 2451.42, 2499.99]",LGA2011-3,120 Watts,120.0,2300.0,3300.0,2467.61,14,intel-cpu-bx80644e52695v3
4,64-bit,No,Yes,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/r8W9TW/intel-cpu-bx80646i54690,22.0,Intel,3.9GHz,,Core i5-4690,Intel Core i5-4690 3.5GHz Quad-Core Processor,3.5GHz,BX80646I54690,"[212.72, 238.99, 239.99]",LGA1150,84 Watts,84.0,3500.0,3900.0,230.566666667,4,intel-cpu-bx80646i54690
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/YyKhP6/intel-cpu-cm8067102056100,14.0,Intel,3.8GHz,,,Intel Core i7-6850K 3.6GHz 6-Core OEM/Tray Processor,3.6GHz,CM8067102056100,[652.96],LGA2011-3,140 Watts,140.0,3600.0,3800.0,652.96,6,intel-cpu-cm8067102056100
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 2MB,None,/product/4HFPxr/intel-cpu-bx80580q8300,45.0,Intel,,,Core 2 Quad Q8300,Intel Core 2 Quad Q8300 2.5GHz Quad-Core Processor,2.5GHz,BX80580Q8300,[159.9],LGA775,95 Watts,95.0,2500.0,0.0,159.9,4,intel-cpu-bx80580q8300
4,64-bit,No,Yes,Intel HD Graphics 2000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 256KB,1 x 6MB,/product/B3phP6/intel-cpu-bx80623i52400s,32.0,Intel,,,Core i5-2400S,Intel Core i5-2400S 2.5GHz Quad-Core Processor,2.5GHz,BX80623I52400S,[216.94],LGA1155,65 Watts,65.0,2500.0,0.0,216.94,4,intel-cpu-bx80623i52400s
2,64-bit,No,No,Radeon HD 8370D,CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/RFw323/amd-cpu-ad6300oka23hl,32.0,AMD,3.9GHz,,A4-6300,AMD A4-6300 3.7GHz Dual-Core OEM/Tray Processor,3.7GHz,AD6300OKA23HL,[],FM2,65 Watts,65.0,3700.0,3900.0,0.0,2,amd-cpu-ad6300oka23hl
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/6YMFf7/intel-cpu-bx80635e52620v2,22.0,Intel,2.6GHz,,Xeon E5-2620 V2,Intel Xeon E5-2620 V2 2.1GHz 6-Core Processor,2.1GHz,BX80635E52620V2,"[416.0, 417.98, 430.8, 445.66, 449.99]",LGA2011,80 Watts,80.0,2100.0,2600.0,432.086,6,intel-cpu-bx80635e52620v2
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/xKvRsY/intel-cpu-bx80621e52640,32.0,Intel,3.0GHz,,Xeon E5-2640,Intel Xeon E5-2640 2.5GHz 6-Core Processor,2.5GHz,BX80621E52640,"[326.16, 335.59, 847.99]",LGA2011,95 Watts,95.0,2500.0,3000.0,503.246666667,6,intel-cpu-bx80621e52640
4,64-bit,No,Yes,Intel HD Graphics 2500,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/x7xfrH/intel-cpu-bx80637i53450s,22.0,Intel,,,Core i5-3450S,Intel Core i5-3450S 2.8GHz Quad-Core Processor,2.8GHz,BX80637I53450S<br/>(or) BX806237I53450S,[172.95],LGA1155,65 Watts,65.0,2800.0,0.0,172.95,4,intel-cpu-bx80637i53450s
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/b3JwrH/intel-cpu-bx80557e6550,65.0,Intel,,,Core 2 Duo E6550,Intel Core 2 Duo E6550 2.33GHz Dual-Core Processor,2.33GHz,BX80557E6550,[129.95],LGA775,65 Watts,65.0,2330.0,0.0,129.95,2,intel-cpu-bx80557e6550
6,64-bit,No,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/qXs8TW/intel-cpu-cm8064401850800,22.0,Intel,,,Xeon E5-2609 V3,Intel Xeon E5-2609 V3 1.9GHz 6-Core OEM/Tray Processor,1.9GHz,CM8064401850800,"[271.68, 289.99, 330.34]",LGA2011-3,85 Watts,85.0,1900.0,0.0,297.336666667,6,intel-cpu-cm8064401850800
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/vX8Zxr/intel-cpu-bx80637i53350p,22.0,Intel,,,Core i5-3350P,Intel Core i5-3350P 3.1GHz Quad-Core Processor,3.1GHz,BX80637i53350P,"[225.0, 229.99]",LGA1155,69 Watts,69.0,3100.0,0.0,227.495,4,intel-cpu-bx80637i53350p
8,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,1 x 8MB,/product/kfrcCJ/amd-cpu-fd832ewmhkbox,32.0,AMD,4.0GHz,,FX-8320E,AMD FX-8320E 3.2GHz 8-Core Processor,3.2GHz,FD832EWMHKBOX,"[115.99, 115.99, 124.99, 129.99, 153.99]",AM3+,95 Watts,95.0,3200.0,4000.0,128.19,8,amd-cpu-fd832ewmhkbox
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/PNnG3C/intel-cpu-cm8064401832100,22.0,Intel,2.9GHz,,Xeon E5-2630L V3,Intel Xeon E5-2630L V3 1.8GHz 8-Core OEM/Tray Processor,1.8GHz,CM8064401832100,[589.99],LGA2011-3,55 Watts,55.0,1800.0,2900.0,589.99,8,intel-cpu-cm8064401832100
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/jVtCmG/intel-cpu-cm8064801548338,22.0,Intel,3.7GHz,64GB,Core i7-5930K,Intel Core i7-5930K 3.5GHz 6-Core OEM/Tray Processor,3.5GHz,CM8064801548338,[],LGA2011-3,140 Watts,140.0,3500.0,3700.0,0.0,6,intel-cpu-cm8064801548338
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,1 x 6MB,/product/pcsKHx/amd-cpu-hdz720wfgibox,45.0,AMD,,,Phenom II X3 720 Black,AMD Phenom II X3 720 Black 2.8GHz Triple-Core Processor,2.8GHz,HDZ720WFGIBOX,[163.02],AM3/AM2+,95 Watts,95.0,2800.0,0.0,163.02,3,amd-cpu-hdz720wfgibox
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/9gfp99/intel-cpu-hh80557ph0364m,65.0,Intel,,,Core 2 Duo E6320,Intel Core 2 Duo E6320 1.86GHz Dual-Core OEM/Tray Processor,1.86GHz,HH80557PH0364M,[],LGA775,65 Watts,65.0,1860.0,0.0,0.0,2,intel-cpu-hh80557ph0364m
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 6MB,None,/product/g9H323/intel-cpu-bx80570e8400,45.0,Intel,,,Core 2 Duo E8400,Intel Core 2 Duo E8400 3.0GHz Dual-Core Processor,3.0GHz,BX80570E8400,[199.99],LGA775,65 Watts,65.0,3000.0,0.0,199.99,2,intel-cpu-bx80570e8400
14,64-bit,Yes,No,No,CPU,14 x 32KB Instruction<br/>14 x 32KB Data,14 x 256KB,1 x 35MB,/product/tbtWGX/intel-cpu-cm8064401807100,22.0,Intel,3.6GHz,,Xeon E5-2697 V3,Intel Xeon E5-2697 V3 2.6GHz 14-Core OEM/Tray Processor,2.6GHz,CM8064401807100,[2529.99],LGA2011-3,145 Watts,145.0,2600.0,3600.0,2529.99,14,intel-cpu-cm8064401807100
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 3MB,None,/product/MzrG3C/intel-cpu-eu80580pj0606m,45.0,Intel,,,Core 2 Quad Q9300,Intel Core 2 Quad Q9300 2.5GHz Quad-Core OEM/Tray Processor,2.5GHz,EU80580PJ0606M,[],LGA775,95 Watts,95.0,2500.0,0.0,0.0,4,intel-cpu-eu80580pj0606m
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 10MB,/product/jtPfrH/intel-cpu-bx80635e52609v2,22.0,Intel,,,Xeon E5-2609 V2,Intel Xeon E5-2609 V2 2.5GHz Quad-Core Processor,2.5GHz,BX80635E52609V2,"[304.98, 608.55]",LGA2011,80 Watts,80.0,2500.0,0.0,456.765,4,intel-cpu-bx80635e52609v2
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 3MB,None,/product/GpvRsY/intel-cpu-bx80580q9300,45.0,Intel,,,Core 2 Quad Q9300,Intel Core 2 Quad Q9300 2.5GHz Quad-Core Processor,2.5GHz,BX80580Q9300,[],LGA775,95 Watts,95.0,2500.0,0.0,0.0,4,intel-cpu-bx80580q9300
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 6MB,None,/product/tvGkcf/intel-cpu-at80569pj080n,45.0,Intel,,,Core 2 Quad Q9650,Intel Core 2 Quad Q9650 3.0GHz Quad-Core OEM/Tray Processor,3.0GHz,AT80569PJ080N,[],LGA775,95 Watts,95.0,3000.0,0.0,0.0,4,intel-cpu-at80569pj080n
2,64-bit,Yes,Yes,Intel HD Graphics 530,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/hV7CmG/intel-cpu-bx80662i36100,14.0,Intel,,64GB,Core i3-6100,Intel Core i3-6100 3.7GHz Dual-Core Processor,3.7GHz,BX80662I36100,"[109.99, 117.49, 117.89, 118.68, 119.99, 119.99, 117.01]",LGA1151,51 Watts,51.0,3700.0,0.0,117.291428571,2,intel-cpu-bx80662i36100
4,64-bit,Yes,Yes,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/BRjG3C/intel-cpu-bx80646i74790,22.0,Intel,4.0GHz,,Core i7-4790,Intel Core i7-4790 3.6GHz Quad-Core Processor,3.6GHz,BX80646I74790,"[303.99, 304.99, 304.99, 309.99]",LGA1150,84 Watts,84.0,3600.0,4000.0,305.99,4,intel-cpu-bx80646i74790
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/TxphP6/intel-cpu-bx80623e31240,32.0,Intel,,,Xeon E3-1240,Intel Xeon E3-1240 3.3GHz Quad-Core Processor,3.3GHz,BX80623E31240,[],LGA1155,80 Watts,80.0,3300.0,0.0,0.0,4,intel-cpu-bx80623e31240
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/BwR48d/intel-cpu-bx80635e52650v2,22.0,Intel,3.4GHz,,Xeon E5-2650 V2,Intel Xeon E5-2650 V2 2.6GHz 8-Core Processor,2.6GHz,BX80635E52650V2,"[1246.42, 1249.0]",LGA2011,95 Watts,95.0,2600.0,3400.0,1247.71,8,intel-cpu-bx80635e52650v2
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 512KB,None,/product/VNV48d/intel-cpu-bx80557e1400,65.0,Intel,,,Celeron E1400,Intel Celeron E1400 2.0GHz Dual-Core Processor,2.0GHz,BX80557E1400,[60.0],LGA775,65 Watts,65.0,2000.0,0.0,60.0,2,intel-cpu-bx80557e1400
2,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,1 x 6MB,None,/product/R7bp99/intel-cpu-eu80570pj0876m,45.0,Intel,,,Core 2 Duo E8500,Intel Core 2 Duo E8500 3.16GHz Dual-Core OEM/Tray Processor,3.16GHz,EU80570PJ0876M,[61.99],LGA775,65 Watts,65.0,3160.0,0.0,61.99,2,intel-cpu-eu80570pj0876m
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 4MB,None,/product/Qmzv6h/intel-cpu-bx80562qx6800,65.0,Intel,,,Core 2 Extreme QX6800,Intel Core 2 Extreme QX6800 2.93GHz Quad-Core Processor,2.93GHz,BX80562QX6800,[998.95],LGA775,100 Watts,100.0,2930.0,0.0,998.95,4,intel-cpu-bx80562qx6800
4,64-bit,Yes,No,Intel HD Graphics P4000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,4 x 8MB,/product/br9KHx/intel-cpu-cm8063701098702,22.0,Intel,,,Xeon E3-1275 V2,Intel Xeon E3-1275 V2 3.5GHz Quad-Core OEM/Tray Processor,3.5GHz,CM8063701098702,[],LGA1155,77 Watts,77.0,3500.0,0.0,0.0,4,intel-cpu-cm8063701098702
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/ZMzv6h/intel-cpu-bx80637g2010,22.0,Intel,,,Pentium G2010,Intel Pentium G2010 2.8GHz Dual-Core Processor,2.8GHz,BX80637G2010,[],LGA1155,55 Watts,55.0,2800.0,0.0,0.0,2,intel-cpu-bx80637g2010
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 25MB,/product/CZn2FT/intel-cpu-cm8063501287304,22.0,Intel,4.0GHz,,Xeon E5-2667 V2,Intel Xeon E5-2667 V2 3.3GHz 8-Core OEM/Tray Processor,3.3GHz,CM8063501287304,[1899.99],LGA2011,130 Watts,130.0,3300.0,4000.0,1899.99,8,intel-cpu-cm8063501287304
2,64-bit,Yes,No,Intel HD Graphics 4600,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/HqYXsY/intel-cpu-cm8064601481958,22.0,Intel,,,Core i3-4360T,Intel Core i3-4360T 3.2GHz Dual-Core OEM/Tray Processor,3.2GHz,CM8064601481958,[],LGA1150,35 Watts,35.0,3200.0,0.0,0.0,2,intel-cpu-cm8064601481958
4,64-bit,No,No,Intel HD Graphics 530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/r3tWGX/intel-cpu-cm8066201920601,14.0,Intel,3.5GHz,64GB,Core i5-6600T,Intel Core i5-6600T 2.7GHz Quad-Core OEM/Tray Processor,2.7GHz,CM8066201920601,[],LGA1151,35 Watts,35.0,2700.0,3500.0,0.0,4,intel-cpu-cm8066201920601
2,64-bit,No,Yes,Radeon HD 8370D,CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/qT6BD3/amd-cpu-ad6300okhlbox,32.0,AMD,3.9GHz,,A4-6300,AMD A4-6300 3.7GHz Dual-Core Processor,3.7GHz,AD6300OKHLBOX,"[29.99, 31.99, 33.88, 33.99]",FM2,65 Watts,65.0,3700.0,3900.0,32.4625,2,amd-cpu-ad6300okhlbox
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/Hmzv6h/amd-cpu-adx425wfgibox,45.0,AMD,,,Athlon II X3 425,AMD Athlon II X3 425 2.7GHz Triple-Core Processor,2.7GHz,ADX425WFGIBOX,[103.04],AM3/AM2+,95 Watts,95.0,2700.0,0.0,103.04,3,amd-cpu-adx425wfgibox
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/VxvRsY/intel-cpu-bx80601965,45.0,Intel,,,Core i7 Extreme i7-965,Intel Core i7-965 Extreme Edition 3.2GHz Quad-Core Processor,3.2GHz,BX80601965,[],LGA1366,130 Watts,130.0,3200.0,0.0,0.0,4,intel-cpu-bx80601965
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 10MB,/product/yrNp99/intel-cpu-bx80621e52603,32.0,Intel,,,Xeon E5-2603,Intel Xeon E5-2603 1.8GHz Quad-Core Processor,1.8GHz,BX80621E52603,"[184.68, 202.99]",LGA2011,80 Watts,80.0,1800.0,0.0,193.835,4,intel-cpu-bx80621e52603
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/89xfrH/intel-cpu-cm8062101122501,32.0,Intel,3.8GHz,,Xeon E5-2690,Intel Xeon E5-2690 2.9GHz 8-Core OEM/Tray Processor,2.9GHz,CM8062101122501,[],LGA2011,135 Watts,135.0,2900.0,3800.0,0.0,8,intel-cpu-cm8062101122501
4,64-bit,Yes,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/nZZ2FT/intel-cpu-cm8066201921712,14.0,Intel,4.0GHz,64GB,Xeon E3-1270 V5,Intel Xeon E3-1270 V5 3.6GHz Quad-Core OEM/Tray Processor,3.6GHz,CM8066201921712,"[329.99, 369.99, 386.57]",LGA1151,80 Watts,80.0,3600.0,4000.0,362.183333333,4,intel-cpu-cm8066201921712
4,64-bit,No,Yes,Intel HD Graphics 2500,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/yXDwrH/intel-cpu-bx80637i53470s,22.0,Intel,,,Core i5-3470S,Intel Core i5-3470S 2.9GHz Quad-Core Processor,2.9GHz,BX80637I53470S,"[214.99, 330.79]",LGA1155,65 Watts,65.0,2900.0,0.0,272.89,4,intel-cpu-bx80637i53470s
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/MhXfrH/intel-cpu-bx80571e3300,45.0,Intel,,,Celeron E3300,Intel Celeron E3300 2.5GHz Dual-Core Processor,2.5GHz,BX80571E3300,"[71.2, 116.89]",LGA775,65 Watts,65.0,2500.0,0.0,94.045,2,intel-cpu-bx80571e3300
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/yMH323/intel-cpu-bx80557e4400,65.0,Intel,,,Core 2 Duo E4400,Intel Core 2 Duo E4400 2.0GHz Dual-Core Processor,2.0GHz,BX80557E4400,[],LGA775,65 Watts,65.0,2000.0,0.0,0.0,2,intel-cpu-bx80557e4400
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/P4TmP6/intel-cpu-bx80557e4500,65.0,Intel,,,Core 2 Duo E4500,Intel Core 2 Duo E4500 2.2GHz Dual-Core Processor,2.2GHz,BX80557E4500,[125.3],LGA775,65 Watts,65.0,2200.0,0.0,125.3,2,intel-cpu-bx80557e4500
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/PB3RsY/amd-cpu-adx455wfgmbox,45.0,AMD,,,Athlon II X3 455,AMD Athlon II X3 455 3.3GHz Triple-Core Processor,3.3GHz,ADX455WFGMBOX,[89.2],AM3/AM2+,95 Watts,95.0,3300.0,0.0,89.2,3,amd-cpu-adx455wfgmbox
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/zTvRsY/intel-cpu-bx80648i75930k,22.0,Intel,3.7GHz,64GB,Core i7-5930K,Intel Core i7-5930K 3.5GHz 6-Core Processor,3.5GHz,BX80648I75930K,"[565.99, 570.04, 570.99, 638.99]",LGA2011-3,140 Watts,140.0,3500.0,3700.0,586.5025,6,intel-cpu-bx80648i75930k
14,64-bit,Yes,No,No,CPU,14 x 32KB Instruction<br/>14 x 32KB Data,14 x 256KB,1 x 35MB,/product/gH98TW/intel-cpu-cm8064401438110,22.0,Intel,3.3GHz,,Xeon E5-2695 V3,Intel Xeon E5-2695 V3 2.3GHz 14-Core OEM/Tray Processor,2.3GHz,CM8064401438110,[],LGA2011-3,120 Watts,120.0,2300.0,3300.0,0.0,14,intel-cpu-cm8064401438110
12,64-bit,Yes,No,No,CPU,12 x 32KB Instruction<br/>12 x 32KB Data,12 x 256KB,1 x 30MB,/product/KRs8TW/intel-cpu-cm8064401684201,22.0,Intel,3.3GHz,,Xeon E5-2685 V3,Intel Xeon E5-2685 V3 2.6GHz 12-Core OEM/Tray Processor,2.6GHz,CM8064401684201,"[2209.99, 2597.58]",LGA2011-3,120 Watts,120.0,2600.0,3300.0,2403.785,12,intel-cpu-cm8064401684201
4,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 2MB,1 x 8MB,/product/YYxfrH/amd-cpu-fd4170frgubox,32.0,AMD,,,FX-4170,AMD FX-4170 4.2GHz Quad-Core Processor,4.2GHz,FD4170FRGUBOX,[],AM3+,125 Watts,125.0,4200.0,0.0,0.0,4,amd-cpu-fd4170frgubox
2,64-bit,Yes,Yes,Intel HD Graphics 2500,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/yYsKHx/intel-cpu-bx80637i33220t,22.0,Intel,,,Core i3-3220T,Intel Core i3-3220T 2.8GHz Dual-Core Processor,2.8GHz,BX80637i33220T,[],LGA1155,35 Watts,35.0,2800.0,0.0,0.0,2,intel-cpu-bx80637i33220t
4,64-bit,No,No,Iris Pro Graphics 6200,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 4MB,/product/TRkwrH/intel-cpu-cm8065802483201,14.0,Intel,3.6GHz,,Core i5-5675C,Intel Core i5-5675C 3.1GHz Quad-Core OEM/Tray Processor,3.1GHz,CM8065802483201,[],LGA1150,65 Watts,65.0,3100.0,3600.0,0.0,4,intel-cpu-cm8065802483201
2,64-bit,No,No,Intel HD Graphics 530,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/BNqbt6/intel-cpu-cm8066201927319,14.0,Intel,,64GB,Pentium G4500,Intel Pentium G4500 3.5GHz Dual-Core OEM/Tray Processor,3.5GHz,CM8066201927319,[],LGA1151,51 Watts,51.0,3500.0,0.0,0.0,2,intel-cpu-cm8066201927319
2,64-bit,Yes,No,Intel HD Graphics 4400,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/hvLypg/intel-cpu-cm8064601483535,22.0,Intel,,,Core i3-4160T,Intel Core i3-4160T 3.1GHz Dual-Core OEM/Tray Processor,3.1GHz,CM8064601483535,[],LGA1150,35 Watts,35.0,3100.0,0.0,0.0,2,intel-cpu-cm8064601483535
10,64-bit,Yes,No,No,CPU,10 x 32KB Instruction<br/>10 x 32KB Data,10 x 256KB,1 x 25MB,/product/3WMFf7/intel-cpu-cm8063501287602,22.0,Intel,2.1GHz,,Xeon E5-2650L V2,Intel Xeon E5-2650L V2 1.7GHz 10-Core OEM/Tray Processor,1.7GHz,CM8063501287602,"[1234.99, 1269.99]",LGA2011,70 Watts,70.0,1700.0,2100.0,1252.49,10,intel-cpu-cm8063501287602
4,64-bit,No,Yes,Radeon HD 6530D,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 1MB,None,/product/QG8Zxr/amd-cpu-ad3670wngxbox,32.0,AMD,,,A6-3670K,AMD A6-3670K 2.7GHz Quad-Core Processor,2.7GHz,AD3670WNGXBOX,[],FM1,100 Watts,100.0,2700.0,0.0,0.0,4,amd-cpu-ad3670wngxbox
