CAS Latency,Color,ECC,Heat Spreader,Kind,Link,Manufacturer,Model,Name,Part #,Price/GB,Prices,Registered,Size,Speed,Timing,Type,Voltage,avg,short_link,CAS,ppgb,is_ddr4,ddr3_speed,ddr4_speed,ddr_speed,dimm,size_gb,mod_count,mod_size,voltage
9,Green,No,No,Memory,/product/r3PfrH/corsair-memory-cmv8gx3m2a1600c11,Corsair,,Corsair 8GB (2 x 4GB) DDR3-1600 Memory,CMV8GX3M2A1600C11,$6.87,"[53.99, 60.51, 69.99]",No,8GB (2 x 4GB),DDR3-1600,9-9-9-24,240-pin DIMM,1.5V,61.4966666667,corsair-memory-cmv8gx3m2a1600c11,9,6.87,False,1600.0,,1600,240,8.0,2.0,4.0,1.5
11,Black/Silver,No,Yes,Memory,/product/BYsKHx/patriot-memory-pv38g213c1k,Patriot,,Patriot Viper 3 8GB (2 x 4GB) DDR3-2133 Memory,PV38G213C1K,$6.62,[52.99],No,8GB (2 x 4GB),DDR3-2133,,240-pin DIMM,1.5V,52.99,patriot-memory-pv38g213c1k,11,6.62,False,2133.0,,2133,240,8.0,2.0,4.0,1.5
15,Black/White,No,Yes,Memory,/product/JXvZxr/kingston-memory-hx426c15fbk28,Kingston,,Kingston FURY 8GB (2 x 4GB) DDR4-2666 Memory,HX426C15FBK2/8,$8.12,"[64.99, 64.99, 84.99, 148.99]",No,8GB (2 x 4GB),DDR4-2666,,288-pin DIMM,1.2V,90.99,kingston-memory-hx426c15fbk28,15,8.12,True,,2666.0,2666,288,8.0,2.0,4.0,1.2
10,Red/Silver,No,Yes,Memory,/product/LqK7YJ/kingston-memory-hx316c10frk216,Kingston,,Kingston HyperX Fury Red 16GB (2 x 8GB) DDR3-1600 Memory,HX316C10FRK2/16,$6.78,"[108.49, 111.9, 119.99, 136.99]",No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,119.3425,kingston-memory-hx316c10frk216,10,6.78,False,1600.0,,1600,240,16.0,2.0,8.0,1.5
10,Black/Blue,No,Yes,Memory,/product/Wjp323/pny-memory-md16gk4d3213310abz,PNY,,PNY Anarchy 16GB (4 x 4GB) DDR3-2133 Memory,MD16GK4D3213310AB-Z,,[],No,16GB (4 x 4GB),DDR3-2133,,240-pin DIMM,1.6V,0.0,pny-memory-md16gk4d3213310abz,10,0.0,False,2133.0,,2133,240,16.0,4.0,4.0,1.6
18,Red/Silver,No,Yes,Memory,/product/7QDzK8/panram-memory-pud43600c184g2njr,Panram,,Panram Ninja-V 8GB (2 x 4GB) DDR4-3600 Memory,PUD43600C184G2NJR,,[],No,8GB (2 x 4GB),DDR4-3600,,288-pin DIMM,1.35V,0.0,panram-memory-pud43600c184g2njr,18,0.0,True,,3600.0,3600,288,8.0,2.0,4.0,1.35
5,Green,No,No,Memory,/product/4GZQzy/kingston-memory-kvr667d2k2so2gr,Kingston,,Kingston ValueRAM 2GB (2 x 1GB) DDR2-667 Memory,KVR667D2K2SO/2GR,$19.04,[30.02],No,2GB (2 x 1GB),DDR2-667,,200-pin SODIMM,1.8V,30.02,kingston-memory-kvr667d2k2so2gr,5,19.04,False,,,667,200,2.0,2.0,1.0,1.8
10,Black/Red,No,Yes,Memory,/product/yZfmP6/pny-memory-md16gk4d3186610arz,PNY,,PNY Anarchy 16GB (4 x 4GB) DDR3-1866 Memory,MD16GK4D3186610AR-Z,,[],No,16GB (4 x 4GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,pny-memory-md16gk4d3186610arz,10,0.0,False,1866.0,,1866,240,16.0,4.0,4.0,1.5
15,Black/Blue,No,Yes,Memory,/product/dtp323/pny-memory-md16gk4d4266615axb,PNY,,PNY Anarchy X 16GB (4 x 4GB) DDR4-2666 Memory,MD16GK4D4266615AXB,,[],No,16GB (4 x 4GB),DDR4-2666,,288-pin DIMM,1.2V,0.0,pny-memory-md16gk4d4266615axb,15,0.0,True,,2666.0,2666,288,16.0,4.0,4.0,1.2
15,Black/Red,No,Yes,Memory,/product/PhgPxr/pny-memory-md8gk2d4240015ar,PNY,,PNY Anarchy 8GB (2 x 4GB) DDR4-2400 Memory,MD8GK2D4240015AR,,[],No,8GB (2 x 4GB),DDR4-2400,,288-pin DIMM,1.2V,0.0,pny-memory-md8gk2d4240015ar,15,0.0,True,,2400.0,2400,288,8.0,2.0,4.0,1.2
12,Black/Red,No,Yes,Memory,/product/F3tWGX/pny-memory-md16gk4d3266612axrz,PNY,,PNY Anarchy X 16GB (4 x 4GB) DDR3-2666 Memory,MD16GK4D3266612AXR-Z,,[],No,16GB (4 x 4GB),DDR3-2666,,240-pin DIMM,1.65V,0.0,pny-memory-md16gk4d3266612axrz,12,0.0,False,2666.0,,2666,240,16.0,4.0,4.0,1.65
12,Black/Red,No,Yes,Memory,/product/VHBrxr/pny-memory-md16gk4d3280012axrz,PNY,,PNY Anarchy X 16GB (4 x 4GB) DDR3-2800 Memory,MD16GK4D3280012AXR-Z,,[],No,16GB (4 x 4GB),DDR3-2800,,240-pin DIMM,1.65V,0.0,pny-memory-md16gk4d3280012axrz,12,0.0,False,2800.0,,2800,240,16.0,4.0,4.0,1.65
10,Black/Red,No,Yes,Memory,/product/mBZ2FT/pny-memory-md32gk4d3213310ar,PNY,,PNY Anarchy 32GB (4 x 8GB) DDR3-2133 Memory,MD32GK4D3213310AR,,[],No,32GB (4 x 8GB),DDR3-2133,,240-pin DIMM,1.6V,0.0,pny-memory-md32gk4d3213310ar,10,0.0,False,2133.0,,2133,240,32.0,4.0,8.0,1.6
15,Black/Red,No,Yes,Memory,/product/bf98TW/gskill-memory-f42666c15d16gvr,G.Skill,,G.Skill Ripjaws V Series 16GB (2 x 8GB) DDR4-2666 Memory,F4-2666C15D-16GVR,$6.18,"[98.83, 98.93, 101.97, 104.99]",No,16GB (2 x 8GB),DDR4-2666,,288-pin DIMM,1.2V,101.18,gskill-memory-f42666c15d16gvr,15,6.18,True,,2666.0,2666,288,16.0,2.0,8.0,1.2
9,Black/Blue,No,Yes,Memory,/product/RMtCmG/patriot-memory-pv7312g1333elk,Patriot,,Patriot Viper II Sector 7 Edition 12GB (3 x 4GB) DDR3-1333 Memory,PV7312G1333ELK,,[],No,12GB (3 x 4GB),DDR3-1333,,240-pin DIMM,1.65V,0.0,patriot-memory-pv7312g1333elk,9,0.0,False,1333.0,,1333,240,12.0,3.0,4.0,1.65
15,Black/Silver,No,Yes,Memory,/product/NDx9TW/corsair-memory-cmd16gx4m4b3666c18,Corsair,,Corsair Dominator Platinum 16GB (4 x 4GB) DDR4-3666 Memory,CMD16GX4M4B3666C18,$40.31,[644.99],No,16GB (4 x 4GB),DDR4-3666,15-15-15-36,288-pin DIMM,1.35V,644.99,corsair-memory-cmd16gx4m4b3666c18,15,40.31,True,,3666.0,3666,288,16.0,4.0,4.0,1.35
15,Black/Green,No,No,Memory,/product/XZfmP6/mushkin-memory-992183,Mushkin,,Mushkin Essentials 8GB (1 x 8GB) DDR4-2133 Memory,992183,$6.50,"[51.98, 68.99]",No,8GB (1 x 8GB),DDR4-2133,,288-pin DIMM,1.2V,60.485,mushkin-memory-992183,15,6.5,True,,2133.0,2133,288,8.0,1.0,8.0,1.2
9,Black/Silver,No,Yes,Memory,/product/9XrG3C/patriot-memory-px538g2000elk,Patriot,,Patriot Viper Xtreme 8GB (2 x 4GB) DDR3-2000 Memory,PX538G2000ELK,,[],No,8GB (2 x 4GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,patriot-memory-px538g2000elk,9,0.0,False,2000.0,,2000,240,8.0,2.0,4.0,1.65
16,Black/Silver,No,Yes,Memory,/product/gCzZxr/panram-memory-pud42666c168g2njr,Panram,,Panram Ninja-V 16GB (2 x 8GB) DDR4-2666 Memory,PUD42666C168G2NJR,,[],No,16GB (2 x 8GB),DDR4-2666,,288-pin DIMM,1.2V,0.0,panram-memory-pud42666c168g2njr,16,0.0,True,,2666.0,2666,288,16.0,2.0,8.0,1.2
8,Black/Silver,No,Yes,Memory,/product/kYcMnQ/crucial-memory-blt3kit4g3d1608dt2tx,Crucial,,Crucial Ballistix Tactical Tracer 12GB (3 x 4GB) DDR3-1600 Memory,BLT3KIT4G3D1608DT2TX,$9.17,[109.99],No,12GB (3 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,109.99,crucial-memory-blt3kit4g3d1608dt2tx,8,9.17,False,1600.0,,1600,240,12.0,3.0,4.0,1.5
8,Black/Silver,No,Yes,Memory,/product/rKH48d/crucial-memory-blt2kit4g3d1608dt2tx,Crucial,,Crucial Ballistix Tactical Tracer 8GB (2 x 4GB) DDR3-1600 Memory,BLT2KIT4G3D1608DT2TX,$12.49,[99.95],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,99.95,crucial-memory-blt2kit4g3d1608dt2tx,8,12.49,False,1600.0,,1600,240,8.0,2.0,4.0,1.5
9,Red,No,Yes,Memory,/product/nVkD4D/mushkin-memory-997105,Mushkin,,Mushkin Redline 16GB (2 x 8GB) DDR3-1866 Memory,997105,,[],No,16GB (2 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,mushkin-memory-997105,9,0.0,False,1866.0,,1866,240,16.0,2.0,8.0,1.5
10,Gray/Silver,No,Yes,Memory,/product/wQrG3C/kingston-memory-khx16lc10x3k216x,Kingston,,Kingston LV XMP 10th Anniversary Series 16GB (2 x 8GB) DDR3-1600 Memory,KHX16LC10X3K2/16X,,[],No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.35V,0.0,kingston-memory-khx16lc10x3k216x,10,0.0,False,1600.0,,1600,240,16.0,2.0,8.0,1.35
9,Red,No,Yes,Memory,/product/rnkD4D/mushkin-memory-997119,Mushkin,,Mushkin Redline 16GB (2 x 8GB) DDR3-1866 Memory,997119,,[],No,16GB (2 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,mushkin-memory-997119,9,0.0,False,1866.0,,1866,240,16.0,2.0,8.0,1.5
15,Black/Silver,No,Yes,Memory,/product/JrDzK8/kingston-memory-hx424c15fbk464,Kingston,,Kingston FURY 64GB (4 x 16GB) DDR4-2400 Memory,HX424C15FBK4/64,$7.14,"[448.99, 498.99, 543.99]",No,64GB (4 x 16GB),DDR4-2400,,288-pin DIMM,1.2V,497.323333333,kingston-memory-hx424c15fbk464,15,7.14,True,,2400.0,2400,288,64.0,4.0,16.0,1.2
13,Black/Green,Yes,No,Memory,/product/g87wrH/mushkin-memory-977136a,Mushkin,,Mushkin 16GB (2 x 8GB) DDR3-1866 Memory,977136A,,[],No,16GB (2 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,mushkin-memory-977136a,13,0.0,False,1866.0,,1866,240,16.0,2.0,8.0,1.5
13,Black/Green,Yes,No,Memory,/product/vcqbt6/kingston-memory-kvr18r13s8l4,Kingston,,Kingston 4GB (1 x 4GB) Registered DDR3-1866 Memory,KVR18R13S8L/4,,[],Yes,4GB (1 x 4GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,kingston-memory-kvr18r13s8l4,13,0.0,False,1866.0,,1866,240,4.0,1.0,4.0,1.5
10,Black/Red,No,Yes,Memory,/product/ynxfrH/amd-memory-ap38g1860u2k,AMD,,AMD Performance Edition 8GB (2 x 4GB) DDR3-1866 Memory,AP38G1860U2K,,[],No,8GB (2 x 4GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,amd-memory-ap38g1860u2k,10,0.0,False,1866.0,,1866,240,8.0,2.0,4.0,1.5
9,Green,No,No,Memory,/product/f3DwrH/gskill-memory-f310600cl9s2gbnt,G.Skill,,G.Skill 2GB (1 x 2GB) DDR3-1333 Memory,F3-10600CL9S-2GBNT,,[],No,2GB (1 x 2GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,gskill-memory-f310600cl9s2gbnt,9,0.0,False,1333.0,,1333,240,2.0,1.0,2.0,1.5
10,Green/Silver,No,Yes,Memory,/product/ZdmxFT/avexir-memory-avd3u16001008g2bz1g,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-1600 Memory,AVD3U16001008G-2BZ1G,,[],No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,avexir-memory-avd3u16001008g2bz1g,10,0.0,False,1600.0,,1600,240,16.0,2.0,8.0,1.5
10,Red/Silver,No,Yes,Memory,/product/4k648d/avexir-memory-avd3u24001008g2bz1g,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-2400 Memory,AVD3U24001008G-2BZ1G,,[],No,16GB (2 x 8GB),DDR3-2400,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u24001008g2bz1g,10,0.0,False,2400.0,,2400,240,16.0,2.0,8.0,1.65
9,Green/Silver,No,Yes,Memory,/product/f4nG3C/avexir-memory-avd3u18660904g2bz1g,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-1866 Memory,AVD3U18660904G-2BZ1G,,[],No,8GB (2 x 4GB),DDR3-1866,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u18660904g2bz1g,9,0.0,False,1866.0,,1866,240,8.0,2.0,4.0,1.65
9,Green/Silver,No,Yes,Memory,/product/N7Trxr/avexir-memory-avd3u20000908g2bz1g,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-2000 Memory,AVD3U20000908G-2BZ1G,,[],No,16GB (2 x 8GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u20000908g2bz1g,9,0.0,False,2000.0,,2000,240,16.0,2.0,8.0,1.65
9,Black/White,No,Yes,Memory,/product/Lx648d/avexir-memory-avd3u20000904g2bz1s,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-2000 Memory,AVD3U20000904G-2BZ1S,,[],No,8GB (2 x 4GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u20000904g2bz1s,9,0.0,False,2000.0,,2000,240,8.0,2.0,4.0,1.65
9,Green/Silver,No,Yes,Memory,/product/GMcMnQ/avexir-memory-avd3u18660908g2bz1g,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-1866 Memory,AVD3U18660908G-2BZ1G,,[],No,16GB (2 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,avexir-memory-avd3u18660908g2bz1g,9,0.0,False,1866.0,,1866,240,16.0,2.0,8.0,1.5
11,Green,No,No,Memory,/product/pMjG3C/crucial-memory-ct2kit102464ba160b,Crucial,,Crucial 16GB (2 x 8GB) DDR3-1600 Memory,CT2KIT102464BA160B,,[],No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,crucial-memory-ct2kit102464ba160b,11,0.0,False,1600.0,,1600,240,16.0,2.0,8.0,1.5
9,Red/Silver,No,Yes,Memory,/product/Mx648d/avexir-memory-avd3u20000904g2bz1g,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-2000 Memory,AVD3U20000904G-2BZ1G,,[],No,8GB (2 x 4GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u20000904g2bz1g,9,0.0,False,2000.0,,2000,240,8.0,2.0,4.0,1.65
9,Green/Silver,No,Yes,Memory,/product/crVBD3/avexir-memory-avd3u16000904g2bz1g,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-1600 Memory,AVD3U16000904G-2BZ1G,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,avexir-memory-avd3u16000904g2bz1g,9,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.5
9,Black/White,No,Yes,Memory,/product/sf98TW/avexir-memory-avd3u20000908g2bz1s,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-2000 Memory,AVD3U20000908G-2BZ1S,,[],No,16GB (2 x 8GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u20000908g2bz1s,9,0.0,False,2000.0,,2000,240,16.0,2.0,8.0,1.65
10,Black/White,No,Yes,Memory,/product/PDx9TW/avexir-memory-avd3u16001008g2bz1s,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-1600 Memory,AVD3U16001008G-2BZ1S,,[],No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,avexir-memory-avd3u16001008g2bz1s,10,0.0,False,1600.0,,1600,240,16.0,2.0,8.0,1.5
9,Black/White,No,Yes,Memory,/product/vFGj4D/avexir-memory-avd3u16000904g2bz1s,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-1600 Memory,AVD3U16000904G-2BZ1S,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,avexir-memory-avd3u16000904g2bz1s,9,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.5
9,Black/Red,No,Yes,Memory,/product/XBZ2FT/avexir-memory-avd3u20000908g2bz1,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-2000 Memory,AVD3U20000908G-2BZ1,,[],No,16GB (2 x 8GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u20000908g2bz1,9,0.0,False,2000.0,,2000,240,16.0,2.0,8.0,1.65
9,Black/Red,No,Yes,Memory,/product/hrVBD3/avexir-memory-avd3u20000904g2bz1,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-2000 Memory,AVD3U20000904G-2BZ1,,[],No,8GB (2 x 4GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u20000904g2bz1,9,0.0,False,2000.0,,2000,240,8.0,2.0,4.0,1.65
9,Black/White,No,Yes,Memory,/product/Hjp323/avexir-memory-avd3u21330904g2bz1sw,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-2133 Memory,AVD3U21330904G-2BZ1SW,,[],No,8GB (2 x 4GB),DDR3-2133,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u21330904g2bz1sw,9,0.0,False,2133.0,,2133,240,8.0,2.0,4.0,1.65
9,Green/Silver,No,Yes,Memory,/product/pn7CmG/avexir-memory-avd3u20000904g2bz1gbg1,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-2000 Memory,AVD3U20000904G-2BZ1GBG1,,[],No,8GB (2 x 4GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u20000904g2bz1gbg1,9,0.0,False,2000.0,,2000,240,8.0,2.0,4.0,1.65
11,Gold,No,Yes,Memory,/product/F9Trxr/team-memory-tlyd316g2133hc11adc0,Team,,Team Vulcan GOLD 16GB (2 x 8GB) DDR3-2133 Memory,TLYD316G2133HC11ADC0,,[],No,16GB (2 x 8GB),DDR3-2133,,240-pin DIMM,1.65V,0.0,team-memory-tlyd316g2133hc11adc0,11,0.0,False,2133.0,,2133,240,16.0,2.0,8.0,1.65
11,Black,No,No,Memory,/product/Z238TW/team-memory-ted38g1600c1101,Team,,Team Elite 8GB (1 x 8GB) DDR3-1600 Memory,TED38G1600C1101,$5.87,[45.99],No,8GB (1 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,45.99,team-memory-ted38g1600c1101,11,5.87,False,1600.0,,1600,240,8.0,1.0,8.0,1.5
11,,No,No,Memory,/product/VNdqqs/amd-memory-ae316g1601s2kug,AMD,,AMD Entertainment Edition 16GB (2 x 8GB) DDR3-1600 Memory,AE316G1601S2K-UG,,[],No,16GB (2 x 8GB),DDR3-1600,,204-pin SODIMM,1.5V,0.0,amd-memory-ae316g1601s2kug,11,0.0,False,1600.0,,1600,204,16.0,2.0,8.0,1.5
9,Green/Silver,No,No,Memory,/product/mtzv6h/kingston-memory-khx16ls9p1k28,Kingston,,Kingston HyperX 8GB (2 x 4GB) DDR3-1600 Memory,KHX16LS9P1K2/8,,[],No,8GB (2 x 4GB),DDR3-1600,,204-pin SODIMM,1.35V,0.0,kingston-memory-khx16ls9p1k28,9,0.0,False,1600.0,,1600,204,8.0,2.0,4.0,1.35
11,Black/Silver,No,Yes,Memory,/product/Bcw323/patriot-memory-pxd38g2400c11k,Patriot,,"Patriot Viper Xtreme Series, Division 2  8GB (2 x 4GB) DDR3-2400 Memory",PXD38G2400C11K,,[],No,8GB (2 x 4GB),DDR3-2400,,240-pin DIMM,1.65V,0.0,patriot-memory-pxd38g2400c11k,11,0.0,False,2400.0,,2400,240,8.0,2.0,4.0,1.65
9,Green,No,No,Memory,/product/z37wrH/geil-memory-gs34gb1333c9sc,GeIL,,GeIL 4GB (1 x 4GB) DDR3-1333 Memory,GS34GB1333C9SC,,[],No,4GB (1 x 4GB),DDR3-1333,,204-pin SODIMM,1.5V,0.0,geil-memory-gs34gb1333c9sc,9,0.0,False,1333.0,,1333,204,4.0,1.0,4.0,1.5
7,Black/Blue,No,No,Memory,/product/FbFPxr/mushkin-memory-976643a,Mushkin,,Mushkin 4GB (2 x 2GB) DDR3-1066 Memory,976643A,$7.82,"[31.27, 27.49]",No,4GB (2 x 2GB),DDR3-1066,,204-pin SODIMM,1.5V,29.38,mushkin-memory-976643a,7,7.82,False,1066.0,,1066,204,4.0,2.0,2.0,1.5
8,Black/Silver,No,Yes,Memory,/product/CLR48d/ocz-memory-ocz3rpx1600lv4gk,OCZ,,OCZ Reaper X 4GB (2 x 2GB) DDR3-1600 Memory,OCZ3RPX1600LV4GK,,[],No,4GB (2 x 2GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,ocz-memory-ocz3rpx1600lv4gk,8,0.0,False,1600.0,,1600,240,4.0,2.0,2.0,1.65
8,Red,No,Yes,Memory,/product/JL3RsY/mushkin-memory-994102,Mushkin,,Mushkin Redline 32GB (4 x 8GB) DDR3-1600 Memory,994102,,[],No,32GB (4 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,mushkin-memory-994102,8,0.0,False,1600.0,,1600,240,32.0,4.0,8.0,1.5
10,Red/Silver,No,Yes,Memory,/product/9ZfmP6/avexir-memory-avd3u16001008g2bz1gbg1g,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-1600 Memory,AVD3U16001008G-2BZ1GBG1G,,[],No,16GB (2 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,avexir-memory-avd3u16001008g2bz1gbg1g,10,0.0,False,1600.0,,1600,240,16.0,2.0,8.0,1.5
9,Red/Silver,No,Yes,Memory,/product/7Jbkcf/avexir-memory-avd3u18660904g2bz1gbg1g,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-1866 Memory,AVD3U18660904G-2BZ1GBG1G,,[],No,8GB (2 x 4GB),DDR3-1866,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u18660904g2bz1gbg1g,9,0.0,False,1866.0,,1866,240,8.0,2.0,4.0,1.65
9,Red/Silver,No,Yes,Memory,/product/VQqbt6/avexir-memory-avd3u18660908g2bz1gbg1g,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-1866 Memory,AVD3U18660908G-2BZ1GBG1G,,[],No,16GB (2 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,avexir-memory-avd3u18660908g2bz1gbg1g,9,0.0,False,1866.0,,1866,240,16.0,2.0,8.0,1.5
15,Black/Green,No,No,Memory,/product/hzfmP6/kingston-memory-kcp421ns88,Kingston,,Kingston 8GB (1 x 8GB) DDR4-2133 Memory,KCP421NS8/8,$7.37,"[58.99, 58.99]",No,8GB (1 x 8GB),DDR4-2133,,288-pin DIMM,1.2V,58.99,kingston-memory-kcp421ns88,15,7.37,True,,2133.0,2133,288,8.0,1.0,8.0,1.2
9,Black/White,No,Yes,Memory,/product/mhgPxr/avexir-memory-avd3u18660904g2bz1sw,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-1866 Memory,AVD3U18660904G-2BZ1SW,,[],No,8GB (2 x 4GB),DDR3-1866,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u18660904g2bz1sw,9,0.0,False,1866.0,,1866,240,8.0,2.0,4.0,1.65
9,Green/Silver,No,Yes,Memory,/product/83tWGX/avexir-memory-avd3u21330904g2bz1gbg1,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-2133 Memory,AVD3U21330904G-2BZ1GBG1,,[],No,8GB (2 x 4GB),DDR3-2133,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u21330904g2bz1gbg1,9,0.0,False,2133.0,,2133,240,8.0,2.0,4.0,1.65
9,Black/White,No,Yes,Memory,/product/xK4NnQ/avexir-memory-avd3u18660908g2bz1sw,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-1866 Memory,AVD3U18660908G-2BZ1SW,,[],No,16GB (2 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,avexir-memory-avd3u18660908g2bz1sw,9,0.0,False,1866.0,,1866,240,16.0,2.0,8.0,1.5
9,Black/White,No,Yes,Memory,/product/rBZ2FT/avexir-memory-avd3u21330908g2bz1sw,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-2133 Memory,AVD3U21330908G-2BZ1SW,,[],No,16GB (2 x 8GB),DDR3-2133,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u21330908g2bz1sw,9,0.0,False,2133.0,,2133,240,16.0,2.0,8.0,1.65
9,Red/Silver,No,Yes,Memory,/product/2McMnQ/avexir-memory-avd3u20000908g2bz1gbg1g,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-2000 Memory,AVD3U20000908G-2BZ1GBG1G,,[],No,16GB (2 x 8GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u20000908g2bz1gbg1g,9,0.0,False,2000.0,,2000,240,16.0,2.0,8.0,1.65
9,Green/Silver,No,Yes,Memory,/product/bQqbt6/avexir-memory-avd3u21330908g2bz1gbg1,Avexir,,Avexir Blitz1.1 16GB (2 x 8GB) DDR3-2133 Memory,AVD3U21330908G-2BZ1GBG1,,[],No,16GB (2 x 8GB),DDR3-2133,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u21330908g2bz1gbg1,9,0.0,False,2133.0,,2133,240,16.0,2.0,8.0,1.65
10,Red/Silver,No,Yes,Memory,/product/WTCrxr/avexir-memory-avd3u24001004g2bz1gbg1g,Avexir,,Avexir Blitz1.1 8GB (2 x 4GB) DDR3-2400 Memory,AVD3U24001004G-2BZ1GBG1G,,[],No,8GB (2 x 4GB),DDR3-2400,,240-pin DIMM,1.65V,0.0,avexir-memory-avd3u24001004g2bz1gbg1g,10,0.0,False,2400.0,,2400,240,8.0,2.0,4.0,1.65
9,Red,No,Yes,Memory,/product/FYcMnQ/mushkin-memory-994170r,Mushkin,,Mushkin Redline 32GB (4 x 8GB) DDR3-2133 Memory,994170R,,[],No,32GB (4 x 8GB),DDR3-2133,,240-pin DIMM,1.6V,0.0,mushkin-memory-994170r,9,0.0,False,2133.0,,2133,240,32.0,4.0,8.0,1.6
9,,No,No,Memory,/product/TMR48d/wintec-memory-3vh13339s88gk,Wintec,,Wintec Value 8GB (2 x 4GB) DDR3-1333 Memory,3VH13339S8-8GK,$6.50,[51.99],No,8GB (2 x 4GB),DDR3-1333,,204-pin SODIMM,1.5V,51.99,wintec-memory-3vh13339s88gk,9,6.5,False,1333.0,,1333,204,8.0,2.0,4.0,1.5
11,Black/Red,No,Yes,Memory,/product/db4gXL/amd-memory-r5316g1601s2lk,AMD,,AMD R5 Entertainment Series 16GB (2 x 8GB) DDR3-1600 Memory,R5316G1601S2LK,$10.90,[174.41],No,16GB (2 x 8GB),DDR3-1600,,204-pin SODIMM,1.35V,174.41,amd-memory-r5316g1601s2lk,11,10.9,False,1600.0,,1600,204,16.0,2.0,8.0,1.35
