CAS Latency,Color,ECC,Heat Spreader,Kind,Link,Manufacturer,Model,Name,Part #,Price/GB,Prices,Registered,Size,Speed,Timing,Type,Voltage,avg,short_link,CAS,ppgb,is_ddr4,ddr3_speed,ddr4_speed,ddr_speed,dimm,size_gb,mod_count,mod_size,voltage
9,Black/Red,No,Yes,Memory,/product/vBK7YJ/corsair-memory-cmz16gx3m2a1866c10r,Corsair,,Corsair Vengeance 16GB (2 x 8GB) DDR3-1866 Memory,CMZ16GX3M2A1866C10R,$6.43,"[102.88, 103.52, 112.99, 139.99, 161.09]",No,16GB (2 x 8GB),DDR3-1866,9-9-9-24,240-pin DIMM,1.5V,124.094,corsair-memory-cmz16gx3m2a1866c10r,9,6.43,False,1866.0,,1866,240,16.0,2.0,8.0,1.5
17,Black/Green,No,No,Memory,/product/kBZ2FT/patriot-memory-psd48g24002h,Patriot,,Patriot Signature Line 8GB (1 x 8GB) DDR4-2400 Memory,PSD48G24002H,$11.37,[90.99],No,8GB (1 x 8GB),DDR4-2400,,288-pin DIMM,1.2V,90.99,patriot-memory-psd48g24002h,17,11.37,True,,2400.0,2400,288,8.0,1.0,8.0,1.2
12,Black/Silver,No,Yes,Memory,/product/KCL7YJ/mushkin-memory-997197t,Mushkin,,Mushkin Blackline 16GB (2 x 8GB) DDR4-2133 Memory,997197T,,[],No,16GB (2 x 8GB),DDR4-2133,,288-pin DIMM,1.2V,0.0,mushkin-memory-997197t,12,0.0,True,,2133.0,2133,288,16.0,2.0,8.0,1.2
9,Blue/Silver,No,Yes,Memory,/product/TvxfrH/kingston-memory-khx1600c9ad3k24g,Kingston,,Kingston HyperX 4GB (2 x 2GB) DDR3-1600 Memory,KHX1600C9AD3K2/4G,,[],No,4GB (2 x 2GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,kingston-memory-khx1600c9ad3k24g,9,0.0,False,1600.0,,1600,240,4.0,2.0,2.0,1.65
11,Green,Yes,No,Memory,/product/84K7YJ/kingston-memory-kvr16r11d416ha,Kingston,,Kingston 16GB (1 x 16GB) Registered DDR3-1600 Memory,KVR16R11D4/16HA,$9.41,[150.49],Yes,16GB (1 x 16GB),DDR3-1600,,240-pin DIMM,1.5V,150.49,kingston-memory-kvr16r11d416ha,11,9.41,False,1600.0,,1600,240,16.0,1.0,16.0,1.5
9,Black/Red,No,Yes,Memory,/product/W4fp99/gskill-memory-f316000cl9d4gbrhd,G.Skill,,G.Skill Ripjaws+ Turbulence II Series 4GB (2 x 2GB) DDR3-2000 Memory,F3-16000CL9D-4GBRHD,,[],No,4GB (2 x 2GB),DDR3-2000,,240-pin DIMM,1.6V,0.0,gskill-memory-f316000cl9d4gbrhd,9,0.0,False,2000.0,,2000,240,4.0,2.0,2.0,1.6
9,Red,No,Yes,Memory,/product/THXfrH/mushkin-memory-994104,Mushkin,,Mushkin Redline 32GB (4 x 8GB) DDR3-1866 Memory,994104,,[],No,32GB (4 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,mushkin-memory-994104,9,0.0,False,1866.0,,1866,240,32.0,4.0,8.0,1.5
9,Black/Silver,No,Yes,Memory,/product/zfzv6h/ocz-memory-ocz3rpx1333lv8gk,OCZ,,OCZ Reaper X 8GB (2 x 4GB) DDR3-1333 Memory,OCZ3RPX1333LV8GK,,[],No,8GB (2 x 4GB),DDR3-1333,,240-pin DIMM,1.65V,0.0,ocz-memory-ocz3rpx1333lv8gk,9,0.0,False,1333.0,,1333,240,8.0,2.0,4.0,1.65
9,Silver,No,Yes,Memory,/product/BjV48d/geil-memory-gv32gb1333c9sc,GeIL,,GeIL Value 2GB (1 x 2GB) DDR3-1333 Memory,GV32GB1333C9SC,,[],No,2GB (1 x 2GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,geil-memory-gv32gb1333c9sc,9,0.0,False,1333.0,,1333,240,2.0,1.0,2.0,1.5
9,Black/Silver,No,Yes,Memory,/product/fvyFf7/geil-memory-gvp34gb1600c9dc,GeIL,,GeIL Value PLUS 4GB (2 x 2GB) DDR3-1600 Memory,GVP34GB1600C9DC,,[],No,4GB (2 x 2GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,geil-memory-gvp34gb1600c9dc,9,0.0,False,1600.0,,1600,240,4.0,2.0,2.0,1.5
7,Silver,No,Yes,Memory,/product/Dqzv6h/geil-memory-gv32gb1066c7sc,GeIL,,GeIL Value 2GB (1 x 2GB) DDR3-1066 Memory,GV32GB1066C7SC,,[],No,2GB (1 x 2GB),DDR3-1066,,240-pin DIMM,1.5V,0.0,geil-memory-gv32gb1066c7sc,7,0.0,False,1066.0,,1066,240,2.0,1.0,2.0,1.5
9,Black/Red,No,Yes,Memory,/product/PXrG3C/patriot-memory-pvv34g2400c9k,Patriot,,Patriot Viper II 'Sector 5' Edition 4GB (2 x 2GB) DDR3-2400 Memory,PVV34G2400C9K,,[],No,4GB (2 x 2GB),DDR3-2400,,240-pin DIMM,1.65V,0.0,patriot-memory-pvv34g2400c9k,9,0.0,False,2400.0,,2400,240,4.0,2.0,2.0,1.65
9,Black/Red,No,Yes,Memory,/product/JMtCmG/patriot-memory-pvv34g2133c9k,Patriot,,Patriot Viper II 'Sector 5' Edition 4GB (2 x 2GB) DDR3-2133 Memory,PVV34G2133C9K,,[],No,4GB (2 x 2GB),DDR3-2133,,240-pin DIMM,1.65V,0.0,patriot-memory-pvv34g2133c9k,9,0.0,False,2133.0,,2133,240,4.0,2.0,2.0,1.65
9,Blue/Silver,No,Yes,Memory,/product/gGZQzy/kingston-memory-khx1600c9d3b1k28gx,Kingston,,Kingston Blu 8GB (2 x 4GB) DDR3-1600 Memory,KHX1600C9D3B1K2/8GX,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,kingston-memory-khx1600c9d3b1k28gx,9,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.65
9,Black/Red,No,Yes,Memory,/product/hkBv6h/patriot-memory-pgv38g1600elk,Patriot,,Patriot G Series Sector 5 8GB (2 x 4GB) DDR3-1600 Memory,PGV38G1600ELK,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,patriot-memory-pgv38g1600elk,9,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.65
9,Black/Yellow,No,Yes,Memory,/product/bqvRsY/geil-memory-goc316gb1866c9dc,GeIL,,GeIL EVO CORSA Series 16GB (2 x 8GB) DDR3-1866 Memory,GOC316GB1866C9DC,,[],No,16GB (2 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,geil-memory-goc316gb1866c9dc,9,0.0,False,1866.0,,1866,240,16.0,2.0,8.0,1.5
10,Green,No,No,Memory,/product/Wxzv6h/geil-memory-gs38gb1600c10sc,GeIL,,GeIL 8GB (1 x 8GB) DDR3-1600 Memory,GS38GB1600C10SC,,[],No,8GB (1 x 8GB),DDR3-1600,,204-pin SODIMM,1.5V,0.0,geil-memory-gs38gb1600c10sc,10,0.0,False,1600.0,,1600,204,8.0,1.0,8.0,1.5
9,Green,No,No,Memory,/product/kJ4gXL/gskill-memory-f310600cl9d4gbnt,G.Skill,,G.Skill 4GB (2 x 2GB) DDR3-1333 Memory,F3-10600CL9D-4GBNT,,[],No,4GB (2 x 2GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,gskill-memory-f310600cl9d4gbnt,9,0.0,False,1333.0,,1333,240,4.0,2.0,2.0,1.5
7,Red/Silver,No,Yes,Memory,/product/z6tCmG/crucial-memory-bl25664tr1337,Crucial,,Crucial Ballistix Tracer 2GB (1 x 2GB) DDR3-1333 Memory,BL25664TR1337,,[],No,2GB (1 x 2GB),DDR3-1333,,240-pin DIMM,1.65V,0.0,crucial-memory-bl25664tr1337,7,0.0,False,1333.0,,1333,240,2.0,1.0,2.0,1.65
7,Orange/White,No,Yes,Memory,/product/BLR48d/crucial-memory-bl2kit12864bn1337,Crucial,,Crucial Ballistix 2GB (2 x 1GB) DDR3-1333 Memory,BL2KIT12864BN1337,,[],No,2GB (2 x 1GB),DDR3-1333,,240-pin DIMM,1.65V,0.0,crucial-memory-bl2kit12864bn1337,7,0.0,False,1333.0,,1333,240,2.0,2.0,1.0,1.65
8,Black/Silver,No,Yes,Memory,/product/XqFPxr/crucial-memory-ble3kit2g3d1608ce1tx0,Crucial,,Crucial Ballistix Elite 6GB (3 x 2GB) DDR3-1600 Memory,BLE3KIT2G3D1608CE1TX0,,[],No,6GB (3 x 2GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,crucial-memory-ble3kit2g3d1608ce1tx0,8,0.0,False,1600.0,,1600,240,6.0,3.0,2.0,1.65
11,Green,Yes,No,Memory,/product/9hR48d/kingston-memory-kvr16lr11s84,Kingston,,Kingston 4GB (1 x 4GB) Registered DDR3-1600 Memory,KVR16LR11S8/4,$8.25,"[32.99, 29.98]",Yes,4GB (1 x 4GB),DDR3-1600,,240-pin DIMM,1.35V,31.485,kingston-memory-kvr16lr11s84,11,8.25,False,1600.0,,1600,240,4.0,1.0,4.0,1.35
9,Black/Red,No,Yes,Memory,/product/JgR48d/geil-memory-gpb38gb1333c9dc,GeIL,,GeIL EVO POTENZA 8GB (2 x 4GB) DDR3-1333 Memory,GPB38GB1333C9DC,,[],No,8GB (2 x 4GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,geil-memory-gpb38gb1333c9dc,9,0.0,False,1333.0,,1333,240,8.0,2.0,4.0,1.5
8,Black/Silver,No,Yes,Memory,/product/jfW9TW/crucial-memory-ble3kit2g3d1608de1tx0,Crucial,,Crucial Ballistix Elite 6GB (3 x 2GB) DDR3-1600 Memory,BLE3KIT2G3D1608DE1TX0,,[],No,6GB (3 x 2GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,crucial-memory-ble3kit2g3d1608de1tx0,8,0.0,False,1600.0,,1600,240,6.0,3.0,2.0,1.5
9,Black/White,No,Yes,Memory,/product/LV7CmG/panram-memory-pud31600c98gnjk,Panram,,Panram Ninja Series 8GB (1 x 8GB) DDR3-1600 Memory,PUD31600C98GNJK,,[],No,8GB (1 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,panram-memory-pud31600c98gnjk,9,0.0,False,1600.0,,1600,240,8.0,1.0,8.0,1.5
7,Black/Silver,No,Yes,Memory,/product/YdV48d/geil-memory-gvp34gb1333c7dc,GeIL,,GeIL Value PLUS 4GB (2 x 2GB) DDR3-1333 Memory,GVP34GB1333C7DC,,[],No,4GB (2 x 2GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,geil-memory-gvp34gb1333c7dc,7,0.0,False,1333.0,,1333,240,4.0,2.0,2.0,1.5
9,Black/Silver,No,Yes,Memory,/product/4pw323/geil-memory-gvp38gb1333c9dc,GeIL,,GeIL Value PLUS 8GB (2 x 4GB) DDR3-1333 Memory,GVP38GB1333C9DC,,[],No,8GB (2 x 4GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,geil-memory-gvp38gb1333c9dc,9,0.0,False,1333.0,,1333,240,8.0,2.0,4.0,1.5
7,Blue/Silver,No,Yes,Memory,/product/Lcn2FT/kingston-memory-khx1333c7d3k36gx,Kingston,,Kingston HyperX 6GB (3 x 2GB) DDR3-1333 Memory,KHX1333C7D3K3/6GX,,[],No,6GB (3 x 2GB),DDR3-1333,,240-pin DIMM,1.65V,0.0,kingston-memory-khx1333c7d3k36gx,7,0.0,False,1333.0,,1333,240,6.0,3.0,2.0,1.65
9,Blue/White,No,Yes,Memory,/product/GJ4gXL/kingston-memory-khx1600c9d3k36gx,Kingston,,Kingston HyperX 6GB (3 x 2GB) DDR3-1600 Memory,KHX1600C9D3K3/6GX,,[],No,6GB (3 x 2GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,kingston-memory-khx1600c9d3k36gx,9,0.0,False,1600.0,,1600,240,6.0,3.0,2.0,1.65
9,Blue/Silver,No,Yes,Memory,/product/DjV48d/kingston-memory-khx1333c9d3k24g,Kingston,,Kingston HyperX 4GB (2 x 2GB) DDR3-1333 Memory,KHX1333C9D3K2/4G,,[],No,4GB (2 x 2GB),DDR3-1333,,240-pin DIMM,1.6V,0.0,kingston-memory-khx1333c9d3k24g,9,0.0,False,1333.0,,1333,240,4.0,2.0,2.0,1.6
7,Black/Red,No,Yes,Memory,/product/v4fp99/gskill-memory-f312800cl7d8gbtdd,G.Skill,,G.Skill Trident+ Turbulence II 8GB (2 x 4GB) DDR3-1600 Memory,F3-12800CL7D-8GBTDD,,[],No,8GB (2 x 4GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,gskill-memory-f312800cl7d8gbtdd,7,0.0,False,1600.0,,1600,240,8.0,2.0,4.0,1.65
8,Red/Silver,No,Yes,Memory,/product/h73RsY/a-data-memory-ax3u1600pb2g82p,ADATA,,ADATA Plus Series 4GB (2 x 2GB) DDR3-1600 Memory,AX3U1600PB2G8-2P,,[],No,4GB (2 x 2GB),DDR3-1600,,240-pin DIMM,1.55V,0.0,a-data-memory-ax3u1600pb2g82p,8,0.0,False,1600.0,,1600,240,4.0,2.0,2.0,1.55
9,Silver,No,Yes,Memory,/product/t3phP6/mushkin-memory-998768,Mushkin,,Mushkin Silverline 6GB (3 x 2GB) DDR3-1333 Memory,998768,,[],No,6GB (3 x 2GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,mushkin-memory-998768,9,0.0,False,1333.0,,1333,240,6.0,3.0,2.0,1.5
8,Black/Silver,No,Yes,Memory,/product/qHMFf7/mushkin-memory-996781,Mushkin,,Mushkin Blackline 4GB (2 x 2GB) DDR3-1333 Memory,996781,,[],No,4GB (2 x 2GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,mushkin-memory-996781,8,0.0,False,1333.0,,1333,240,4.0,2.0,2.0,1.5
7,Blue/Silver,No,Yes,Memory,/product/3RPfrH/crucial-memory-bl3kit25664tb1337,Crucial,,Crucial Ballistix Tracer 6GB (3 x 2GB) DDR3-1333 Memory,BL3KIT25664TB1337,,[],No,6GB (3 x 2GB),DDR3-1333,,240-pin DIMM,1.65V,0.0,crucial-memory-bl3kit25664tb1337,7,0.0,False,1333.0,,1333,240,6.0,3.0,2.0,1.65
7,Green,No,No,Memory,/product/KCh9TW/kingston-memory-kvr1066d3n7k33g,Kingston,,Kingston 3GB (3 x 1GB) DDR3-1066 Memory,KVR1066D3N7K3/3G,,[],No,3GB (3 x 1GB),DDR3-1066,,240-pin DIMM,1.5V,0.0,kingston-memory-kvr1066d3n7k33g,7,0.0,False,1066.0,,1066,240,3.0,3.0,1.0,1.5
8,Blue/Silver,No,Yes,Memory,/product/R4fp99/crucial-memory-bl3kit25664tb1608,Crucial,,Crucial Ballistix Tracer 6GB (3 x 2GB) DDR3-1600 Memory,BL3KIT25664TB1608,,[],No,6GB (3 x 2GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,crucial-memory-bl3kit25664tb1608,8,0.0,False,1600.0,,1600,240,6.0,3.0,2.0,1.65
11,Green,Yes,No,Memory,/product/TZkD4D/kingston-memory-kvr16r11d4k432i,Kingston,,Kingston 32GB (4 x 8GB) Registered DDR3-1600 Memory,KVR16R11D4K4/32I,,[],Yes,32GB (4 x 8GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,kingston-memory-kvr16r11d4k432i,11,0.0,False,1600.0,,1600,240,32.0,4.0,8.0,1.5
15,Black/Green,No,No,Memory,/product/LwPzK8/team-memory-ted416gm2400c16qc01,Team,,Team Elite 16GB (4 x 4GB) DDR4-2400 Memory,TED416GM2400C16QC01,,[],No,16GB (4 x 4GB),DDR4-2400,,288-pin DIMM,1.2V,0.0,team-memory-ted416gm2400c16qc01,15,0.0,True,,2400.0,2400,288,16.0,4.0,4.0,1.2
9,Black/Blue,No,Yes,Memory,/product/QyPfrH/corsair-memory-cmx4gx3m2a1600c8,Corsair,,Corsair XMS3 4GB (2 x 2GB) DDR3-1600 Memory,CMX4GX3M2A1600C8,$13.75,[54.99],No,4GB (2 x 2GB),DDR3-1600,9-9-9-24,240-pin DIMM,1.65V,54.99,corsair-memory-cmx4gx3m2a1600c8,9,13.75,False,1600.0,,1600,240,4.0,2.0,2.0,1.65
7,Green,No,No,Memory,/product/yZbp99/mushkin-memory-991643,Mushkin,,Mushkin 2GB (1 x 2GB) DDR3-1066 Memory,991643,$10.99,[21.99],No,2GB (1 x 2GB),DDR3-1066,,204-pin SODIMM,1.5V,21.99,mushkin-memory-991643,7,10.99,False,1066.0,,1066,204,2.0,1.0,2.0,1.5
9,Black/Red,No,Yes,Memory,/product/XQJwrH/geil-memory-get38gb1866c9dc,GeIL,,GeIL Evo Two 8GB (2 x 4GB) DDR3-1866 Memory,GET38GB1866C9DC,,[],No,8GB (2 x 4GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,geil-memory-get38gb1866c9dc,9,0.0,False,1866.0,,1866,240,8.0,2.0,4.0,1.5
9,Black/Blue,No,Yes,Memory,/product/8HMFf7/corsair-memory-cmx4gx3m2a1333c8,Corsair,,Corsair XMS3 4GB (2 x 2GB) DDR3-1333 Memory,CMX4GX3M2A1333C8,$11.25,[44.99],No,4GB (2 x 2GB),DDR3-1333,9-9-9-24,240-pin DIMM,1.65V,44.99,corsair-memory-cmx4gx3m2a1333c8,9,11.25,False,1333.0,,1333,240,4.0,2.0,2.0,1.65
9,Blue/White,No,Yes,Memory,/product/jWqdnQ/kingston-memory-khx1600c9d3k33gx,Kingston,,Kingston HyperX 3GB (3 x 1GB) DDR3-1600 Memory,KHX1600C9D3K3/3GX,,[],No,3GB (3 x 1GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,kingston-memory-khx1600c9d3k33gx,9,0.0,False,1600.0,,1600,240,3.0,3.0,1.0,1.65
8,Black/Red,No,Yes,Memory,/product/s8g323/corsair-memory-cmt4gx3m2a2000c8,Corsair,,Corsair Dominator GT 4GB (2 x 2GB) DDR3-2000 Memory,CMT4GX3M2A2000C8,$38.75,[154.99],No,4GB (2 x 2GB),DDR3-2000,8-9-8-24,240-pin DIMM,1.65V,154.99,corsair-memory-cmt4gx3m2a2000c8,8,38.75,False,2000.0,,2000,240,4.0,2.0,2.0,1.65
9,Black/Green,No,Yes,Memory,/product/hjV48d/a-data-memory-ax3u1600gb2g9tg2,ADATA,,ADATA XPG Gaming Series v2.0 6GB (3 x 2GB) DDR3-1600 Memory,AX3U1600GB2G9-TG2,,[],No,6GB (3 x 2GB),DDR3-1600,,240-pin DIMM,1.65V,0.0,a-data-memory-ax3u1600gb2g9tg2,9,0.0,False,1600.0,,1600,240,6.0,3.0,2.0,1.65
9,Black/Green,Yes,No,Memory,/product/kWZ2FT/amd-memory-ash1333u8gb,AMD,,AMD 8GB (1 x 8GB) DDR3-1333 Memory,ASH1333U/8GB,,[],No,8GB (1 x 8GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,amd-memory-ash1333u8gb,9,0.0,False,1333.0,,1333,240,8.0,1.0,8.0,1.5
9,Black/Red,No,Yes,Memory,/product/H4fp99/patriot-memory-pgv34g2000elk,Patriot,,Patriot G Series Sector 5 Edition 4GB (2 x 2GB) DDR3-2000 Memory,PGV34G2000ELK,,[],No,4GB (2 x 2GB),DDR3-2000,,240-pin DIMM,1.65V,0.0,patriot-memory-pgv34g2000elk,9,0.0,False,2000.0,,2000,240,4.0,2.0,2.0,1.65
11,Green,No,No,Memory,/product/KmsKHx/crucial-memory-ct3kit51264bd160b,Crucial,,Crucial 12GB (3 x 4GB) DDR3-1600 Memory,CT3KIT51264BD160B,,[],No,12GB (3 x 4GB),DDR3-1600,,240-pin DIMM,1.35V,0.0,crucial-memory-ct3kit51264bd160b,11,0.0,False,1600.0,,1600,240,12.0,3.0,4.0,1.35
9,Black,No,No,Memory,/product/fKjG3C/amd-memory-ae32g1339s1u,AMD,,AMD Entertainment Edition 2GB (1 x 2GB) DDR3-1333 Memory,AE32G1339S1-U,,[],No,2GB (1 x 2GB),DDR3-1333,,204-pin SODIMM,1.5V,0.0,amd-memory-ae32g1339s1u,9,0.0,False,1333.0,,1333,204,2.0,1.0,2.0,1.5
9,Black,No,No,Memory,/product/nkNp99/amd-memory-ae34g1339s2u,AMD,,AMD Entertainment Edition 4GB (1 x 4GB) DDR3-1333 Memory,AE34G1339S2-U,,[],No,4GB (1 x 4GB),DDR3-1333,,204-pin SODIMM,1.5V,0.0,amd-memory-ae34g1339s2u,9,0.0,False,1333.0,,1333,204,4.0,1.0,4.0,1.5
9,Green,No,No,Memory,/product/FNCwrH/geil-memory-gp38gb1333c9dc,GeIL,,GeIL Pristine 8GB (2 x 4GB) DDR3-1333 Memory,GP38GB1333C9DC,,[],No,8GB (2 x 4GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,geil-memory-gp38gb1333c9dc,9,0.0,False,1333.0,,1333,240,8.0,2.0,4.0,1.5
11,Black,No,No,Memory,/product/MP4gXL/amd-memory-ae32g1601s1u,AMD,,AMD Entertainment Edition 2GB (1 x 2GB) DDR3-1600 Memory,AE32G1601S1-U,,[],No,2GB (1 x 2GB),DDR3-1600,,204-pin SODIMM,1.5V,0.0,amd-memory-ae32g1601s1u,11,0.0,False,1600.0,,1600,204,2.0,1.0,2.0,1.5
11,Black,No,No,Memory,/product/wMh9TW/amd-memory-ae34g1601s2u,AMD,,AMD Entertainment Edition 4GB (1 x 4GB) DDR3-1600 Memory,AE34G1601S2-U,,[],No,4GB (1 x 4GB),DDR3-1600,,204-pin SODIMM,1.5V,0.0,amd-memory-ae34g1601s2u,11,0.0,False,1600.0,,1600,204,4.0,1.0,4.0,1.5
4,Blue/White,No,No,Memory,/product/gKtCmG/kingston-memory-khx6400s2ulk24g,Kingston,,Kingston 4GB (2 x 2GB) DDR2-800 Memory,KHX6400S2ULK2/4G,,[],No,4GB (2 x 2GB),DDR2-800,,200-pin SODIMM,1.8V,0.0,kingston-memory-khx6400s2ulk24g,4,0.0,False,,,800,200,4.0,2.0,2.0,1.8
11,Black/Yellow,No,Yes,Memory,/product/s6w323/geil-memory-goc38gb2133c11dc,GeIL,,GeIL EVO CORSA Series 8GB (2 x 4GB) DDR3-2133 Memory,GOC38GB2133C11DC,,[],No,8GB (2 x 4GB),DDR3-2133,,240-pin DIMM,1.5V,0.0,geil-memory-goc38gb2133c11dc,11,0.0,False,2133.0,,2133,240,8.0,2.0,4.0,1.5
9,Black/Silver,No,Yes,Memory,/product/YccMnQ/klevv-memory-km3g8gx4c1866091009270,Klevv,,Klevv Genuine 32GB (4 x 8GB) DDR3-1866 Memory,KM3G8GX4C-1866-09-10-09-27-0,,[],No,32GB (4 x 8GB),DDR3-1866,,240-pin DIMM,1.5V,0.0,klevv-memory-km3g8gx4c1866091009270,9,0.0,False,1866.0,,1866,240,32.0,4.0,8.0,1.5
9,Black/Red,No,Yes,Memory,/product/VbvZxr/corsair-memory-cmy16gx3m4a2400c9r,Corsair,,Corsair Vengeance Pro 16GB (4 x 4GB) DDR3-2400 Memory,CMY16GX3M4A2400C9R,$18.75,[299.99],No,16GB (4 x 4GB),DDR3-2400,9-9-9-24,240-pin DIMM,1.65V,299.99,corsair-memory-cmy16gx3m4a2400c9r,9,18.75,False,2400.0,,2400,240,16.0,4.0,4.0,1.65
9,Green,No,No,Memory,/product/KxBv6h/gskill-memory-f310600cl9s2gbsq,G.Skill,,G.Skill 2GB (1 x 2GB) DDR3-1333 Memory,F3-10600CL9S-2GBSQ,$8.49,"[15.99, 20.97]",No,2GB (1 x 2GB),DDR3-1333,,204-pin SODIMM,1.5V,18.48,gskill-memory-f310600cl9s2gbsq,9,8.49,False,1333.0,,1333,204,2.0,1.0,2.0,1.5
11,Green,Yes,No,Memory,/product/FVh9TW/kingston-memory-kvr16r11d8k416,Kingston,,Kingston 16GB (4 x 4GB) Registered DDR3-1600 Memory,KVR16R11D8K4/16,,[],Yes,16GB (4 x 4GB),DDR3-1600,,240-pin DIMM,1.5V,0.0,kingston-memory-kvr16r11d8k416,11,0.0,False,1600.0,,1600,240,16.0,4.0,4.0,1.5
9,Green,Yes,No,Memory,/product/dvH323/kingston-memory-kvr13le9s84ef,Kingston,,Kingston 4GB (1 x 4GB) DDR3-1333 Memory,KVR13LE9S8/4EF,,[],No,4GB (1 x 4GB),DDR3-1333,,240-pin DIMM,1.35V,0.0,kingston-memory-kvr13le9s84ef,9,0.0,False,1333.0,,1333,240,4.0,1.0,4.0,1.35
7,Black/Silver,No,Yes,Memory,/product/prjG3C/geil-memory-gvp34gb1066c7sc,GeIL,,GeIL Value PLUS 4GB (1 x 4GB) DDR3-1066 Memory,GVP34GB1066C7SC,,[],No,4GB (1 x 4GB),DDR3-1066,,240-pin DIMM,1.5V,0.0,geil-memory-gvp34gb1066c7sc,7,0.0,False,1066.0,,1066,240,4.0,1.0,4.0,1.5
9,Green,No,No,Memory,/product/VKrG3C/geil-memory-gp34gb1333c9dc,GeIL,,GeIL Pristine 4GB (2 x 2GB) DDR3-1333 Memory,GP34GB1333C9DC,,[],No,4GB (2 x 2GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,geil-memory-gp34gb1333c9dc,9,0.0,False,1333.0,,1333,240,4.0,2.0,2.0,1.5
11,Black/Red,No,Yes,Memory,/product/2g9KHx/patriot-memory-pv332g213c1qkrd,Patriot,,Patriot Viper 3 32GB (4 x 8GB) DDR3-2133 Memory,PV332G213C1QKRD,,[],No,32GB (4 x 8GB),DDR3-2133,,240-pin DIMM,1.5V,0.0,patriot-memory-pv332g213c1qkrd,11,0.0,False,2133.0,,2133,240,32.0,4.0,8.0,1.5
9,Green,No,No,Memory,/product/xb9KHx/a-data-memory-ad3u1333c2g92,ADATA,,ADATA Premier Series 4GB (2 x 2GB) DDR3-1333 Memory,AD3U1333C2G9-2,,[],No,4GB (2 x 2GB),DDR3-1333,,240-pin DIMM,1.5V,0.0,a-data-memory-ad3u1333c2g92,9,0.0,False,1333.0,,1333,240,4.0,2.0,2.0,1.5
9,Black/Silver,No,Yes,Memory,/product/kg7wrH/a-data-memory-ax3u2000gb2g92g,ADATA,,ADATA XPG Gaming Series 4GB (2 x 2GB) DDR3-2000 Memory,AX3U2000GB2G9-2G,,[],No,4GB (2 x 2GB),DDR3-2000,,240-pin DIMM,1.55V,0.0,a-data-memory-ax3u2000gb2g92g,9,0.0,False,2000.0,,2000,240,4.0,2.0,2.0,1.55
9,Black/Blue,No,Yes,Memory,/product/Bjdqqs/kingston-memory-khx18c9t2k416x,Kingston,,Kingston Predator Series 16GB (4 x 4GB) DDR3-1866 Memory,KHX18C9T2K4/16X,$15.01,[240.21],No,16GB (4 x 4GB),DDR3-1866,,240-pin DIMM,1.65V,240.21,kingston-memory-khx18c9t2k416x,9,15.01,False,1866.0,,1866,240,16.0,4.0,4.0,1.65
17,Black/Red,No,Yes,Memory,/product/JPX2FT/team-memory-tdprd416g3333hc17cdc,Team,,Team Dark Pro 16GB (2 x 8GB) DDR4-3333 Memory,TDPRD416G3333HC17CDC,,[],No,16GB (2 x 8GB),DDR4-3333,,288-pin DIMM,1.35V,0.0,team-memory-tdprd416g3333hc17cdc,17,0.0,True,,3333.0,3333,288,16.0,2.0,8.0,1.35
7,Green,No,No,Memory,/product/NLNp99/kingston-memory-kvr1066d3n71g,Kingston,,Kingston ValueRAM 1GB (1 x 1GB) DDR3-1066 Memory,KVR1066D3N7/1G,,[],No,1GB (1 x 1GB),DDR3-1066,,240-pin DIMM,1.5V,0.0,kingston-memory-kvr1066d3n71g,7,0.0,False,1066.0,,1066,240,1.0,1.0,1.0,1.5
