Cache,Capacity,Form Factor,GB/$1.00,Hybrid SSD Cache,Interface,Kind,Link,Manufacturer,Model,NAND Flash Type,Name,Part #,Power Loss Protection,Price/GB,Prices,RPM,SSD Controller,avg,short_link,storage_gb,rpm,is_ssd,ppgb,form_factor
N/A,200GB,"2.5""",0.80,,SATA 6 Gb/s,Storage,/product/TXL7YJ/intel-internal-hard-drive-ssdsc2ba200g401,Intel,,,"Intel DC S3710 200GB 2.5"" Solid State Drive",SSDSC2BA200G401,,$1.25,"[249.99, 255.99, 258.0, 289.0, 339.99]",,,278.594,intel-internal-hard-drive-ssdsc2ba200g401,200.0,0.0,Yes,1.25,"2.5"""
N/A,128GB,M.2-2242,2.25,,M.2 (B+M),Storage,/product/h72kcf/transcend-internal-hard-drive-ts128gmts400,Transcend,,MLC (synchronous),Transcend MTS400 128GB M.2-2242 Solid State Drive,TS128GMTS400,,$0.45,"[56.99, 56.99]",,Silicon Motion,56.99,transcend-internal-hard-drive-ts128gmts400,128.0,0.0,Yes,0.45,M.2-2242
32MB,3TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/gkxfrH/hitachi-internal-hard-drive-hitachi0f12460,Hitachi,,,"Hitachi 3TB 3.5"" 5400RPM Internal Hard Drive",HITACHI-0F12460,,,[],5400,,0.0,hitachi-internal-hard-drive-hitachi0f12460,3000.0,5400.0,No,0.0,"3.5"""
N/A,600GB,"2.5""",1.06,,SATA 6 Gb/s,Storage,/product/sHXfrH/intel-internal-hard-drive-ssdsc2bb600g401,Intel,,MLC (synchronous),"Intel SSD DC S3500 Series 600GB 2.5"" Solid State Drive",SSDSC2BB600G401,Yes,$0.95,"[567.99, 581.98, 589.99]",,Intel PC29AS21CA,579.986666667,intel-internal-hard-drive-ssdsc2bb600g401,600.0,0.0,Yes,0.95,"2.5"""
64MB,3TB,"3.5""",21.60,,SATA 6 Gb/s,Storage,/product/bR2kcf/western-digital-internal-hard-drive-wdbmma0030hncnrsn,Western Digital,,,"Western Digital 3TB 3.5"" 5400RPM Internal Hard Drive",WDBMMA0030HNC-NRSN,,$0.046,"[129.99, 205.75]",5400,,167.87,western-digital-internal-hard-drive-wdbmma0030hncnrsn,3000.0,5400.0,No,0.046,"3.5"""
N/A,240GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/Ld648d/pny-internal-hard-drive-ssd7cl4111240rb,PNY,,,"PNY CL4111 240GB 2.5"" Solid State Drive",SSD7CL4111240RB,,,[],,,0.0,pny-internal-hard-drive-ssd7cl4111240rb,240.0,0.0,Yes,0.0,"2.5"""
64MB,250GB,"2.5""",4.43,,SATA 6 Gb/s,Storage,/product/sBBv6h/seagate-internal-hard-drive-st9250610ns,Seagate,,,"Seagate Constellation.2 250GB 2.5"" 7200RPM Internal Hard Drive",ST9250610NS,,$0.23,"[47.99, 121.99]",7200,,84.99,seagate-internal-hard-drive-st9250610ns,250.0,7200.0,No,0.23,"2.5"""
64MB,3TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/2bqdnQ/western-digital-internal-hard-drive-wd3003fzex,Western Digital,,,"Western Digital BLACK SERIES 3TB 3.5"" 7200RPM Internal Hard Drive",WD3003FZEX,,,[],7200,,0.0,western-digital-internal-hard-drive-wd3003fzex,3000.0,7200.0,No,0.0,"3.5"""
N/A,480GB,"1.8""",1.60,,Micro SATA 6 Gb/s,Storage,/product/vCBv6h/kingston-internal-hard-drive-skc380s3480g,Kingston,,MLC,"Kingston SSDNow KC380 480GB 1.8"" Solid State Drive",SKC380S3/480G,,$0.62,"[299.99, 299.99, 299.99, 328.28]",,Sandforce SF-2241,307.0625,kingston-internal-hard-drive-skc380s3480g,480.0,0.0,Yes,0.62,"1.8"""
N/A,600GB,PCI-E,,,PCI-Express x8,Storage,/product/nJjG3C/ocz-internal-hard-drive-zd4cm84hh600g,OCZ,,MLC (synchronous),OCZ Z-Drive R4 CM84 600GB PCI-E Solid State Drive,ZD4CM84-HH-600G,,,[],,Sandforce SF-2282,0.0,ocz-internal-hard-drive-zd4cm84hh600g,600.0,0.0,Yes,0.0,PCI-E
128MB,2TB,"2.5""",5.72,,SAS 12 Gb/s,Storage,/product/C8KhP6/seagate-internal-hard-drive-st2000nx0343,Seagate,,,"Seagate 2TB 2.5"" 7200RPM Internal Hard Drive",ST2000NX0343,,$0.17,"[349.39, 361.99, 367.38]",7200,,359.586666667,seagate-internal-hard-drive-st2000nx0343,2000.0,7200.0,No,0.17,"2.5"""
N/A,1TB,"2.5""",2.23,,SATA 6 Gb/s,Storage,/product/DbFPxr/crucial-internal-hard-drive-ct1024m550ssd1,Crucial,,MLC (synchronous),"Crucial M550 1TB 2.5"" Solid State Drive",CT1024M550SSD1,Yes,$0.45,[448.06],,Marvell 9189,448.06,crucial-internal-hard-drive-ct1024m550ssd1,1000.0,0.0,Yes,0.45,"2.5"""
N/A,120GB,"2.5""",0.65,,SATA 6 Gb/s,Storage,/product/G4zv6h/gskill-internal-hard-drive-fm25s3120gbp3,G.Skill,,MLC (asynchronous),"G.Skill Phoenix III 120GB 2.5"" Solid State Drive",FM-25S3-120GBP3,,$1.55,[185.45],,Sandforce SF-2281,185.45,gskill-internal-hard-drive-fm25s3120gbp3,120.0,0.0,Yes,1.55,"2.5"""
64MB,1TB,"2.5""",9.10,,SAS 6 Gb/s,Storage,/product/DHckcf/seagate-internal-hard-drive-st91000640ss,Seagate,,,"Seagate Constellation.2 1TB 2.5"" 7200RPM Internal Hard Drive",ST91000640SS,,$0.11,"[109.95, 204.99, 211.99, 225.99]",7200,,188.23,seagate-internal-hard-drive-st91000640ss,1000.0,7200.0,No,0.11,"2.5"""
N/A,240GB,"2.5""",1.71,,SATA 6 Gb/s,Storage,/product/V8dFf7/visiontek-internal-hard-drive-900753,VisionTek,,,"VisionTek Go Drive 240GB 2.5"" Solid State Drive",900753,,$0.59,"[140.54, 143.75, 150.99, 184.99]",,,155.0675,visiontek-internal-hard-drive-900753,240.0,0.0,Yes,0.59,"2.5"""
64MB,2TB,"3.5""",,,SATA 3 Gb/s,Storage,/product/VnR48d/western-digital-internal-hard-drive-wd2003fyys02w0b0,Western Digital,,,"Western Digital RE4 2TB 3.5"" 7200RPM Internal Hard Drive",WD2003FYYS-02W0B0,,,[],7200,,0.0,western-digital-internal-hard-drive-wd2003fyys02w0b0,2000.0,7200.0,No,0.0,"3.5"""
N/A,128GB,"2.5""",1.62,,SATA 6 Gb/s,Storage,/product/yRjG3C/plextor-internal-hard-drive-px128m6s,Plextor,,MLC (toggle),"Plextor M6S 128GB 2.5"" Solid State Drive",PX-128M6S,,$0.62,[78.89],,Marvell 9188,78.89,plextor-internal-hard-drive-px128m6s,128.0,0.0,Yes,0.62,"2.5"""
N/A,200GB,"2.5""",0.95,,SAS 12 Gb/s,Storage,/product/KQ8Zxr/seagate-internal-hard-drive-st200fm0053,Seagate,,MLC (toggle),"Seagate 1200 SSD 200GB 2.5"" Solid State Drive",ST200FM0053,,$1.05,[209.99],,Marvell ASIC,209.99,seagate-internal-hard-drive-st200fm0053,200.0,0.0,Yes,1.05,"2.5"""
512MB,512GB,M.2-2280,1.40,,M.2 (M),Storage,/product/3F8H99/samsung-internal-hard-drive-mzv5p512bw,Samsung,,,Samsung 950 PRO 512GB M.2-2280 Solid State Drive,MZ-V5P512BW,,$0.72,[358.99],,,358.99,samsung-internal-hard-drive-mzv5p512bw,512.0,0.0,Yes,0.72,M.2-2280
64MB,3TB,"3.5""",33.75,,SATA 6 Gb/s,Storage,/product/2Qqbt6/western-digital-internal-hard-drive-wd30ezrz,Western Digital,,,"Western Digital Blue 3TB 3.5"" 5400RPM Internal Hard Drive",WD30EZRZ,,$0.030,"[88.89, 88.99, 89.99, 97.71, 109.75, 109.99]",5400,,97.5533333333,western-digital-internal-hard-drive-wd30ezrz,3000.0,5400.0,No,0.03,"3.5"""
32MB,500GB,"2.5""",8.34,,SATA 3 Gb/s,Storage,/product/bZbp99/seagate-internal-hard-drive-st95005620as,Seagate,,,"Seagate Momentus XT 500GB 2.5"" 7200RPM Internal Hard Drive",ST95005620AS,,$0.12,[59.95],7200,,59.95,seagate-internal-hard-drive-st95005620as,500.0,7200.0,No,0.12,"2.5"""
128MB,8TB,"3.5""",35.24,,SATA 6 Gb/s,Storage,/product/PP648d/seagate-internal-hard-drive-st8000as0002,Seagate,,,"Seagate Archive 8TB 3.5"" 5900RPM Internal Hard Drive",ST8000AS0002,,$0.028,"[226.99, 229.0, 239.99, 243.99, 271.99]",5900,,242.392,seagate-internal-hard-drive-st8000as0002,8000.0,5900.0,No,0.028,"3.5"""
N/A,120GB,M.2-2280,1.43,,M.2 (B+M),Storage,/product/kCJkcf/samsung-internal-hard-drive-mzn5e120bw,Samsung,,,Samsung 850 EVO 120GB M.2-2280 Solid State Drive,MZ-N5E120BW,,$0.70,"[83.88, 85.99, 78.75]",,,82.8733333333,samsung-internal-hard-drive-mzn5e120bw,120.0,0.0,Yes,0.7,M.2-2280
N/A,128GB,"2.5""",2.42,,SATA 6 Gb/s,Storage,/product/hCL7YJ/sandisk-internal-hard-drive-sd8sbat128g1122,Sandisk,,,"Sandisk Z400s 128GB 2.5"" Solid State Drive",SD8SBAT-128G-1122,,$0.41,"[49.99, 56.13]",,,53.06,sandisk-internal-hard-drive-sd8sbat128g1122,128.0,0.0,Yes,0.41,"2.5"""
N/A,240GB,"2.5""",1.44,,SATA 6 Gb/s,Storage,/product/T2mxFT/intel-internal-hard-drive-ssdsc2kw240h6x1,Intel,,,"Intel 540s 240GB 2.5"" Solid State Drive",SSDSC2KW240H6X1,,$0.69,[166.51],,,166.51,intel-internal-hard-drive-ssdsc2kw240h6x1,240.0,0.0,Yes,0.69,"2.5"""
N/A,240GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/nfTmP6/a-data-internal-hard-drive-as511s3240gmc,ADATA,,MLC (synchronous),"ADATA S511 Series 240GB 2.5"" Solid State Drive",AS511S3-240GM-C,,,[],,Sandforce SF-2281,0.0,a-data-internal-hard-drive-as511s3240gmc,240.0,0.0,Yes,0.0,"2.5"""
64MB,2TB,"3.5""",23.26,,SATA 6 Gb/s,Storage,/product/9wW9TW/western-digital-internal-hard-drive-wd20efrx,Western Digital,,,"Western Digital Red 2TB 3.5"" 5400RPM Internal Hard Drive",WD20EFRX,,$0.043,"[85.99, 86.99, 86.99, 86.99, 88.99, 89.88, 92.99, 89.99, 86.99, 89.99, 104.99]",5400,,90.0709090909,western-digital-internal-hard-drive-wd20efrx,2000.0,5400.0,No,0.043,"3.5"""
N/A,960GB,"2.5""",3.92,,SATA 6 Gb/s,Storage,/product/vLCwrH/sandisk-internal-hard-drive-sdssdhii960gg25,Sandisk,,,"Sandisk Ultra II 960GB 2.5"" Solid State Drive",SDSSDHII-960G-G25,,$0.26,"[244.94, 244.99, 244.99, 244.99, 252.99, 259.88, 259.99, 274.99]",,,253.47,sandisk-internal-hard-drive-sdssdhii960gg25,960.0,0.0,Yes,0.26,"2.5"""
64MB,4TB,"3.5""",31.52,,SATA 6 Gb/s,Storage,/product/jp2rxr/western-digital-internal-hard-drive-wd40ezrz,Western Digital,,,"Western Digital Blue 4TB 3.5"" 5400RPM Internal Hard Drive",WD40EZRZ,,$0.032,"[126.89, 127.99, 133.5, 127.99, 149.99, 156.18, 179.99]",5400,,143.218571429,western-digital-internal-hard-drive-wd40ezrz,4000.0,5400.0,No,0.032,"3.5"""
64MB,4TB,"3.5""",26.15,7.8GB,SATA 6 Gb/s,Storage,/product/LwNp99/seagate-internal-hard-drive-st4000dx001,Seagate,,,"Seagate 4TB 3.5"" 5900RPM Hybrid Internal Hard Drive",ST4000DX001,,$0.038,"[152.99, 164.75, 175.66]",5900,,164.466666667,seagate-internal-hard-drive-st4000dx001,4000.0,5900.0,No,0.038,"3.5"""
N/A,1TB,M.2-2280,3.16,,M.2 (B+M),Storage,/product/BL98TW/samsung-850-evo-1tb-m2-2280-solid-state-drive-mz-n5e1t0bw,Samsung,,,Samsung 850 EVO 1TB M.2-2280 Solid State Drive,MZ-N5E1T0BW,,$0.32,"[316.0, 316.0, 326.88, 339.99, 347.99, 349.99, 349.99]",,,335.262857143,samsung-850-evo-1tb-m2-2280-solid-state-drive-mz-n5e1t0bw,1000.0,0.0,Yes,0.32,M.2-2280
64MB,2TB,"3.5""",14.30,,SATA 6 Gb/s,Storage,/product/cpw323/western-digital-internal-hard-drive-wd2002faex,Western Digital,,,"Western Digital Caviar Black 2TB 3.5"" 7200RPM Internal Hard Drive",WD2002FAEX,,$0.070,"[139.88, 162.99]",7200,,151.435,western-digital-internal-hard-drive-wd2002faex,2000.0,7200.0,No,0.07,"3.5"""
N/A,240GB,"2.5""",3.45,,SATA 6 Gb/s,Storage,/product/8jH48d/sandisk-ssd-plus-240gb-25-solid-state-drive-sdssda-240g-g26,Sandisk,,,"Sandisk SSD PLUS 240GB 2.5"" Solid State Drive",SDSSDA-240G-G26,,$0.29,"[69.5, 69.99, 69.99, 69.5, 77.89, 79.99]",,,72.81,sandisk-ssd-plus-240gb-25-solid-state-drive-sdssda-240g-g26,240.0,0.0,Yes,0.29,"2.5"""
64MB,3TB,"3.5""",30.27,,SATA 6 Gb/s,Storage,/product/Cs4gXL/hitachi-internal-hard-drive-hua723030ala640,Hitachi,7K3000,,"Hitachi Ultrastar 7K3000 3TB 3.5"" 7200RPM Internal Hard Drive",HUA723030ALA640,,$0.033,[89.95],7200,,89.95,hitachi-internal-hard-drive-hua723030ala640,3000.0,7200.0,No,0.033,"3.5"""
N/A,240GB,"2.5""",3.05,,SATA 6 Gb/s,Storage,/product/Ktzv6h/kingston-internal-hard-drive-sv300s37a240g,Kingston,,Varies,"Kingston SSDNow V300 Series 240GB 2.5"" Solid State Drive",SV300S37A/240G,,$0.33,"[78.59, 81.99, 81.99, 87.99, 88.99, 89.99, 89.99, 81.99, 95.99]",,Sandforce SF-2281,86.39,kingston-internal-hard-drive-sv300s37a240g,240.0,0.0,Yes,0.33,"2.5"""
N/A,240GB,M.2-2280,1.55,,M.2 (M),Storage,/product/kwVBD3/kingston-internal-hard-drive-shpm2280p2240g,Kingston,,,Kingston Predator 240GB M.2-2280 Solid State Drive,SHPM2280P2/240G,,$0.65,"[154.99, 154.99, 154.99]",,,154.99,kingston-internal-hard-drive-shpm2280p2240g,240.0,0.0,Yes,0.65,M.2-2280
N/A,240GB,"2.5""",2.18,,SATA 6 Gb/s,Storage,/product/y8Jkcf/crucial-internal-hard-drive-ct240bx200ssd1,Crucial,,,"Crucial BX200 240GB 2.5"" Solid State Drive",CT240BX200SSD1,,$0.46,[109.89],,,109.89,crucial-internal-hard-drive-ct240bx200ssd1,240.0,0.0,Yes,0.46,"2.5"""
N/A,480GB,"2.5""",1.88,,SATA 6 Gb/s,Storage,/product/ryw323/intel-internal-hard-drive-ssdsc2bp480g4r5,Intel,,MLC (synchronous),"Intel 730 Series 480GB 2.5"" Solid State Drive",SSDSC2BP480G4R5,,$0.53,"[246.88, 399.98, 498.89]",,Intel PC29AS21CA,381.916666667,intel-internal-hard-drive-ssdsc2bp480g4r5,480.0,0.0,Yes,0.53,"2.5"""
8MB,250GB,"3.5""",10.00,,SATA 6 Gb/s,Storage,/product/vKtCmG/seagate-internal-hard-drive-st3250312as,Seagate,,,"Seagate Barracuda 250GB 3.5"" 7200RPM Internal Hard Drive",ST3250312AS,,$0.100,"[24.99, 22.06]",7200,,23.525,seagate-internal-hard-drive-st3250312as,250.0,7200.0,No,0.1,"3.5"""
64MB,6TB,"3.5""",25.64,,SATA 6 Gb/s,Storage,/product/DhsKHx/western-digital-internal-hard-drive-wd60efrx,Western Digital,,,"Western Digital Red 6TB 3.5"" 5400RPM Internal Hard Drive",WD60EFRX,,$0.039,"[233.99, 233.99, 234.99, 239.89, 249.75, 249.0, 249.99, 264.99, 299.99]",5400,,250.731111111,western-digital-internal-hard-drive-wd60efrx,6000.0,5400.0,No,0.039,"3.5"""
N/A,128GB,"2.5""",2.21,,SATA 6 Gb/s,Storage,/product/zc8Zxr/a-data-internal-hard-drive-asp600s3128gmc,ADATA,,MLC (synchronous),"ADATA Premier Pro SP600 128GB 2.5"" Solid State Drive",ASP600S3-128GM-C,,$0.45,"[56.99, 58.81, 60.17, 60.88]",,JMicron JMF661,59.2125,a-data-internal-hard-drive-asp600s3128gmc,128.0,0.0,Yes,0.45,"2.5"""
N/A,120GB,"2.5""",2.22,,SATA 6 Gb/s,Storage,/product/zzyxFT/sandisk-internal-hard-drive-sdssda120gg25,Sandisk,,,"Sandisk SSD PLUS 120GB 2.5"" Solid State Drive",SDSSDA-120G-G25,,$0.45,"[53.99, 57.08, 69.33]",,,60.1333333333,sandisk-internal-hard-drive-sdssda120gg25,120.0,0.0,Yes,0.45,"2.5"""
8MB,320GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/hpsKHx/seagate-internal-hard-drive-st3320311cs,Seagate,,,"Seagate Pipeline HD 320GB 3.5"" 5900RPM Internal Hard Drive",ST3320311CS,,,[],5900,,0.0,seagate-internal-hard-drive-st3320311cs,320.0,5900.0,No,0.0,"3.5"""
N/A,480GB,"2.5""",3.63,,SATA 6 Gb/s,Storage,/product/wgBrxr/kingston-ssdnow-uv400-480gb-25-solid-state-drive-suv400s37480g,Kingston,,,"Kingston SSDNow UV400 480GB 2.5"" Solid State Drive",SUV400S37/480G,,$0.28,"[132.38, 141.98, 144.99, 144.99, 144.99, 148.99, 149.0, 149.97]",,,144.66125,kingston-ssdnow-uv400-480gb-25-solid-state-drive-suv400s37480g,480.0,0.0,Yes,0.28,"2.5"""
N/A,256GB,M.2-2280,2.93,,M.2 (M),Storage,/product/MFs8TW/intel-600p-series-256gb-m2-2280-solid-state-drive-ssdpekkw256g7x1,Intel,,,Intel 600p Series 256GB M.2-2280 Solid State Drive,SSDPEKKW256G7X1,,$0.34,"[87.29, 99.99, 102.3, 113.98]",,,100.89,intel-600p-series-256gb-m2-2280-solid-state-drive-ssdpekkw256g7x1,256.0,0.0,Yes,0.34,M.2-2280
N/A,240GB,"2.5""",2.70,,SATA 6 Gb/s,Storage,/product/TqYXsY/kingston-internal-hard-drive-shfs37a240g,Kingston,,MLC,"Kingston HyperX Fury 240GB 2.5"" Solid State Drive",SHFS37A/240G,,$0.37,"[88.99, 89.99, 90.99, 95.99, 96.99, 88.99]",,Sandforce SF-2281,91.99,kingston-internal-hard-drive-shfs37a240g,240.0,0.0,Yes,0.37,"2.5"""
N/A,60GB,"2.5""",1.88,,SATA 6 Gb/s,Storage,/product/CRTrxr/silicon-power-internal-hard-drive-sp060gbss3s60s25,Silicon Power,,,"Silicon Power S60 60GB 2.5"" Solid State Drive",SP060GBSS3S60S25,,$0.53,[31.99],,,31.99,silicon-power-internal-hard-drive-sp060gbss3s60s25,60.0,0.0,Yes,0.53,"2.5"""
512MB,256GB,M.2-2280,,,M.2 (B+M),Storage,/product/KcH48d/plextor-m7v-256gb-m2-2280-solid-state-drive-px-256m7vg,Plextor,,TLC (toggle),Plextor M7V 256GB M.2-2280 Solid State Drive,PX-256M7VG,,,[],,Marvell 88SS1074B1,0.0,plextor-m7v-256gb-m2-2280-solid-state-drive-px-256m7vg,256.0,0.0,Yes,0.0,M.2-2280
64MB,2TB,"3.5""",29.46,,SATA 6 Gb/s,Storage,/product/fpCwrH/toshiba-internal-hard-drive-dt01aca200,Toshiba,,,"Toshiba 2TB 3.5"" 7200RPM Internal Hard Drive",DT01ACA200,,$0.034,"[67.88, 67.99, 67.99, 69.99, 72.88, 73.99, 76.99]",7200,,71.1014285714,toshiba-internal-hard-drive-dt01aca200,2000.0,7200.0,No,0.034,"3.5"""
N/A,120GB,"2.5""",2.28,,SATA 6 Gb/s,Storage,/product/CJM323/silicon-power-internal-hard-drive-sp120gbss3s55s25,Silicon Power,,,"Silicon Power Silm S55 120GB 2.5"" Solid State Drive",SP120GBSS3S55S25,,$0.44,[52.62],,,52.62,silicon-power-internal-hard-drive-sp120gbss3s55s25,120.0,0.0,Yes,0.44,"2.5"""
N/A,250GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/kn3RsY/samsung-internal-hard-drive-mz7te250bwbomdup,Samsung,840 EVO,TLC (toggle),"Samsung 840 EVO 250GB 2.5"" Solid State Drive",MZ-7TE250BW BOM dup,,,[],,Samsung MEX,0.0,samsung-internal-hard-drive-mz7te250bwbomdup,250.0,0.0,Yes,0.0,"2.5"""
64MB,2TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/DqRFf7/hitachi-2tb-35-7200rpm-internal-hard-drive-lysb00tq7yj4g-electrncs,Hitachi,,,"Hitachi 2TB 3.5"" 7200RPM Internal Hard Drive",LYSB00TQ7YJ4G-ELECTRNCS,,,[],7200,,0.0,hitachi-2tb-35-7200rpm-internal-hard-drive-lysb00tq7yj4g-electrncs,2000.0,7200.0,No,0.0,"3.5"""
N/A,128GB,"2.5""",0.92,,SATA 6 Gb/s,Storage,/product/PXXfrH/samsung-internal-hard-drive-mz7ke128bw,Samsung,,3D V-NAND,"Samsung 850 Pro Series 128GB 2.5"" Solid State Drive",MZ-7KE128BW,,$1.09,[139.88],,Samsung MEX,139.88,samsung-internal-hard-drive-mz7ke128bw,128.0,0.0,Yes,1.09,"2.5"""
N/A,240GB,"2.5""",1.98,,SATA 6 Gb/s,Storage,/product/cW38TW/silicon-power-internal-hard-drive-sp240gbss3s55s25,Silicon Power,,,"Silicon Power Slim S55 240GB 2.5"" Solid State Drive",SP240GBSS3S55S25,,$0.50,[120.99],,,120.99,silicon-power-internal-hard-drive-sp240gbss3s55s25,240.0,0.0,Yes,0.5,"2.5"""
N/A,256GB,"2.5""",2.25,,SATA 6 Gb/s,Storage,/product/63V48d/crucial-internal-hard-drive-ct256mx100ssd1,Crucial,,MLC (synchronous),"Crucial MX100 256GB 2.5"" Solid State Drive",CT256MX100SSD1,,$0.44,[113.64],,Marvell 9189,113.64,crucial-internal-hard-drive-ct256mx100ssd1,256.0,0.0,Yes,0.44,"2.5"""
32MB,1TB,"3.5""",,,SATA 3 Gb/s,Storage,/product/wzTmP6/samsung-internal-hard-drive-he103sj,Samsung,,,"Samsung Spinpoint F3R 1TB 3.5"" 7200RPM Internal Hard Drive",HE103SJ,,,[],7200,,0.0,samsung-internal-hard-drive-he103sj,1000.0,7200.0,No,0.0,"3.5"""
32MB,1TB,"3.5""",20.88,,SATA 6 Gb/s,Storage,/product/C4zv6h/toshiba-internal-hard-drive-dt01aca100,Toshiba,,,"Toshiba 1TB 3.5"" 7200RPM Internal Hard Drive",DT01ACA100,,$0.048,"[47.89, 47.99, 47.99, 48.48, 49.59, 51.75, 53.38, 47.99]",7200,,49.3825,toshiba-internal-hard-drive-dt01aca100,1000.0,7200.0,No,0.048,"3.5"""
N/A,256GB,M.2-2280,1.51,,M.2 (M),Storage,/product/VrDzK8/ocz-internal-hard-drive-rvd400m22280256g,OCZ,,,OCZ RD400 256GB M.2-2280 Solid State Drive,RVD400-M22280-256G,,$0.66,"[169.99, 192.89]",,,181.44,ocz-internal-hard-drive-rvd400m22280256g,256.0,0.0,Yes,0.66,M.2-2280
8MB,500GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/VYFPxr/seagate-internal-hard-drive-st3500312cs,Seagate,,,"Seagate Pipeline HD 500GB 3.5"" 5900RPM Internal Hard Drive",ST3500312CS,,,[],5900,,0.0,seagate-internal-hard-drive-st3500312cs,500.0,5900.0,No,0.0,"3.5"""
N/A,960GB,"2.5""",3.93,,SATA 6 Gb/s,Storage,/product/LbKhP6/pny-internal-hard-drive-ssd7cs1311960rb,PNY,,,"PNY CS1311 960GB 2.5"" Solid State Drive",SSD7CS1311-960-RB,,$0.25,"[236.25, 249.99, 257.99, 268.99]",,,253.305,pny-internal-hard-drive-ssd7cs1311960rb,960.0,0.0,Yes,0.25,"2.5"""
128MB,5TB,"3.5""",33.64,,SATA 6 Gb/s,Storage,/product/kJfmP6/toshiba-internal-hard-drive-hdwe150xzsta,Toshiba,,,"Toshiba X300 5TB 3.5"" 7200RPM Internal Hard Drive",HDWE150XZSTA,,$0.030,"[148.65, 149.75, 152.3, 152.69, 159.99]",7200,,152.676,toshiba-internal-hard-drive-hdwe150xzsta,5000.0,7200.0,No,0.03,"3.5"""
N/A,240GB,PCI-E,1.45,,PCI-Express x4,Storage,/product/mxYWGX/kingston-internal-hard-drive-shpm2280p2h240g,Kingston,,,Kingston Predator 240GB PCI-E Solid State Drive,SHPM2280P2H/240G,,$0.69,"[164.99, 164.99, 164.99]",,,164.99,kingston-internal-hard-drive-shpm2280p2h240g,240.0,0.0,Yes,0.69,PCI-E
N/A,128GB,M.2-2280,2.13,,M.2 (M),Storage,/product/GkJkcf/intel-600p-series-128gb-m2-2280-solid-state-drive-ssdpekkw128g7x1,Intel,,,Intel 600p Series 128GB M.2-2280 Solid State Drive,SSDPEKKW128G7X1,,$0.47,"[59.99, 64.79, 64.99, 77.98, 80.99]",,,69.748,intel-600p-series-128gb-m2-2280-solid-state-drive-ssdpekkw128g7x1,128.0,0.0,Yes,0.47,M.2-2280
64MB,1TB,"3.5""",20.00,,SATA 6 Gb/s,Storage,/product/Jjp323/toshiba-internal-hard-drive-hdwd110xzsta,Toshiba,,,"Toshiba P300 1TB 3.5"" 7200RPM Internal Hard Drive",HDWD110XZSTA,,$0.050,"[49.99, 52.96]",7200,,51.475,toshiba-internal-hard-drive-hdwd110xzsta,1000.0,7200.0,No,0.05,"3.5"""
N/A,480GB,"2.5""",3.69,,SATA 6 Gb/s,Storage,/product/978H99/pny-internal-hard-drive-ssd7cs1311480rb,PNY,,,"PNY CS1311 480GB 2.5"" Solid State Drive",SSD7CS1311-480-RB,,$0.27,"[130.0, 130.07, 134.99, 130.07, 138.89, 143.99, 149.99]",,,136.857142857,pny-internal-hard-drive-ssd7cs1311480rb,480.0,0.0,Yes,0.27,"2.5"""
32MB,1TB,"3.5""",14.29,,SATA 3 Gb/s,Storage,/product/Qt2kcf/hitachi-internal-hard-drive-hde721010sla330,Hitachi,E7K1000,,"Hitachi Deskstar 1TB 3.5"" 7200RPM Internal Hard Drive",HDE721010SLA330,,$0.070,[69.98],7200,,69.98,hitachi-internal-hard-drive-hde721010sla330,1000.0,7200.0,No,0.07,"3.5"""
64MB,1TB,"3.5""",11.51,,SATA 6 Gb/s,Storage,/product/gV8Zxr/western-digital-internal-hard-drive-wd1002faex,Western Digital,,,"Western Digital Caviar Black 1TB 3.5"" 7200RPM Internal Hard Drive",WD1002FAEX,,$0.087,[86.88],7200,,86.88,western-digital-internal-hard-drive-wd1002faex,1000.0,7200.0,No,0.087,"3.5"""
N/A,240GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/YgBrxr/avexir-e100-240gb-25-solid-state-drive-avssde100zz-240gb,Avexir,,TLC (toggle),"Avexir E100 240GB 2.5"" Solid State Drive",AVSSDE100ZZ-240GB,,,[],,,0.0,avexir-e100-240gb-25-solid-state-drive-avssde100zz-240gb,240.0,0.0,Yes,0.0,"2.5"""
16MB,500GB,"3.5""",8.33,,SATA 3 Gb/s,Storage,/product/QMh9TW/western-digital-internal-hard-drive-wd5000avcs,Western Digital,,,"Western Digital AV-GP 500GB 3.5"" 5400RPM Internal Hard Drive",WD5000AVCS,,$0.12,[60.0],5400,,60.0,western-digital-internal-hard-drive-wd5000avcs,500.0,5400.0,No,0.12,"3.5"""
64MB,4TB,"3.5""",10.11,,SATA 6 Gb/s,Storage,/product/9BkD4D/western-digital-internal-hard-drive-wd4001faex,Western Digital,,,"Western Digital WD Black 4TB 3.5"" 7200RPM Internal Hard Drive",WD4001FAEX,,$0.099,"[395.74, 415.99]",7200,,405.865,western-digital-internal-hard-drive-wd4001faex,4000.0,7200.0,No,0.099,"3.5"""
