Color,Dimensions,"External 2.5"" Bays","External 3.5"" Bays","External 5.25"" Bays","External 5.25"" Slim Bays","External 5.25"" Slim Slot Load Bays",Front Panel USB 3.0 Ports,Includes Power Supply,"Internal 2.5"" Bays","Internal 3.5"" Bays","Internal 5.25"" Bays","Internal 5.25"" Slim Slot Load Bays",Kind,Link,Manufacturer,Maximum Video Card Length,Model,Motherboard Compatibility,Name,Part #,Prices,Type,link,dim,vol,avg,short_link
Black,"23.23"" x 8.62"" x 23.43""",,,6,,,Yes,No,,9,,,Case,/product/g7jG3C/lian-li-case-pca77f,Lian-Li,"14.37""",,"ATX, EATX, Micro ATX, Mini ITX",Lian-Li PC-A77F ATX Full Tower Case,PC-A77F,[],ATX Full Tower,lian-li-case-pca77f,"[23.23, 8.62, 23.43]",4691.684118,0.0,lian-li-case-pca77f
Black,"24.17"" x 8.62"" x 23.23""",,,5,,,Yes,No,,10,,,Case,/product/K9zv6h/lian-li-case-pca71f,Lian-Li,"15.35"" (390mm) With Drive Cages<br/>20.87"" (530mm) Without Drive Cages",,"ATX, EATX, Micro ATX, Mini ITX",Lian-Li PC-A71F ATX Full Tower Case,PC-A71F,[],ATX Full Tower,lian-li-case-pca71f,"[24.17, 8.62, 23.23]",4839.863642,0.0,lian-li-case-pca71f
Black,"19.61"" x 8.43"" x 19.53""",,,5,,,No,No,,4,,,Case,/product/7NmLrH/lian-li-case-k60b,Lian-Li,,,"ATX, Micro ATX, Mini ITX",Lian-Li K60B ATX Mid Tower Case,K60B,[],ATX Mid Tower,lian-li-case-k60b,"[19.61, 8.43, 19.53]",3228.549219,0.0,lian-li-case-k60b
Black,"19.45"" x 8.23"" x 19.25""",,,3,,,No,No,,6,,,Case,/product/VvxfrH/lian-li-case-pcb25f,Lian-Li,"11.42""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-B25F ATX Mid Tower Case,PC-B25F,[],ATX Mid Tower,lian-li-case-pcb25f,"[19.45, 8.23, 19.25]",3081.414875,0.0,lian-li-case-pcb25f
Black,"17.09"" x 7.48"" x 16.69""",,2,3,,,No,350 Watts,,3,,,Case,/product/rbg323/inwin-case-c638tcq350tbl,Inwin,,,"ATX, Micro ATX, Mini ITX",Inwin C638T.CQ350TBL ATX Mid Tower Case w/350W Power Supply,C638T.CQ350TBL,[],ATX Mid Tower,inwin-case-c638tcq350tbl,"[17.09, 7.48, 16.69]",2133.536108,0.0,inwin-case-c638tcq350tbl
Black/Red,"19.21"" x 7.99"" x 16.97""",,2,4,,,No,450 Watts,,4,,,Case,/product/zVzv6h/dynapower-case-cshm416021266,Dynapower,,,"ATX, Micro ATX, Mini ITX",Dynapower CS-HM41602.1266 ATX Mid Tower Case w/450W Power Supply,CS-HM41602.1266,[],ATX Mid Tower,dynapower-case-cshm416021266,"[19.21, 7.99, 16.97]",2604.689663,0.0,dynapower-case-cshm416021266
Black,"19.29"" x 8.23"" x 18.46""",,1,4,,,Yes,No,,3,,,Case,/product/Zbg323/lian-li-case-pc8nwx,Lian-Li,"11.42""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-8NWX ATX Mid Tower Case,PC-8NWX,[],ATX Mid Tower,lian-li-case-pc8nwx,"[19.29, 8.23, 18.46]",2930.648682,0.0,lian-li-case-pc8nwx
Red/White,"19.29"" x 8.27"" x 16.77""",,2,4,,,No,No,,3,,,Case,/product/fTh9TW/inwin-case-iwf430rl,Inwin,,,"ATX, Micro ATX, Mini ITX",Inwin IW-F430.RL ATX Mid Tower Case,IW-F430.RL,[],ATX Mid Tower,inwin-case-iwf430rl,"[19.29, 8.27, 16.77]",2675.289591,0.0,inwin-case-iwf430rl
Orange,"18.94"" x 11.97"" x 26.26""",,,1,,,Yes,No,2,3,,,Case,/product/mkxfrH/inwin-case-dframeorange,Inwin,"12.99""",,"ATX, Micro ATX, Mini ITX",Inwin D-FRAME Orange ATX Desktop Case,D-FRAME Orange,[],ATX Desktop,inwin-case-dframeorange,"[18.94, 11.97, 26.26]",5953.451868,0.0,inwin-case-dframeorange
Black,,,,3,,,Yes,No,4,6,,,Case,/product/Rwhj4D/corsair-case-cc9011078ww,Corsair,"13.39"" (340mm) With Drive Cages<br/>17.72"" (450mm) Without Drive Cages",750D Airflow Edition,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",Corsair 750D Airflow Edition ATX Full Tower Case,CC-9011078-WW,"[149.49, 149.99, 149.49, 179.99]",ATX Full Tower,corsair-case-cc9011078ww,,0.0,157.24,corsair-case-cc9011078ww
White,"13.66"" x 5.87"" x 13.58""",,1,1,,,No,300 Watts,,1,,,Case,/product/MWR48d/inwin-case-matrix,Inwin,,,"Micro ATX, Mini ITX",Inwin Matrix MicroATX Mini Tower Case w/300W Power Supply,Matrix,[],MicroATX Mini Tower,inwin-case-matrix,"[13.66, 5.87, 13.58]",1088.901436,0.0,inwin-case-matrix
Black/Silver,"7.48"" x 16.69"" x 19.57""",,1,3,,,No,400 Watts,,5,,,Case,/product/VZMFf7/cooler-master-case-rc371kka400,Cooler Master,"12.40""",Elite 371 (Black),"ATX, Micro ATX, Mini ITX",Cooler Master Elite 371 (Black) ATX Mid Tower Case w/400W Power Supply,RC-371-KKA400,[],ATX Mid Tower,cooler-master-case-rc371kka400,"[7.48, 16.69, 19.57]",2443.142284,0.0,cooler-master-case-rc371kka400
Black,"7.48"" x 16.69"" x 19.57""",,1,3,,,No,400 Watts,,5,,,Case,/product/mRdqqs/cooler-master-case-rc370kka400,Cooler Master,"12.40""",Elite 370 (Black),"ATX, Micro ATX, Mini ITX",Cooler Master Elite 370 (Black) ATX Mid Tower Case w/400W Power Supply,RC-370-KKA400,[],ATX Mid Tower,cooler-master-case-rc370kka400,"[7.48, 16.69, 19.57]",2443.142284,0.0,cooler-master-case-rc370kka400
Red,"16.54"" x 13.82"" x 12.05""",,,1,,,Yes,No,2,7,,,Case,/product/pPqdnQ/lian-li-case-pcv354r,Lian-Li,"13.78""",,"Micro ATX, Mini ITX",Lian-Li PC-V354R MicroATX Mini Tower Case,PC-V354R,[],MicroATX Mini Tower,lian-li-case-pcv354r,"[16.54, 13.82, 12.05]",2754.42274,0.0,lian-li-case-pcv354r
Black,"24.76"" x 9.21"" x 25.00""",,,5,,,Yes,No,,10,,,Case,/product/qZyFf7/lian-li-case-pcv2120b,Lian-Li,"14.17""",,"ATX, EATX, HPTX, Micro ATX, Mini ITX",Lian-Li PC-V2120B ATX Full Tower Case,PC-V2120B,[],ATX Full Tower,lian-li-case-pcv2120b,"[24.76, 9.21, 25.00]",5700.99,0.0,lian-li-case-pcv2120b
Silver,"10.24"" x 7.83"" x 12.80""",,,1,,,Yes,No,2,2,,,Case,/product/96zv6h/lian-li-case-pcq11w,Lian-Li,"9.45""",,"Mini ITX, Thin Mini ITX",Lian-Li PC-Q11W Mini ITX Tower Case,PC-Q11W,[],Mini ITX Tower,lian-li-case-pcq11w,"[10.24, 7.83, 12.80]",1026.29376,0.0,lian-li-case-pcq11w
Black/Silver,"11.77"" x 8.66"" x 5.08""",,1,1,,,No,250 Watts,,1,,,Case,/product/6Hg323/apex-case-mi100,Apex,,,"Mini ITX, Thin Mini ITX",Apex MI-100 Mini ITX Tower Case w/250W Power Supply,MI-100,[],Mini ITX Tower,apex-case-mi100,"[11.77, 8.66, 5.08]",517.795256,0.0,apex-case-mi100
Black,"20.00"" x 7.48"" x 17.48""",,1,4,,,No,No,,4,,,Case,/product/ZYGkcf/raidmax-case-atx298wb,Raidmax,,Atlas ATX-298WB,"ATX, Micro ATX, Mini ITX",Raidmax Atlas ATX-298WB ATX Mid Tower Case,ATX-298WB,[],ATX Mid Tower,raidmax-case-atx298wb,"[20.00, 7.48, 17.48]",2615.008,0.0,raidmax-case-atx298wb
Black,"14.84"" x 7.68"" x 15.00""",,2,2,,,No,No,,2,,,Case,/product/MktCmG/silverstone-case-tj08b,Silverstone,"11.77""",,"Micro ATX, Mini ITX",Silverstone TJ08-B MicroATX Mid Tower Case,TJ08-B,[],MicroATX Mid Tower,silverstone-case-tj08b,"[14.84, 7.68, 15.00]",1709.568,0.0,silverstone-case-tj08b
Clear,"18.46"" x 9.06"" x 18.07""",,1,9,,,No,No,,4,,,Case,/product/6wQypg/sunbeam-case-ac9bhuvb,Sunbeam,,,"ATX, Micro ATX, Mini ITX",Sunbeam AC-9B-HUVB ATX Mid Tower Case,AC-9B-HUVB,[],ATX Mid Tower,sunbeam-case-ac9bhuvb,"[18.46, 9.06, 18.07]",3022.164132,0.0,sunbeam-case-ac9bhuvb
Black,,,,1,,,Yes,No,3,2,,,Case,/product/9r7CmG/zalman-case-t2plus,Zalman,"9.84"" (250mm) With Drive Cages<br/>11.81"" (300mm) Without Drive Cages",,"Micro ATX, Mini ITX",Zalman T2 Plus MicroATX Mini Tower Case,T2 Plus<br/>(or) ZM-T2 PLUS,"[27.99, 29.99]",MicroATX Mini Tower,zalman-case-t2plus,,0.0,28.99,zalman-case-t2plus
Black,"16.97"" x 12.24"" x 9.72""",,1,2,,,No,No,,4,,,Case,/product/z3DwrH/raidmax-case-atx015b,Raidmax,,Icecube,"Micro ATX, Mini ITX",Raidmax Icecube MicroATX Desktop Case,ATX-015B,[],MicroATX Desktop,raidmax-case-atx015b,"[16.97, 12.24, 9.72]",2018.968416,0.0,raidmax-case-atx015b
Black/Blue,"19.49"" x 7.99"" x 16.50""",,1,4,,,No,No,,5,,,Case,/product/BKmLrH/raidmax-case-atx238wu,Raidmax,,,"ATX, Micro ATX, Mini ITX",Raidmax ATX-238WU ATX Mid Tower Case,ATX-238WU,[],ATX Mid Tower,raidmax-case-atx238wu,"[19.49, 7.99, 16.50]",2569.46415,0.0,raidmax-case-atx238wu
Black,"18.23"" x 7.24"" x 16.73""",,1,4,,,No,No,,5,,,Case,/product/NMNp99/raidmax-case-atx238b,Raidmax,,Tornado (Black),"ATX, Micro ATX, Mini ITX",Raidmax Tornado (Black) ATX Mid Tower Case,ATX-238B,[],ATX Mid Tower,raidmax-case-atx238b,"[18.23, 7.24, 16.73]",2208.112396,0.0,raidmax-case-atx238b
Black,,,1,3,,,No,No,,2,,,Case,/product/WtMFf7/hec-case-enterprise,HEC,,,"ATX, Micro ATX, Mini ITX",HEC Enterprise ATX Mid Tower Case,Enterprise,[],ATX Mid Tower,hec-case-enterprise,,0.0,0.0,hec-case-enterprise
Black/Silver,"7.48"" x 16.97"" x 17.48""",,2,3,,,No,300 Watts,,2,,,Case,/product/yMNp99/foxconn-case-ts001haiso4004ss,Foxconn,,,"ATX, Micro ATX, Mini ITX",Foxconn TS-001(H+A)+ISO-400-4SS ATX Mid Tower Case w/300W Power Supply,TS-001(H+A)+ISO-400-4SS,[],ATX Mid Tower,foxconn-case-ts001haiso4004ss,"[7.48, 16.97, 17.48]",2218.834288,0.0,foxconn-case-ts001haiso4004ss
Black,"12.99"" x 3.78"" x 14.37""",,1,1,,,No,300 Watts,,2,,,Case,/product/P4W9TW/inwin-case-bl641300tbl,Inwin,,,"Micro ATX, Mini ITX",Inwin BL641.300TBL MicroATX Slim Case w/300W Power Supply,BL641.300TBL,[],MicroATX Slim,inwin-case-bl641300tbl,"[12.99, 3.78, 14.37]",705.598614,0.0,inwin-case-bl641300tbl
Black/Silver,"15.31"" x 7.09"" x 14.13""",,2,2,,,No,300 Watts,,1,,,Case,/product/vMNp99/foxconn-case-tw001haiso4004ss,Foxconn,,,"Micro ATX, Mini ITX",Foxconn TW-001(H+A)+ISO-400-4SS MicroATX Mini Tower Case w/300W Power Supply,TW-001(H+A)+ISO-400-4SS,[],MicroATX Mini Tower,foxconn-case-tw001haiso4004ss,"[15.31, 7.09, 14.13]",1533.781827,0.0,foxconn-case-tw001haiso4004ss
Black,,,1,3,,,No,No,,2,,,Case,/product/fyGkcf/hec-case-enterpriseh585,HEC,,,"ATX, Micro ATX, Mini ITX",HEC EnterpriseH585 MicroATX Mid Tower Case,EnterpriseH585,[],MicroATX Mid Tower,hec-case-enterpriseh585,,0.0,0.0,hec-case-enterpriseh585
Clear,,,,1,,,No,150 Watts,,1,,,Case,/product/m9zv6h/sunbeam-case-acmipt,Sunbeam,,,"Mini ITX, Thin Mini ITX",Sunbeam ACMI-P-T Mini ITX Tower Case w/150W Power Supply,ACMI-P-T,[],Mini ITX Tower,sunbeam-case-acmipt,,0.0,0.0,sunbeam-case-acmipt
Black,"11.22"" x 6.97"" x 8.62""",,,,,,No,450 Watts,1,1,,,Case,/product/nzckcf/silverstone-case-sg06bb450,Silverstone,"10.00""",,"Mini ITX, Thin Mini ITX",Silverstone SG06BB-450 Mini ITX Desktop Case w/450W Power Supply,SG06BB-450,[],Mini ITX Desktop,silverstone-case-sg06bb450,"[11.22, 6.97, 8.62]",674.113308,0.0,silverstone-case-sg06bb450
White,"19.69"" x 8.66"" x 18.70""",,,,,,Yes,No,1,2,,,Case,/product/zMVBD3/cooler-master-masterbox-5-white-atx-mid-tower-case-mcx-b5s2-wwnn-01,Cooler Master,"16.14""",MasterBox 5 (White),"ATX, Micro ATX, Mini ITX",Cooler Master MasterBox 5 (White) ATX Mid Tower Case,MCX-B5S2-WWNN-01,"[62.99, 63.99, 64.99, 64.99, 66.99, 63.99]",ATX Mid Tower,cooler-master-masterbox-5-white-atx-mid-tower-case-mcx-b5s2-wwnn-01,"[19.69, 8.66, 18.70]",3188.63798,64.6566666667,cooler-master-masterbox-5-white-atx-mid-tower-case-mcx-b5s2-wwnn-01
Black,"19.61"" x 7.09"" x 16.30""",,1,4,,,No,No,,5,,,Case,/product/CTh9TW/inwin-case-griffinblack,Inwin,,,"ATX, Micro ATX, Mini ITX",Inwin Griffin (Black) ATX Mid Tower Case,Griffin (Black),[],ATX Mid Tower,inwin-case-griffinblack,"[19.61, 7.09, 16.30]",2266.26887,0.0,inwin-case-griffinblack
Silver,"8.19"" x 9.13"" x 12.56""",,,,,,Yes,No,1,2,,,Case,/product/Hf3RsY/rosewill-case-legacyu2swindow,Rosewill,"8.66""",,Mini ITX,Rosewill Legacy U2-S-Window Mini ITX Tower Case,Legacy U2-S-Window,[],Mini ITX Tower,rosewill-case-legacyu2swindow,"[8.19, 9.13, 12.56]",939.170232,0.0,rosewill-case-legacyu2swindow
Black/Silver,"17.48"" x 7.48"" x 16.30""",,2,2,,,No,No,,2,,,Case,/product/QktCmG/inwin-case-ea013t350sl,Inwin,,,"ATX, Micro ATX, Mini ITX",Inwin EA013.T350SL ATX Mid Tower Case,EA013.T350SL,[],ATX Mid Tower,inwin-case-ea013t350sl,"[17.48, 7.48, 16.30]",2131.23152,0.0,inwin-case-ea013t350sl
Black/White,"15.00"" x 7.48"" x 13.78""",,2,2,,,No,No,,2,,,Case,/product/FvxfrH/inwin-case-em013t350sl,Inwin,,,"Micro ATX, Mini ITX",Inwin EM013.T350SL MicroATX Mini Tower Case,EM013.T350SL,[],MicroATX Mini Tower,inwin-case-em013t350sl,"[15.00, 7.48, 13.78]",1546.116,0.0,inwin-case-em013t350sl
Clear,"14.92"" x 11.57"" x 11.77""",,,2,,,No,No,,2,,,Case,/product/R7jG3C/sunbeam-case-acufhuvb,Sunbeam,,,"ATX, Micro ATX, Mini ITX",Sunbeam ACUF-HUVB ATX Mid Tower Case,ACUF-HUVB,[],ATX Mid Tower,sunbeam-case-acufhuvb,"[14.92, 11.57, 11.77]",2031.789188,0.0,sunbeam-case-acufhuvb
Black/Green,"14.69"" x 11.18"" x 8.98""",,1,2,,,No,500 Watts,,2,,,Case,/product/8DH323/apevia-case-xqpack2gn500,Apevia,,X-QPack2 Black/Green,"Micro ATX, Mini ITX",Apevia X-QPack2 Black/Green MicroATX Desktop Case w/500W Power Supply,X-QPACK2-GN/500,[],MicroATX Desktop,apevia-case-xqpack2gn500,"[14.69, 11.18, 8.98]",1474.823116,0.0,apevia-case-xqpack2gn500
Black,"8.19"" x 9.13"" x 12.56""",,,,,,Yes,No,1,2,,,Case,/product/gT8Zxr/rosewill-case-legacyu2bwindow,Rosewill,"8.66""",,Mini ITX,Rosewill Legacy U2-B-Window Mini ITX Tower Case,Legacy U2-B-Window,[],Mini ITX Tower,rosewill-case-legacyu2bwindow,"[8.19, 9.13, 12.56]",939.170232,0.0,rosewill-case-legacyu2bwindow
Black,"9.80"" x 9.45"" x 8.27""",,,,,,Yes,No,,4,,,Case,/product/KJYXsY/rosewill-case-legacyv6b,Rosewill,"7.87""",,Mini ITX,Rosewill Legacy V6-B Mini ITX Tower Case,Legacy V6-B,[],Mini ITX Tower,rosewill-case-legacyv6b,"[9.80, 9.45, 8.27]",765.8847,0.0,rosewill-case-legacyv6b
Silver,"19.25"" x 8.27"" x 15.00""",,1,2,,,No,No,,3,,,Case,/product/4cK7YJ/lian-li-case-pca05na,Lian-Li,"10.63""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-A05NA ATX Mini Tower Case,PC-A05NA,[],ATX Mini Tower,lian-li-case-pca05na,"[19.25, 8.27, 15.00]",2387.9625,0.0,lian-li-case-pca05na
Red/Silver,"20.43"" x 7.28"" x 16.46""",,2,4,,,No,No,,5,,,Case,/product/gG4gXL/apevia-case-xcruiser2rd,Apevia,"10.98""",X-Cruiser2 Red,"ATX, Micro ATX, Mini ITX",Apevia X-Cruiser2 Red ATX Mid Tower Case,X-CRUISER2-RD,[],ATX Mid Tower,apevia-case-xcruiser2rd,"[20.43, 7.28, 16.46]",2448.102384,0.0,apevia-case-xcruiser2rd
Black,,,1,1,,,Yes,No,1,3,,,Case,/product/xzNypg/thermaltake-case-ca1d900m1wn00,Thermaltake,"9.84"" (250mm) With Drive Cages<br/>14.17"" (360mm) Without Drive Cages",Versa N21,"ATX, Micro ATX, Mini ITX",Thermaltake Versa N21 ATX Mid Tower Case,CA-1D9-00M1WN-00,"[44.99, 47.99, 52.99, 54.98, 44.99]",ATX Mid Tower,thermaltake-case-ca1d900m1wn00,,0.0,49.188,thermaltake-case-ca1d900m1wn00
Black,"19.25"" x 8.27"" x 15.00""",,1,2,,,No,No,,3,,,Case,/product/x8Bv6h/lian-li-case-pca05nb,Lian-Li,"10.63""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-A05NB ATX Mini Tower Case,PC-A05NB,[],ATX Mini Tower,lian-li-case-pca05nb,"[19.25, 8.27, 15.00]",2387.9625,0.0,lian-li-case-pca05nb
Black,"10.79"" x 5.47"" x 12.68""",,1,1,,,No,300 Watts,,1,,,Case,/product/6G4gXL/inwin-case-iwbk623bn300tbl80,Inwin,,,"Micro ATX, Mini ITX",Inwin IW-BK623.BN300TBL80+ MicroATX Desktop Case w/300W Power Supply,IW-BK623.BN300TBL80+,[],MicroATX Desktop,inwin-case-iwbk623bn300tbl80,"[10.79, 5.47, 12.68]",748.390084,0.0,inwin-case-iwbk623bn300tbl80
Pink/Silver,"20.43"" x 7.28"" x 16.46""",,2,4,,,No,No,,5,,,Case,/product/TG4gXL/apevia-case-xcruiser2pk,Apevia,"10.98""",X-Cruiser2 Pink,"ATX, Micro ATX, Mini ITX",Apevia X-Cruiser2 Pink ATX Mid Tower Case,X-CRUISER2-PK,[],ATX Mid Tower,apevia-case-xcruiser2pk,"[20.43, 7.28, 16.46]",2448.102384,0.0,apevia-case-xcruiser2pk
Black,"18.90"" x 7.28"" x 16.46""",,1,4,,,No,450 Watts,,6,,,Case,/product/wLTmP6/apevia-case-xdmr3nwbk450,Apevia,,X-Dreamer3 Black,"ATX, Micro ATX, Mini ITX",Apevia X-Dreamer3 Black ATX Mid Tower Case w/450W Power Supply,X-DMR3-NW-BK/450,[],ATX Mid Tower,apevia-case-xdmr3nwbk450,"[18.90, 7.28, 16.46]",2264.76432,0.0,apevia-case-xdmr3nwbk450
Black,,,1,2,,,Yes,No,,6,,,Case,/product/w8fp99/silverstone-case-gd01brusb30,Silverstone,"9.76""",,"ATX, Micro ATX, Mini ITX",Silverstone GD01B-R-USB3.0 HTPC Case,GD01B-R-USB3.0<br/>(or) SST-GD01B-R-USB3.0,[],HTPC,silverstone-case-gd01brusb30,,0.0,0.0,silverstone-case-gd01brusb30
Black,"7.83"" x 10.39"" x 4.69""",,,,1,,Yes,150 Watts,1,,,,Case,/product/x7jG3C/lian-li-case-pcq09fb,Lian-Li,,,"Mini ITX, Thin Mini ITX",Lian-Li PC-Q09FB Mini ITX Desktop Case w/150W Power Supply,PC-Q09FB,[],Mini ITX Desktop,lian-li-case-pcq09fb,"[7.83, 10.39, 4.69]",381.548853,0.0,lian-li-case-pcq09fb
Black,"14.29"" x 7.09"" x 14.57""",,1,2,,,No,350 Watts,,2,,,Case,/product/mjTmP6/inwin-case-z670tcq350tbl,Inwin,,Z670T.CQ350TBL (Black),"Micro ATX, Mini ITX",Inwin Z670T.CQ350TBL (Black) MicroATX Mini Tower Case w/350W Power Supply,Z670T.CQ350TBL,[],MicroATX Mini Tower,inwin-case-z670tcq350tbl,"[14.29, 7.09, 14.57]",1476.175577,0.0,inwin-case-z670tcq350tbl
Black,"18.90"" x 8.27"" x 17.72""",,,3,,,No,No,,4,,,Case,/product/ztTmP6/foxconn-case-g007h,Foxconn,,,"ATX, Micro ATX, Mini ITX",Foxconn G-007(H) MicroATX Mid Tower Case,G-007(H),[],MicroATX Mid Tower,foxconn-case-g007h,"[18.90, 8.27, 17.72]",2769.68916,0.0,foxconn-case-g007h
Black,"18.23"" x 7.24"" x 16.97""",,1,4,,,Yes,No,,4,,,Case,/product/yTLypg/raidmax-case-atx248nwb,Raidmax,,Super Hurricane (Black),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Raidmax Super Hurricane (Black) ATX Mid Tower Case,ATX-248NWB,[],ATX Mid Tower,raidmax-case-atx248nwb,"[18.23, 7.24, 16.97]",2239.788844,0.0,raidmax-case-atx248nwb
Black,"11.89"" x 7.83"" x 6.50""",,,1,,,No,150 Watts,,1,,,Case,/product/MjxfrH/athenatech-case-a1089hg150,Athenatech,,,"Mini ITX, Thin Mini ITX",Athenatech A1089HG.150 Mini ITX Tower Case w/150W Power Supply,A1089HG.150,[],Mini ITX Tower,athenatech-case-a1089hg150,"[11.89, 7.83, 6.50]",605.14155,0.0,athenatech-case-a1089hg150
Black/Blue,"16.89"" x 8.19"" x 17.17""",,,2,,,Yes,No,3,3,,,Case,/product/PvKhP6/diypc-case-solot1bk,DIYPC,"9.45""",,"ATX, Micro ATX",DIYPC Solo-T1-BK ATX Mid Tower Case,Solo-T1-BK,[25.98],ATX Mid Tower,diypc-case-solot1bk,"[16.89, 8.19, 17.17]",2375.110647,25.98,diypc-case-solot1bk
Black,"8.27"" x 18.19"" x 20.98""",,1,2,,,Yes,No,,6,,,Case,/product/bwxfrH/rosewill-case-patriot,Rosewill,"12.99""",,"ATX, Micro ATX, Mini ITX",Rosewill PATRIOT ATX Mid Tower Case,PATRIOT,[],ATX Mid Tower,rosewill-case-patriot,"[8.27, 18.19, 20.98]",3156.048674,0.0,rosewill-case-patriot
Black/Green,,,,1,,,Yes,450 Watts,1,2,,,Case,/product/vNNypg/raidmax-case-atx101bgp,Raidmax,"12.52""",Element,Mini ITX,Raidmax Element Mini ITX Desktop Case w/450W Power Supply,ATX-101BGP,[],Mini ITX Desktop,raidmax-case-atx101bgp,,0.0,0.0,raidmax-case-atx101bgp
Black,,,,4,,,Yes,No,,6,,,Case,/product/yBK7YJ/bitfenix-case-bfcrdr300kkn1rp,BitFenix,"10.24"" (260mm) With Drive Cages<br/>14.57"" (370mm) Without Drive Cages",Raider,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",BitFenix Raider ATX Mid Tower Case,BFC-RDR-300-KKN1-RP,[],ATX Mid Tower,bitfenix-case-bfcrdr300kkn1rp,,0.0,0.0,bitfenix-case-bfcrdr300kkn1rp
Black,"18.98"" x 7.48"" x 19.49""",,,3,,,Yes,No,,6,,,Case,/product/g3xfrH/raidmax-case-atx902wb,Raidmax,,Seiran (Black),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Raidmax Seiran (Black) ATX Mid Tower Case,ATX-902WB,[],ATX Mid Tower,raidmax-case-atx902wb,"[18.98, 7.48, 19.49]",2767.003096,0.0,raidmax-case-atx902wb
Black/Blue,"18.62"" x 7.87"" x 20.28""",,,,,,Yes,No,,3,,,Case,/product/vBvZxr/nox-coolbay-zx-blue-atx-mid-tower-case-cbayzxbl,NOX,"16.14""",Coolbay ZX Blue,"ATX, Micro ATX, Mini ITX",NOX Coolbay ZX Blue ATX Mid Tower Case,CBAYZXBL,[],ATX Mid Tower,nox-coolbay-zx-blue-atx-mid-tower-case-cbayzxbl,"[18.62, 7.87, 20.28]",2971.819032,0.0,nox-coolbay-zx-blue-atx-mid-tower-case-cbayzxbl
Black/Blue,"20.00"" x 7.24"" x 16.50""",,1,4,,,No,No,,5,,,Case,/product/KWR48d/apevia-case-xplorer2bl,Apevia,,X-Plorer2 Black/Blue,"ATX, Micro ATX, Mini ITX",Apevia X-Plorer2 Black/Blue ATX Mid Tower Case,X-PLORER2-BL,[],ATX Mid Tower,apevia-case-xplorer2bl,"[20.00, 7.24, 16.50]",2389.2,0.0,apevia-case-xplorer2bl
Black,"18.74"" x 7.99"" x 17.48""",,1,4,,,Yes,No,,4,,,Case,/product/CF7wrH/raidmax-case-atx248b,Raidmax,,,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Raidmax ATX-248B ATX Mid Tower Case,ATX-248B,[],ATX Mid Tower,raidmax-case-atx248b,"[18.74, 7.99, 17.48]",2617.325848,0.0,raidmax-case-atx248b
Black/Pink,"20.00"" x 7.24"" x 16.50""",,1,4,,,No,No,,5,,,Case,/product/kFkD4D/apevia-case-xplorer2pk,Apevia,,X-Plorer2 Black/Pink,"ATX, Micro ATX, Mini ITX",Apevia X-Plorer2 Black/Pink ATX Mid Tower Case,X-PLORER2-PK,[],ATX Mid Tower,apevia-case-xplorer2pk,"[20.00, 7.24, 16.50]",2389.2,0.0,apevia-case-xplorer2pk
Black/Silver,"17.28"" x 7.09"" x 16.54""",,2,4,,,No,300 Watts,,4,,,Case,/product/6YGkcf/foxconn-case-tla436haiso4004ss,Foxconn,,,"ATX, Micro ATX, Mini ITX",Foxconn TLA+436(H+A)+ISO-400-4SS ATX Mid Tower Case w/300W Power Supply,TLA+436(H+A)+ISO-400-4SS,[],ATX Mid Tower,foxconn-case-tla436haiso4004ss,"[17.28, 7.09, 16.54]",2026.401408,0.0,foxconn-case-tla436haiso4004ss
Black,"20.28"" x 8.27"" x 17.28""",,,5,,,No,No,,4,,,Case,/product/jfBv6h/lian-li-case-pcb10,Lian-Li,"11.42""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-B10 ATX Mid Tower Case,PC-B10,[],ATX Mid Tower,lian-li-case-pcb10,"[20.28, 8.27, 17.28]",2898.125568,0.0,lian-li-case-pcb10
Black/Red,,,,,,,Yes,No,2,6,,,Case,/product/Zr7CmG/nzxt-case-can450wm1,NZXT,"12.01"" (305mm) With Drive Cages<br/>15.98"" (406mm) Without Drive Cages",Noctis 450,"ATX, Micro ATX, Mini ITX",NZXT Noctis 450 ATX Mid Tower Case,CA-N450W-M1,"[124.99, 124.99, 133.99, 124.99, 152.8]",ATX Mid Tower,nzxt-case-can450wm1,,0.0,132.352,nzxt-case-can450wm1
Black,"17.72"" x 7.99"" x 16.50""",,2,4,,,No,400 Watts,,3,,,Case,/product/nZyFf7/apex-case-tu150,Apex,,,"ATX, Micro ATX, Mini ITX",Apex TU150 ATX Mid Tower Case w/400W Power Supply,TU150,[],ATX Mid Tower,apex-case-tu150,"[17.72, 7.99, 16.50]",2336.1162,0.0,apex-case-tu150
